#      |i-j|        0.000000
              -7   -7.913058E-03
              -6   -5.551115E-17
              -5    9.338752E-03
              -4    6.071532E-18
              -3   -1.399384E-02
              -2   -6.071532E-18
              -1    3.999782E-02
               0    6.250000E-02
               1    3.999782E-02
               2   -6.071532E-18
               3   -1.399384E-02
               4    6.071532E-18
               5    9.338752E-03
               6   -5.551115E-17
               7   -7.913058E-03
               8   -5.938450E-17
