#      |i-j|        0.000000
             -12    3.469447E-18
             -11   -1.720620E-03
             -10    9.107298E-18
              -9    1.929388E-03
              -8    5.854692E-18
              -7   -2.378001E-03
              -6   -2.005774E-17
              -5    3.355916E-03
              -4   -1.886512E-17
              -3   -6.071508E-03
              -2   -9.974660E-18
              -1    2.324321E-02
               0    3.846154E-02
               1    2.324321E-02
               2   -9.974660E-18
               3   -6.071508E-03
               4   -1.886512E-17
               5    3.355916E-03
               6   -2.005774E-17
               7   -2.378001E-03
               8    5.854692E-18
               9    1.929388E-03
              10    9.107298E-18
              11   -1.720620E-03
              12    3.469447E-18
              13    1.658744E-03
