#      |i-j|        0.000000
             -11   -3.365409E-03
             -10   -4.239230E-17
              -9    3.615483E-03
              -8   -2.623769E-17
              -7   -4.220293E-03
              -6    3.079134E-17
              -5    5.522797E-03
              -4   -6.938894E-18
              -3   -8.850798E-03
              -2   -1.561251E-17
              -1    2.646021E-02
               0    4.166667E-02
               1    2.646021E-02
               2   -1.561251E-17
               3   -8.850798E-03
               4   -6.938894E-18
               5    5.522797E-03
               6    3.079134E-17
               7   -4.220293E-03
               8   -2.623769E-17
               9    3.615483E-03
              10   -4.239230E-17
              11   -3.365409E-03
              12    3.315833E-18
