#      |i-j|        0.000000
             -16   -1.951564E-18
             -15   -1.632589E-03
             -14   -1.084202E-17
             -13    1.723304E-03
             -12    1.192622E-17
             -11   -1.894451E-03
             -10   -1.561251E-17
              -9    2.187305E-03
              -8    1.086913E-17
              -7   -2.696286E-03
              -6    5.421011E-19
              -5    3.673818E-03
              -4   -8.673617E-19
              -3   -6.061631E-03
              -2   -5.854692E-18
              -1    1.854826E-02
               0    2.941176E-02
               1    1.854826E-02
               2   -5.854692E-18
               3   -6.061631E-03
               4   -8.673617E-19
               5    3.673818E-03
               6    5.421011E-19
               7   -2.696286E-03
               8    1.086913E-17
               9    2.187305E-03
              10   -1.561251E-17
              11   -1.894451E-03
              12    1.192622E-17
              13    1.723304E-03
              14   -1.084202E-17
              15   -1.632589E-03
              16   -1.951564E-18
              17    1.604095E-03
