#      |i-j|        0.000000
             -14   -2.905662E-17
             -13    2.249731E-03
             -12    1.734723E-17
             -11   -2.409395E-03
             -10   -1.908196E-17
              -9    2.721849E-03
              -8   -3.829944E-17
              -7   -3.293048E-03
              -6   -1.160096E-17
              -5    4.411463E-03
              -4    1.669671E-17
              -3   -7.150175E-03
              -2    2.602085E-18
              -1    2.123227E-02
               0    3.333333E-02
               1    2.123227E-02
               2    2.602085E-18
               3   -7.150175E-03
               4    1.669671E-17
               5    4.411463E-03
               6   -1.160096E-17
               7   -3.293048E-03
               8   -3.829944E-17
               9    2.721849E-03
              10   -1.908196E-17
              11   -2.409395E-03
              12    1.734723E-17
              13    2.249731E-03
              14   -2.905662E-17
              15   -2.200400E-03
