#      |i-j|        0.000000
             -14   -2.818926E-17
             -13    2.252698E-03
             -12    1.474515E-17
             -11   -2.412489E-03
             -10   -1.496199E-17
              -9    2.725178E-03
              -8   -3.659182E-17
              -7   -3.296763E-03
              -6   -1.040834E-17
              -5    4.415796E-03
              -4    1.517883E-17
              -3   -7.155484E-03
              -2    1.734723E-18
              -1    2.123391E-02
               0    3.333333E-02
               1    2.123391E-02
               2    1.734723E-18
               3   -7.155484E-03
               4    1.517883E-17
               5    4.415796E-03
               6   -1.040834E-17
               7   -3.296763E-03
               8   -3.659182E-17
               9    2.725178E-03
              10   -1.496199E-17
              11   -2.412489E-03
              12    1.474515E-17
              13    2.252698E-03
              14   -2.818926E-17
              15   -2.203327E-03
