#      |i-j|        0.000000
              -8    2.168404E-17
              -7   -4.095304E-03
              -6   -3.946496E-17
              -5    5.287675E-03
              -4    1.387779E-17
              -3   -9.048540E-03
              -2   -1.734723E-17
              -1    3.368083E-02
               0    5.555556E-02
               1    3.368083E-02
               2   -1.734723E-17
               3   -9.048540E-03
               4    1.387779E-17
               5    5.287675E-03
               6   -3.946496E-17
               7   -4.095304E-03
               8    2.168404E-17
               9    3.789670E-03
