#      |i-j|        0.000000
              -7   -7.965556E-03
              -6   -5.290907E-17
              -5    9.396014E-03
              -4   -1.734723E-18
              -3   -1.406213E-02
              -2    8.673617E-19
              -1    4.004555E-02
               0    6.250000E-02
               1    4.004555E-02
               2    8.673617E-19
               3   -1.406213E-02
               4   -1.734723E-18
               5    9.396014E-03
               6   -5.290907E-17
               7   -7.965556E-03
               8   -5.933817E-17
