# M=18, N=9, V0=0.0, V=0.25, PBC
#  time (tJ)                       0                       1                       2                       3                       4                       5                       6                       7                       8                       9                      10                      11                      12                      13                      14                      15                      16                      17
    0.000000      5.000000000000E-01      1.476437114891E-01      2.500000000000E-01      2.376543209877E-01      2.500000000000E-01      2.447404685462E-01      2.500000000000E-01      2.465047088536E-01      2.500000000000E-01      2.469135802469E-01      2.500000000000E-01      2.465047088536E-01      2.500000000000E-01      2.447404685462E-01      2.500000000000E-01      2.376543209877E-01      2.500000000000E-01      1.476437114891E-01
    0.100000      5.000000000000E-01      1.472440167416E-01      2.505530377866E-01      2.374961413560E-01      2.500340657874E-01      2.447016849604E-01      2.500229525240E-01      2.464827977028E-01      2.500178524399E-01      2.468949014028E-01      2.500178524399E-01      2.464827977028E-01      2.500229525240E-01      2.447016849604E-01      2.500340657874E-01      2.374961413560E-01      2.505530377866E-01      1.472440167416E-01
    0.200000      5.000000000000E-01      1.461275245317E-01      2.520744257879E-01      2.370756473028E-01      2.501391790985E-01      2.445850062443E-01      2.500898858484E-01      2.464181710602E-01      2.500701846655E-01      2.468399509215E-01      2.500701846655E-01      2.464181710602E-01      2.500898858484E-01      2.445850062443E-01      2.501391790985E-01      2.370756473028E-01      2.520744257879E-01      1.461275245317E-01
    0.300000      5.000000000000E-01      1.445215786753E-01      2.541898618604E-01      2.365342764980E-01      2.503243864522E-01      2.443915012338E-01      2.501949499556E-01      2.463141958532E-01      2.501532193234E-01      2.467520602963E-01      2.501532193234E-01      2.463141958532E-01      2.501949499556E-01      2.443915012338E-01      2.503243864522E-01      2.365342764980E-01      2.541898618604E-01      1.445215786753E-01
    0.400000      5.000000000000E-01      1.427427239243E-01      2.563929528822E-01      2.360470138163E-01      2.506044496932E-01      2.441289879254E-01      2.503284147756E-01      2.461765665405E-01      2.502604313883E-01      2.466369181081E-01      2.502604313883E-01      2.461765665405E-01      2.503284147756E-01      2.441289879254E-01      2.506044496932E-01      2.360470138163E-01      2.563929528822E-01      1.427427239243E-01
    0.500000      5.000000000000E-01      1.411214822824E-01      2.581830316556E-01      2.357567366553E-01      2.509958322910E-01      2.438184140394E-01      2.504775040789E-01      2.460132346483E-01      2.503825363773E-01      2.465024559433E-01      2.503825363773E-01      2.460132346483E-01      2.504775040789E-01      2.438184140394E-01      2.509958322910E-01      2.357567366553E-01      2.581830316556E-01      1.411214822824E-01
    0.600000      5.000000000000E-01      1.399278353174E-01      2.591947502698E-01      2.357224448635E-01      2.515071323285E-01      2.434980260076E-01      2.506286337282E-01      2.458340889323E-01      2.505079675055E-01      2.463582420946E-01      2.505079675055E-01      2.458340889323E-01      2.506286337282E-01      2.434980260076E-01      2.515071323285E-01      2.357224448635E-01      2.591947502698E-01      1.399278353174E-01
    0.700000      5.000000000000E-01      1.393165901779E-01      2.592822930835E-01      2.359010356640E-01      2.521253193829E-01      2.432220567273E-01      2.507710993688E-01      2.456504385063E-01      2.506240249782E-01      2.462142842220E-01      2.506240249782E-01      2.456504385063E-01      2.507710993688E-01      2.432220567273E-01      2.521253193829E-01      2.359010356640E-01      2.592822930835E-01      1.393165901779E-01
    0.800000      5.000000000000E-01      1.393051232129E-01      2.585370715933E-01      2.361685547728E-01      2.528030892842E-01      2.430519334272E-01      2.509013352118E-01      2.454745179328E-01      2.507186675966E-01      2.460794139369E-01      2.507186675966E-01      2.454745179328E-01      2.509013352118E-01      2.430519334272E-01      2.528030892842E-01      2.361685547728E-01      2.585370715933E-01      1.393051232129E-01
    0.900000      5.000000000000E-01      1.397861938826E-01      2.572394319642E-01      2.363712272394E-01      2.534547905206E-01      2.430405559389E-01      2.510259979500E-01      2.453192523445E-01      2.507827076047E-01      2.459596851102E-01      2.507827076047E-01      2.453192523445E-01      2.510259979500E-01      2.430405559389E-01      2.534547905206E-01      2.363712272394E-01      2.572394319642E-01      1.397861938826E-01
    1.000000      5.000000000000E-01      1.405687978757E-01      2.557646741833E-01      2.363854241705E-01      2.539668819880E-01      2.432133747795E-01      2.511618309878E-01      2.451983023193E-01      2.508120393029E-01      2.458573487859E-01      2.508120393029E-01      2.451983023193E-01      2.511618309878E-01      2.432133747795E-01      2.539668819880E-01      2.363854241705E-01      2.557646741833E-01      1.405687978757E-01
    1.100000      5.000000000000E-01      1.414332913059E-01      2.544752167985E-01      2.361633284208E-01      2.542236970706E-01      2.435525882829E-01      2.513309206224E-01      2.451260080387E-01      2.508094967338E-01      2.457709054531E-01      2.508094967338E-01      2.451260080387E-01      2.513309206224E-01      2.435525882829E-01      2.542236970706E-01      2.361633284208E-01      2.544752167985E-01      1.414332913059E-01
    1.200000      5.000000000000E-01      1.421849592421E-01      2.536310812584E-01      2.357479107331E-01      2.541423616977E-01      2.439914181687E-01      2.515515843703E-01      2.451164878941E-01      2.507859549215E-01      2.456964834281E-01      2.507859549215E-01      2.451164878941E-01      2.515515843703E-01      2.439914181687E-01      2.541423616977E-01      2.357479107331E-01      2.536310812584E-01      1.421849592421E-01
    1.300000      5.000000000000E-01      1.426928638430E-01      2.533411655118E-01      2.352536192011E-01      2.537051941499E-01      2.444232762032E-01      2.518272517767E-01      2.451811160921E-01      2.507603079147E-01      2.456304106151E-01      2.507603079147E-01      2.451811160921E-01      2.518272517767E-01      2.444232762032E-01      2.537051941499E-01      2.352536192011E-01      2.533411655118E-01      1.426928638430E-01
