# M=18, N=9, V0=0.0, V=0.25, PBC
#  time (tJ)                 S₁(n=3)                 S₂(n=3)
    0.000000     -4.440892098501E-15      8.881784197001E-16
    0.100000      2.029408222668E-03      3.924778476749E-04
    0.200000      6.757703905325E-03      1.502768883238E-03
    0.300000      1.296334808764E-02      3.144198180457E-03
    0.400000      1.959053575254E-02      5.051011685731E-03
    0.500000      2.572181497140E-02      6.934237306179E-03
    0.600000      3.065870365110E-02      8.539157181144E-03
    0.700000      3.398428824891E-02      9.690956247828E-03
    0.800000      3.558523067919E-02      1.031900520826E-02
    0.900000      3.562974217822E-02      1.045631083077E-02
    1.000000      3.450781504227E-02      1.021706751688E-02
    1.100000      3.274570176910E-02      9.760211572168E-03
    1.200000      3.090367204629E-02      9.249244381730E-03
    1.300000      2.945680498067E-02      8.818037552175E-03
    1.400000      2.866998790870E-02      8.549393523473E-03
    1.500000      2.857104587161E-02      8.468936913038E-03
    1.600000      2.902663192885E-02      8.552775753336E-03
    1.700000      2.979931890531E-02      8.744392220732E-03
    1.800000      3.062032508704E-02      8.974972335611E-03
    1.900000      3.127476664422E-02      9.181833225172E-03
    2.000000      3.163621762185E-02      9.321253249162E-03
    2.100000      3.167564927844E-02      9.374142598502E-03
    2.200000      3.145471500488E-02      9.344955675491E-03
    2.300000      3.109501414431E-02      9.255620010689E-03
    2.400000      3.071983303601E-02      9.136894060466E-03
    2.500000      3.042606115883E-02      9.019537920541E-03
    2.600000      3.027051631537E-02      8.927171484474E-03
    2.700000      3.025321616959E-02      8.871920986265E-03
    2.800000      3.032455855918E-02      8.853125784939E-03
    2.900000      3.041804811925E-02      8.858675975602E-03
    3.000000      3.047686101936E-02      8.868113180874E-03
    3.100000      3.046753468382E-02      8.856504001070E-03
    3.200000      3.036715740125E-02      8.798238648470E-03
    3.300000      3.010795929885E-02      8.670193743201E-03
    3.400000      2.959893220948E-02      8.454002283409E-03
    3.500000      2.876974416559E-02      8.137428291479E-03
    3.600000      2.758194131242E-02      7.715045282761E-03
    3.700000      2.603203499855E-02      7.188575171157E-03
    3.800000      2.415031965837E-02      6.567322907061E-03
    3.900000      2.199340886366E-02      5.869064822892E-03
    4.000000      1.963747186792E-02      5.121460432014E-03
    4.100000      1.718608632875E-02      4.363601645301E-03
    4.200000      1.478985554787E-02      3.646850352598E-03
    4.300000      1.266395998679E-02      3.033859973123E-03
    4.400000      1.108690741836E-02      2.594794075748E-03
    4.500000      1.035254957204E-02      2.400281026284E-03
    4.600000      1.069312900395E-02      2.511469666849E-03
    4.700000      1.222475142581E-02      2.968470541332E-03
    4.800000      1.491077707996E-02      3.779242018550E-03
    4.900000      1.855764367710E-02      4.911397142776E-03
    5.000000      2.285689582872E-02      6.289311429423E-03
    5.100000      2.743037357461E-02      7.798236766592E-03
    5.200000      3.186443349939E-02      9.295920006915E-03
    5.300000      3.574712026912E-02      1.063067490086E-02
    5.400000      3.871154557059E-02      1.166328650652E-02
    5.500000      4.048128549907E-02      1.228893842082E-02
    5.600000      4.091051839357E-02      1.245491075298E-02
    5.700000      4.000941433363E-02      1.217030648660E-02
    5.800000      3.794990717211E-02      1.150548653119E-02
    5.900000      3.505086079826E-02      1.058093743379E-02
    6.000000      3.174526511385E-02      9.547487965011E-03
    6.100000      2.853258986671E-02      8.561604019831E-03
    6.200000      2.591281343576E-02      7.760483145669E-03
    6.300000      2.428589550175E-02      7.241601959141E-03
    6.400000      2.383130455858E-02      7.050272959507E-03
    6.500000      2.447388181719E-02      7.176936553346E-03
    6.600000      2.596437808270E-02      7.563826996496E-03
    6.700000      2.795693505632E-02      8.118832008111E-03
    6.800000      3.007504305106E-02      8.733234529371E-03
    6.900000      3.197839097888E-02      9.299775268893E-03
    7.000000      3.339905022853E-02      9.728028411087E-03
    7.100000      3.415968459647E-02      9.955141253303E-03
    7.200000      3.418016641858E-02      9.951163302082E-03
    7.300000      3.347428396362E-02      9.719160318252E-03
    7.400000      3.213919177893E-02      9.290926887676E-03
    7.500000      3.033925073272E-02      8.719412349274E-03
    7.600000      2.828463328031E-02      8.069094374258E-03
    7.700000      2.620401558990E-02      7.405596349454E-03
    7.800000      2.430878091408E-02      6.785891532705E-03
    7.900000      2.274670452225E-02      6.250427924121E-03
    8.000000      2.156481177979E-02      5.818364818664E-03
    8.100000      2.071610058304E-02      5.486771668608E-03
    8.200000      2.009350561432E-02      5.234085994982E-03
    8.300000      1.956330006514E-02      5.027404269452E-03
    8.400000      1.900086078207E-02      4.832397014025E-03
    8.500000      1.832589411309E-02      4.623962183457E-03
    8.600000      1.753047385061E-02      4.395349932159E-03
    8.700000      1.669405006736E-02      4.163567074069E-03
    8.800000      1.597666470008E-02      3.969466032951E-03
    8.900000      1.558203566376E-02      3.871968753810E-03
    9.000000      1.571541261118E-02      3.937163363656E-03
    9.100000      1.655405467212E-02      4.224245068412E-03
    9.200000      1.820532446051E-02      4.771146205453E-03
    9.300000      2.066536633487E-02      5.582975675105E-03
    9.400000      2.380705203256E-02      6.625959003181E-03
