# M=16, N=8, V0=0.0, V=0.25, PBC
#  time (tJ)                 S₁(ℓ=8)                 S₂(ℓ=8)
    0.000000      1.270191330997E+00      9.635005380843E-01
    0.100000      1.270351325756E+00      9.632928440717E-01
    0.200000      1.270779253089E+00      9.627000958960E-01
    0.300000      1.271359604610E+00      9.618083915768E-01
    0.400000      1.271988490538E+00      9.607452625324E-01
    0.500000      1.272617559172E+00      9.596574548241E-01
    0.600000      1.273250194709E+00      9.586842415452E-01
    0.700000      1.273909797590E+00      9.579316152499E-01
    0.800000      1.274608949510E+00      9.574534295840E-01
    0.900000      1.275338525076E+00      9.572442006699E-01
    1.000000      1.276081133068E+00      9.572450921850E-01
    1.100000      1.276831291003E+00      9.573608804817E-01
    1.200000      1.277585889284E+00      9.574829698810E-01
    1.300000      1.278315678187E+00      9.575127317981E-01
    1.400000      1.278979831204E+00      9.573804972490E-01
    1.500000      1.279549246743E+00      9.570575859517E-01
    1.600000      1.280013118242E+00      9.565607544390E-01
    1.700000      1.280382622362E+00      9.559496762024E-01
    1.800000      1.280697685248E+00      9.553184019163E-01
    1.900000      1.281029083718E+00      9.547815927804E-01
    2.000000      1.281465002275E+00      9.544563501089E-01
    2.100000      1.282072947632E+00      9.544412420626E-01
    2.200000      1.282849600588E+00      9.547956942518E-01
    2.300000      1.283698732633E+00      9.555245356808E-01
    2.400000      1.284457051970E+00      9.565728673288E-01
    2.500000      1.284949755398E+00      9.578344233098E-01
    2.600000      1.285052158379E+00      9.591723054465E-01
    2.700000      1.284735134658E+00      9.604461819513E-01
    2.800000      1.284074839292E+00      9.615374998115E-01
    2.900000      1.283223113380E+00      9.623658017299E-01
    3.000000      1.282349962168E+00      9.628941037344E-01
    3.100000      1.281569336560E+00      9.631262961276E-01
    3.200000      1.280888522232E+00      9.631013646350E-01
    3.300000      1.280247860506E+00      9.628871013422E-01
    3.400000      1.279588536089E+00      9.625722672144E-01
    3.500000      1.278888564062E+00      9.622543963639E-01
    3.600000      1.278170911967E+00      9.620222968615E-01
    3.700000      1.277490607904E+00      9.619363711326E-01
    3.800000      1.276909591069E+00      9.620129176617E-01
    3.900000      1.276473533798E+00      9.622182132801E-01
    4.000000      1.276200274194E+00      9.624746180637E-01
    4.100000      1.276082156042E+00      9.626765477428E-01
    4.200000      1.276094679051E+00      9.627114941379E-01
    4.300000      1.276204133087E+00      9.624813263157E-01
    4.400000      1.276372414601E+00      9.619208461635E-01
    4.500000      1.276563087042E+00      9.610120550874E-01
    4.600000      1.276747679057E+00      9.597926262386E-01
    4.700000      1.276907078172E+00      9.583561964948E-01
    4.800000      1.277035882768E+00      9.568420135767E-01
    4.900000      1.277142125282E+00      9.554135212769E-01
    5.000000      1.277239210629E+00      9.542292512679E-01
    5.100000      1.277338342575E+00      9.534129092206E-01
    5.200000      1.277441523462E+00      9.530306258650E-01
    5.300000      1.277540590489E+00      9.530812242558E-01
    5.400000      1.277623699335E+00      9.535011181726E-01
    5.500000      1.277684644179E+00      9.541811756468E-01
    5.600000      1.277736562412E+00      9.549902777650E-01
    5.700000      1.277828091501E+00      9.557999168258E-01
    5.800000      1.278042099832E+00      9.565054206342E-01
    5.900000      1.278464992710E+00      9.570411819891E-01
    6.000000      1.279132692096E+00      9.573887314634E-01
    6.100000      1.279990254959E+00      9.575772978615E-01
    6.200000      1.280913419543E+00      9.576768820046E-01
    6.300000      1.281765323114E+00      9.577843256496E-01
    6.400000      1.282434096496E+00      9.580037906483E-01
    6.500000      1.282845179192E+00      9.584244722166E-01
    6.600000      1.282962515261E+00      9.590997555270E-01
    6.700000      1.282790378020E+00      9.600325958053E-01
    6.800000      1.282380817629E+00      9.611710161130E-01
    6.900000      1.281833709140E+00      9.624152331574E-01
    7.000000      1.281269003859E+00      9.636347836616E-01
    7.100000      1.280772952725E+00      9.646913882732E-01
    7.200000      1.280363467376E+00      9.654622604677E-01
    7.300000      1.280014172433E+00      9.658594055294E-01
    7.400000      1.279695817775E+00      9.658423756940E-01
    7.500000      1.279392460849E+00      9.654236734770E-01
    7.600000      1.279099826567E+00      9.646667244732E-01
    7.700000      1.278821529690E+00      9.636763531906E-01
    7.800000      1.278570588918E+00      9.625820194134E-01
    7.900000      1.278372850295E+00      9.615154661077E-01
    8.000000      1.278260452910E+00      9.605865816008E-01
    8.100000      1.278250974635E+00      9.598629432388E-01
    8.200000      1.278327422639E+00      9.593584252713E-01
    8.300000      1.278439268610E+00      9.590340466076E-01
    8.400000      1.278527946359E+00      9.588106683739E-01
    8.500000      1.278559356568E+00      9.585897040171E-01
    8.600000      1.278543696588E+00      9.582761290937E-01
    8.700000      1.278530861031E+00      9.577984843255E-01
    8.800000      1.278574330621E+00      9.571227822504E-01
    8.900000      1.278685746149E+00      9.562597608884E-01
    9.000000      1.278831117072E+00      9.552661800452E-01
    9.100000      1.278959131237E+00      9.542403435584E-01
    9.200000      1.279027353840E+00      9.533108862955E-01
    9.300000      1.279020638312E+00      9.526179645591E-01
    9.400000      1.278960521759E+00      9.522882689998E-01
    9.500000      1.278901356015E+00      9.524087180887E-01
    9.600000      1.278911996725E+00      9.530059560304E-01
    9.700000      1.279049628896E+00      9.540380292716E-01
    9.800000      1.279333828399E+00      9.554009025149E-01
    9.900000      1.279733854810E+00      9.569476666862E-01
   10.000000      1.280182909454E+00      9.585147478287E-01
   10.100000      1.280608660747E+00      9.599485416254E-01
   10.200000      1.280955619016E+00      9.611274654654E-01
   10.300000      1.281189765325E+00      9.619770265350E-01
   10.400000      1.281289773853E+00      9.624775385966E-01
   10.500000      1.281235540568E+00      9.626647384582E-01
   10.600000      1.281008363307E+00      9.626230967051E-01
   10.700000      1.280613654927E+00      9.624712740836E-01
   10.800000      1.280107899832E+00      9.623400804747E-01
   10.900000      1.279595680384E+00      9.623456208701E-01
   11.000000      1.279185341355E+00      9.625629927477E-01
   11.100000      1.278932331776E+00      9.630072385446E-01
   11.200000      1.278817512639E+00      9.636270766859E-01
   11.300000      1.278759883585E+00      9.643134315996E-01
   11.400000      1.278664864361E+00      9.649204943207E-01
   11.500000      1.278482878777E+00      9.652939189318E-01
   11.600000      1.278236825174E+00      9.652999451337E-01
   11.700000      1.278006166546E+00      9.648504209167E-01
   11.800000      1.277877381319E+00      9.639204937747E-01
   11.900000      1.277883541178E+00      9.625568659038E-01
   12.000000      1.277976071617E+00      9.608748484693E-01
   12.100000      1.278062755830E+00      9.590430439950E-01
   12.200000      1.278079802150E+00      9.572564520644E-01
   12.300000      1.278031464005E+00      9.557021023021E-01
   12.400000      1.277968140938E+00      9.545245356330E-01
   12.500000      1.277931842326E+00      9.537996834462E-01
   12.600000      1.277927494625E+00      9.535239102713E-01
   12.700000      1.277938052713E+00      9.536207222779E-01
   12.800000      1.277960070920E+00      9.539626396648E-01
   12.900000      1.278022184891E+00      9.544019374915E-01
