# M=22, N=11, V0=0.0, V=0.25, PBC
#  time (tJ)                       0                       1                       2                       3                       4                       5                       6                       7                       8                       9                      10                      11                      12                      13                      14                      15                      16                      17                      18                      19                      20                      21
    0.000000      5.000000000000E-01      1.479872932258E-01      2.500000000000E-01      2.380273506628E-01      2.500000000000E-01      2.451821115844E-01      2.500000000000E-01      2.470805513810E-01      2.500000000000E-01      2.477557509972E-01      2.500000000000E-01      2.479338842975E-01      2.500000000000E-01      2.477557509972E-01      2.500000000000E-01      2.470805513810E-01      2.500000000000E-01      2.451821115844E-01      2.500000000000E-01      2.380273506628E-01      2.500000000000E-01      1.479872932258E-01
    0.100000      5.000000000000E-01      1.475217263994E-01      2.506778263395E-01      2.377957377421E-01      2.500508156739E-01      2.451401007047E-01      2.500241993233E-01      2.470592809268E-01      2.500163338562E-01      2.477403370777E-01      2.500136877122E-01      2.479199084882E-01      2.500136877122E-01      2.477403370777E-01      2.500163338562E-01      2.470592809268E-01      2.500241993232E-01      2.451401007047E-01      2.500508156739E-01      2.377957377421E-01      2.506778263395E-01      1.475217263994E-01
    0.200000      4.999999999999E-01      1.462247445369E-01      2.525375516277E-01      2.371798281690E-01      2.502006488691E-01      2.450130811802E-01      2.500951093335E-01      2.469965003607E-01      2.500642605255E-01      2.476950040972E-01      2.500538548217E-01      2.478788329576E-01      2.500538548217E-01      2.476950040972E-01      2.500642605255E-01      2.469965003607E-01      2.500951093335E-01      2.450130811802E-01      2.502006488691E-01      2.371798281690E-01      2.525375516277E-01      1.462247445369E-01
    0.300000      5.000000000000E-01      1.443700255197E-01      2.551082799025E-01      2.363865275920E-01      2.504446120671E-01      2.448004986787E-01      2.502072866056E-01      2.468953971778E-01      2.501404257126E-01      2.476225744037E-01      2.501177225638E-01      2.478132995531E-01      2.501177225638E-01      2.476225744037E-01      2.501404257126E-01      2.468953971778E-01      2.502072866056E-01      2.448004986787E-01      2.504446120670E-01      2.363865275920E-01      2.551082799025E-01      1.443700255197E-01
    0.400000      5.000000000000E-01      1.423361510983E-01      2.577569624569E-01      2.356729275859E-01      2.507817072916E-01      2.445086300472E-01      2.503508354157E-01      2.467614896356E-01      2.502389275081E-01      2.475279619470E-01      2.502004562027E-01      2.477279016218E-01      2.502004562027E-01      2.475279619470E-01      2.502389275081E-01      2.467614896356E-01      2.503508354157E-01      2.445086300472E-01      2.507817072916E-01      2.356729275859E-01      2.577569624569E-01      1.423361510983E-01
    0.500000      4.999999999999E-01      1.405137475026E-01      2.598652865445E-01      2.352512863029E-01      2.512178763963E-01      2.441585688072E-01      2.505114878621E-01      2.466026312860E-01      2.503512095050E-01      2.474181635161E-01      2.502951503758E-01      2.476291838033E-01      2.502951503758E-01      2.474181635161E-01      2.503512095050E-01      2.466026312860E-01      2.505114878621E-01      2.441585688072E-01      2.512178763963E-01      2.352512863029E-01      2.598652865445E-01      1.405137475026E-01
    0.600000      4.999999999999E-01      1.392147263396E-01      2.609938164236E-01      2.352137122218E-01      2.517602950164E-01      2.437921251157E-01      2.506725947669E-01      2.464286619845E-01      2.504664426795E-01      2.473017880625E-01      2.503932195946E-01      2.475252355894E-01      2.503932195946E-01      2.473017880625E-01      2.504664426795E-01      2.464286619845E-01      2.506725947669E-01      2.437921251157E-01      2.517602950164E-01      2.352137122218E-01      2.609938164236E-01      1.392147263396E-01
    0.700000      4.999999999999E-01      1.386076543485E-01      2.609851910234E-01      2.355048127927E-01      2.524022715827E-01      2.434715790186E-01      2.508194382412E-01      2.462507697711E-01      2.505725897665E-01      2.471880092067E-01      2.504852992288E-01      2.474247700397E-01      2.504852992288E-01      2.471880092067E-01      2.505725897665E-01      2.462507697711E-01      2.508194382412E-01      2.434715790186E-01      2.524022715827E-01      2.355048127927E-01      2.609851910234E-01      1.386076543485E-01
    0.800000      5.000000000000E-01      1.386943528710E-01      2.599800406060E-01      2.359508764217E-01      2.531048394274E-01      2.432703642531E-01      2.509449805135E-01      2.460809005493E-01      2.506581229362E-01      2.470850836061E-01      2.505625414158E-01      2.473357947999E-01      2.505625414158E-01      2.470850836061E-01      2.506581229362E-01      2.460809005493E-01      2.509449805135E-01      2.432703642531E-01      2.531048394274E-01      2.359508764217E-01      2.599800406060E-01      1.386943528710E-01
    0.900000      5.000000000000E-01      1.393300596832E-01      2.583482822316E-01      2.363317943413E-01      2.537856800937E-01      2.432546697950E-01      2.510548254969E-01      2.459316261302E-01      2.507141595132E-01      2.469988162673E-01      2.506179989212E-01      2.472641750533E-01      2.506179989212E-01      2.469988162673E-01      2.507141595132E-01      2.459316261302E-01      2.510548254969E-01      2.432546697950E-01      2.537856800937E-01      2.363317943413E-01      2.583482822316E-01      1.393300596832E-01
