# M=16, N=8, max=1, V0=0.0, V=0.765, PBC
#  time (tJ)                 S₁(n=4)                 S₂(n=4)
    0.000000      6.217248937901E-15     -2.664535259100E-15
    0.100000      1.916545978975E-02      4.841321106647E-03
    0.200000      6.061150374197E-02      1.841761907728E-02
    0.300000      1.115506495054E-01      3.812216266823E-02
    0.400000      1.624681195453E-01      6.032613039616E-02
    0.500000      2.060992028436E-01      8.122764007139E-02
    0.600000      2.376355008353E-01      9.767638836763E-02
    0.700000      2.548312301946E-01      1.077697617941E-01
    0.800000      2.579011435209E-01      1.111034729046E-01
    0.900000      2.492297119932E-01      1.086601394385E-01
    1.000000      2.329129161970E-01      1.024030166743E-01
    1.100000      2.141370684549E-01      9.469971742824E-02
    1.200000      1.982149936358E-01      8.772908501888E-02
    1.300000      1.889338296267E-01      8.301721723771E-02
    1.400000      1.874276917701E-01      8.120378237438E-02
    1.500000      1.919297020338E-01      8.206830497630E-02
    1.600000      1.994852149262E-01      8.477013383486E-02
    1.700000      2.074932627282E-01      8.819948763101E-02
    1.800000      2.141694191053E-01      9.131902927400E-02
    1.900000      2.185242742485E-01      9.340137106183E-02
    2.000000      2.200412258635E-01      9.412308075050E-02
    2.100000      2.188525661907E-01      9.353106850813E-02
    2.200000      2.156973383613E-01      9.192888747481E-02
    2.300000      2.115290488692E-01      8.973368343717E-02
    2.400000      2.071111581435E-01      8.733942389551E-02
    2.500000      2.030283206668E-01      8.500352432582E-02
    2.600000      1.997554358241E-01      8.276566441550E-02
    2.700000      1.972149293245E-01      8.041426442309E-02
    2.800000      1.940684683975E-01      7.752545323202E-02
    2.900000      1.884796338792E-01      7.358892955609E-02
    3.000000      1.790177618801E-01      6.819764015193E-02
    3.100000      1.651051976390E-01      6.123752139295E-02
    3.200000      1.472391585746E-01      5.300530037748E-02
    3.300000      1.270298972579E-01      4.421653962332E-02
    3.400000      1.071268872170E-01      3.591555117909E-02
    3.500000      9.102116218807E-02      2.932691714303E-02
    3.600000      8.225360655853E-02      2.568291104720E-02
    3.700000      8.298752861899E-02      2.603974389238E-02
    3.800000      9.394825935685E-02      3.108485589469E-02
    3.900000      1.148690175659E-01      4.094980539462E-02
    4.000000      1.439837335406E-01      5.506914427596E-02
    4.100000      1.778302143980E-01      7.214273450573E-02
    4.200000      2.122524269300E-01      9.024840360242E-02
    4.300000      2.432615947958E-01      1.071114285501E-01
    4.400000      2.674155055126E-01      1.204850579056E-01
    4.500000      2.820417671526E-01      1.285594204817E-01
    4.600000      2.854703402161E-01      1.303100618671E-01
    4.700000      2.772758383367E-01      1.257143957121E-01
    4.800000      2.584894189135E-01      1.157888330802E-01
    4.900000      2.317280800251E-01      1.024281597960E-01
    5.000000      2.011843481400E-01      8.806716979646E-02
    5.100000      1.724269431638E-01      7.522708189440E-02
    5.200000      1.518443223155E-01      6.603872804389E-02
    5.300000      1.446461801924E-01      6.183971866241E-02
    5.400000      1.516184626093E-01      6.292688656177E-02
    5.500000      1.687831903786E-01      6.851677689704E-02
    5.600000      1.904561124250E-01      7.692933219331E-02
    5.700000      2.114143192815E-01      8.596305799900E-02
    5.800000      2.275005258207E-01      9.337997537343E-02
    5.900000      2.358963265844E-01      9.738337558474E-02
    6.000000      2.352247796884E-01      9.697057594972E-02
    6.100000      2.255241007210E-01      9.208092134715E-02
    6.200000      2.081639180943E-01      8.352028757440E-02
    6.300000      1.856890272152E-01      7.270374735639E-02
    6.400000      1.615073914439E-01      6.129983167248E-02
    6.500000      1.393142381446E-01      5.087391644181E-02
    6.600000      1.221424971160E-01      4.261447830227E-02
    6.700000      1.114134364300E-01      3.719238550619E-02
    6.800000      1.070297871647E-01      3.476242546782E-02
    6.900000      1.081949809132E-01      3.507941047336E-02
    7.000000      1.139045370546E-01      3.767677002819E-02
    7.100000      1.231867245580E-01      4.204810217789E-02
    7.200000      1.351069679367E-01      4.778143174730E-02
    7.300000      1.485922350867E-01      5.461692766047E-02
    7.400000      1.629164886448E-01      6.242449732980E-02
    7.500000      1.778573678877E-01      7.112111508669E-02
    7.600000      1.934906988394E-01      8.056266704482E-02
    7.700000      2.098772123573E-01      9.044745507002E-02
    7.800000      2.266735011998E-01      1.002600184563E-01
    7.900000      2.427903242396E-01      1.092718988118E-01
    8.000000      2.564750402410E-01      1.166063604268E-01
    8.100000      2.657545405656E-01      1.213651124279E-01
    8.200000      2.689574867470E-01      1.228004959088E-01
    8.300000      2.651155992739E-01      1.204964436080E-01
    8.400000      2.541651082900E-01      1.145072964527E-01
    8.500000      2.369943741610E-01      1.054089885084E-01
    8.600000      2.154108530284E-01      9.424322086998E-02
    8.700000      1.920616341441E-01      8.236763254207E-02
    8.800000      1.702752796932E-01      7.124717907545E-02
    8.900000      1.535996144012E-01      6.222878389506E-02
    9.000000      1.444127219386E-01      5.633777351541E-02
    9.100000      1.430109938959E-01      5.412599665810E-02
    9.200000      1.486523286378E-01      5.559003291050E-02
    9.300000      1.599102932691E-01      6.016594555340E-02
    9.400000      1.746582547341E-01      6.679827216290E-02
    9.500000      1.901924596610E-01      7.407679948039E-02
    9.600000      2.035874557549E-01      8.043245029052E-02
    9.700000      2.121715167609E-01      8.437854018787E-02
    9.800000      2.138777990387E-01      8.477231028644E-02
    9.900000      2.075074097562E-01      8.105522994871E-02
   10.000000      1.929644897194E-01      7.341711080823E-02
   10.100000      1.714378235353E-01      6.283097218202E-02
   10.200000      1.455247179257E-01      5.093065566499E-02
   10.300000      1.192195594696E-01      3.974519880517E-02
   10.400000      9.760192279766E-02      3.134376480334E-02
   10.500000      8.596483832534E-02      2.746417437940E-02
   10.600000      8.826667479556E-02      2.919351584878E-02
   10.700000      1.053900392675E-01      3.675266734663E-02
   10.800000      1.340615210565E-01      4.942096348934E-02
   10.900000      1.686763290104E-01      6.562450433342E-02
   11.000000      2.035583023116E-01      8.319260620876E-02
   11.100000      2.339339604924E-01      9.975292985013E-02
   11.200000      2.564148143965E-01      1.131906055950E-01
   11.300000      2.692602217022E-01      1.220596132784E-01
   11.400000      2.724201934056E-01      1.258310185094E-01
   11.500000      2.673707001592E-01      1.249049098015E-01
   11.600000      2.567384741049E-01      1.203882443118E-01
   11.700000      2.437333588290E-01      1.137172139657E-01
   11.800000      2.313308328422E-01      1.062482203078E-01
   11.900000      2.211045638125E-01      9.894107164827E-02
   12.000000      2.126749652237E-01      9.221742537691E-02
   12.100000      2.046046601243E-01      8.601582065022E-02
   12.200000      1.954868659284E-01      8.000328499234E-02
   12.300000      1.846243424684E-01      7.385906016033E-02
   12.400000      1.724097013120E-01      6.752789977449E-02
   12.500000      1.602645130681E-01      6.135193711276E-02
   12.600000      1.498751896597E-01      5.602996775544E-02
   12.700000      1.428784440153E-01      5.241293652730E-02
   12.800000      1.407802640457E-01      5.120574965162E-02
   12.900000      1.442714980253E-01      5.268333061892E-02
   13.000000      1.525228249883E-01      5.652580934185E-02
   13.100000      1.636516925798E-01      6.183529119834E-02
   13.200000      1.754048184784E-01      6.733316394953E-02
   13.300000      1.853658622734E-01      7.167723934044E-02
   13.400000      1.912007527851E-01      7.380277107895E-02
   13.500000      1.912765594674E-01      7.318910712160E-02
   13.600000      1.851856492665E-01      6.997995437102E-02
   13.700000      1.739467059558E-01      6.492965478340E-02
   13.800000      1.599058867698E-01      5.920008029387E-02
   13.900000      1.463822512078E-01      5.407861259019E-02
   14.000000      1.368978646186E-01      5.070776504766E-02
   14.100000      1.337586281458E-01      4.989934697521E-02
   14.200000      1.377452000279E-01      5.206051194584E-02
   14.300000      1.482946837026E-01      5.721254776115E-02
   14.400000      1.638895911183E-01      6.505910611875E-02
   14.500000      1.828526891684E-01      7.506300010375E-02
   14.600000      2.034385278667E-01      8.650758531469E-02
   14.700000      2.239233086535E-01      9.853560224603E-02
   14.800000      2.427847814121E-01      1.101701526235E-01
   14.900000      2.588355337654E-01      1.203331858571E-01
   15.000000      2.711100394673E-01      1.278882164892E-01
   15.100000      2.783467464695E-01      1.317376847977E-01
   15.200000      2.788677937782E-01      1.309902361773E-01
   15.300000      2.712377647238E-01      1.251789007348E-01
   15.400000      2.548399058870E-01      1.144720553434E-01
   15.500000      2.302441044384E-01      9.979616876354E-02
   15.600000      1.994156354655E-01      8.279909314617E-02
   15.700000      1.657457821089E-01      6.562704514027E-02
   15.800000      1.338835334980E-01      5.055087137650E-02
   15.900000      1.092436816938E-01      3.953051422403E-02
   16.000000      9.680779974575E-02      3.382868885942E-02
   16.100000      9.905176458658E-02      3.376966349397E-02
   16.200000      1.137785114903E-01      3.869687761560E-02
   16.300000      1.357919353932E-01      4.713221355593E-02
   16.400000      1.595590739929E-01      5.709599876487E-02
   16.500000      1.803430881238E-01      6.651751562445E-02
   16.600000      1.947651148474E-01      7.365081710828E-02
   16.700000      2.011045009231E-01      7.740866953632E-02
   16.800000      1.993528969706E-01      7.754048087548E-02
   16.900000      1.910690129675E-01      7.461201653340E-02
   17.000000      1.790680883945E-01      6.979465399387E-02
   17.100000      1.668851898643E-01      6.452774605618E-02
   17.200000      1.577608725673E-01      6.015698078881E-02
   17.300000      1.532242501514E-01      5.765373818203E-02
   17.400000      1.531367090803E-01      5.748214452242E-02
   17.500000      1.566348411875E-01      5.962113321815E-02
   17.600000      1.628520385220E-01      6.369765547958E-02
   17.700000      1.713285703752E-01      6.916420342803E-02
   17.800000      1.818957179520E-01      7.545987080719E-02
   17.900000      1.939820277233E-01      8.211657510734E-02
   18.000000      2.064703042970E-01      8.879710264199E-02
   18.100000      2.183744043174E-01      9.527226843760E-02
   18.200000      2.290358547886E-01      1.013589831485E-01
   18.300000      2.381063494105E-01      1.068483346271E-01
   18.400000      2.454680530024E-01      1.114514642359E-01
   18.500000      2.509460878814E-01      1.147820624913E-01
   18.600000      2.539912256772E-01      1.163823283716E-01
   18.700000      2.537910649825E-01      1.157885008788E-01
   18.800000      2.495395112326E-01      1.126229348270E-01
   18.900000      2.406819795857E-01      1.066916027943E-01
   19.000000      2.270479874058E-01      9.806244615814E-02
   19.100000      2.088568429877E-01      8.710637747112E-02
   19.200000      1.867132444795E-01      7.449724450285E-02
   19.300000      1.617245605141E-01      6.117889793812E-02
   19.400000      1.357217274634E-01      4.830649164737E-02
   19.500000      1.114194183342E-01      3.715728274726E-02
   19.600000      9.223808261305E-02      2.899757064056E-02
   19.700000      8.157488842751E-02      2.490078054784E-02
   19.800000      8.231939561015E-02      2.553757576537E-02
   19.900000      9.535020155470E-02      3.098760564992E-02
   20.000000      1.181838553232E-01      4.063452365091E-02
   20.100000      1.466998236643E-01      5.319097594813E-02
   20.200000      1.763905457617E-01      6.686465925514E-02
   20.300000      2.030141362808E-01      7.963816098777E-02
   20.400000      2.231006072194E-01      8.961006831217E-02
   20.500000      2.342706172130E-01      9.533610578949E-02
   20.600000      2.354199058033E-01      9.610983013811E-02
   20.700000      2.268219348856E-01      9.212712751843E-02
   20.800000      2.101587020037E-01      8.449037859140E-02
   20.900000      1.884548369326E-01      7.503315120748E-02
   21.000000      1.658655427773E-01      6.598496456633E-02
   21.100000      1.472668845666E-01      5.953787678602E-02
   21.200000      1.375646066285E-01      5.740606641101E-02
   21.300000      1.405774586925E-01      6.047399971574E-02
   21.400000      1.574182976231E-01      6.860806067787E-02
   21.500000      1.842510602446E-01      8.067037203589E-02
   21.600000      2.147959515063E-01      9.473247900033E-02
   21.700000      2.433725886574E-01      1.084471390697E-01
   21.800000      2.655217129549E-01      1.195037473032E-01
   21.900000      2.782570689850E-01      1.260733546173E-01
   22.000000      2.801961429130E-01      1.271485096915E-01
   22.100000      2.715698803617E-01      1.227028834385E-01
   22.200000      2.541130394867E-01      1.136336967500E-01
   22.300000      2.308138821569E-01      1.015018639231E-01
   22.400000      2.054596580673E-01      8.814035459732E-02
   22.500000      1.817006026875E-01      7.524149026958E-02
   22.600000      1.620098626279E-01      6.403808691144E-02
   22.700000      1.472128847050E-01      5.515537509059E-02
   22.800000      1.365902056284E-01      4.864707638792E-02
   22.900000      1.287732491692E-01      4.416981315722E-02
   23.000000      1.227060499555E-01      4.121927796661E-02
   23.100000      1.181634461353E-01      3.935415173041E-02
   23.200000      1.155545285728E-01      3.835654154937E-02
   23.300000      1.152180161873E-01      3.830280050085E-02
   23.400000      1.175449964614E-01      3.953641231192E-02
   23.500000      1.232693058879E-01      4.254708873999E-02
   23.600000      1.333406213152E-01      4.777487068838E-02
   23.700000      1.483759886022E-01      5.538002631800E-02
   23.800000      1.679574203891E-01      6.504530245223E-02
   23.900000      1.902002321711E-01      7.589142468817E-02
   24.000000      2.118666639022E-01      8.656918812869E-02
   24.100000      2.295099021795E-01      9.553356913266E-02
   24.200000      2.405148454384E-01      1.014264779103E-01
   24.300000      2.434867036070E-01      1.034378682860E-01
   24.400000      2.383845990074E-01      1.015177075107E-01
   24.500000      2.265000279609E-01      9.637616271119E-02
   24.600000      2.102470899481E-01      8.929825893159E-02
   24.700000      1.927465600924E-01      8.186008178440E-02
   24.800000      1.773527975592E-01      7.563742772814E-02
   24.900000      1.673833423370E-01      7.195820013874E-02
   25.000000      1.655938923170E-01      7.170806429053E-02
   25.100000      1.731304616779E-01      7.518739038772E-02
   25.200000      1.886657762272E-01      8.203425865703E-02
   25.300000      2.087391959702E-01      9.124356676559E-02
   25.400000      2.295432979423E-01      1.012997976902E-01
   25.500000      2.478116657454E-01      1.104041563378E-01
   25.600000      2.608924116940E-01      1.167458524971E-01
   25.700000      2.665592321945E-01      1.187688011839E-01
   25.800000      2.628702117065E-01      1.154121568516E-01
   25.900000      2.485178266679E-01      1.063208637266E-01
   26.000000      2.233411842373E-01      9.200590178138E-02
   26.100000      1.887200312923E-01      7.389856462684E-02
   26.200000      1.478155048609E-01      5.423125015227E-02
   26.300000      1.056195316015E-01      3.571538420146E-02
   26.400000      6.883263421868E-02      2.106010956189E-02
   26.500000      4.516480399330E-02      1.244124632852E-02
   26.600000      4.072445055793E-02      1.105442618912E-02
   26.700000      5.721072653537E-02      1.686329310239E-02
   26.800000      8.915174004790E-02      2.860141380970E-02
   26.900000      1.274307161088E-01      4.402897449397E-02
   27.000000      1.645347717104E-01      6.039585005145E-02
   27.100000      1.950113545423E-01      7.502137090963E-02
   27.200000      2.155526193847E-01      8.586696992319E-02
   27.300000      2.250581366438E-01      9.196151356751E-02
