# M=14, N=7, max=1, V0=0.0, V=-0.25, PBC
#  time (tJ)                 S₁(n=1)                 S₂(n=1)
    0.000000      2.220446049250E-16     -6.661338147751E-16
    0.100000      1.134854392140E-03      2.274385991756E-04
    0.200000      3.745920081802E-03      8.675469428974E-04
    0.300000      7.120705847237E-03      1.803919364085E-03
    0.400000      1.065483901999E-02      2.873703703524E-03
    0.500000      1.384180516910E-02      3.905114704262E-03
    0.600000      1.631960278483E-02      4.754506320193E-03
    0.700000      1.790134969115E-02      5.333498869323E-03
    0.800000      1.857801570294E-02      5.620112912771E-03
    0.900000      1.849333484539E-02      5.652822334849E-03
    1.000000      1.789697698700E-02      5.511247141415E-03
    1.100000      1.708561878907E-02      5.290390666230E-03
    1.200000      1.633975436896E-02      5.076083709675E-03
    1.300000      1.585525726253E-02      4.927706029183E-03
    1.400000      1.570071796009E-02      4.871148520404E-03
    1.500000      1.583199353146E-02      4.901569974445E-03
    1.600000      1.614166239721E-02      4.992908001611E-03
    1.700000      1.650928918731E-02      5.109974609503E-03
    1.800000      1.683383173750E-02      5.219341172107E-03
    1.900000      1.705036005373E-02      5.296622539039E-03
    2.000000      1.713370192015E-02      5.329489213256E-03
    2.100000      1.709200341889E-02      5.317115051628E-03
    2.200000      1.695494666032E-02      5.267438915455E-03
    2.300000      1.676190361135E-02      5.193578285373E-03
    2.400000      1.655308399193E-02      5.110258981448E-03
    2.500000      1.636244502922E-02      5.030596241566E-03
    2.600000      1.621070698906E-02      4.963267822851E-03
    2.700000      1.610212264790E-02      4.910145930636E-03
    2.800000      1.602429474227E-02      4.864686374773E-03
    2.900000      1.594419432436E-02      4.811589712087E-03
    3.000000      1.580118962905E-02      4.728254100992E-03
    3.100000      1.550923972041E-02      4.588258342757E-03
    3.200000      1.497569446723E-02      4.366616970748E-03
    3.300000      1.412611519023E-02      4.046007575954E-03
    3.400000      1.292539559805E-02      3.622770583930E-03
    3.500000      1.139357667273E-02      3.111351033511E-03
    3.600000      9.616102058465E-03      2.546022931944E-03
    3.700000      7.747455131258E-03      1.979157609415E-03
    3.800000      6.006958187862E-03      1.475872969537E-03
    3.900000      4.666677422987E-03      1.105533556408E-03
    4.000000      4.017315563602E-03      9.311812933612E-04
    4.100000      4.264089464262E-03      9.984905038103E-04
    4.200000      5.413326989668E-03      1.326173105258E-03
    4.300000      7.321349998923E-03      1.899807084736E-03
    4.400000      9.772735151804E-03      2.670725416970E-03
    4.500000      1.249137790467E-02      3.560841379714E-03
    4.600000      1.517277282282E-02      4.473168219080E-03
    4.700000      1.753594539271E-02      5.306521303416E-03
    4.800000      1.935944022232E-02      5.971782458284E-03
    4.900000      2.050309576397E-02      6.406495570936E-03
    5.000000      2.091889987610E-02      6.584695017582E-03
    5.100000      2.065169191066E-02      6.519798277335E-03
    5.200000      1.983047832099E-02      6.259939784237E-03
    5.300000      1.864962848407E-02      5.876897200993E-03
    5.400000      1.733977955628E-02      5.451272134489E-03
    5.500000      1.613090544711E-02      5.057389665308E-03
    5.600000      1.521120725119E-02      4.751232188861E-03
    5.700000      1.468869500615E-02      4.563682371415E-03
    5.800000      1.457342864047E-02      4.499769611177E-03
    5.900000      1.479522910087E-02      4.543012439747E-03
    6.000000      1.524164436777E-02      4.662818032532E-03
    6.100000      1.579178143475E-02      4.822533019241E-03
    6.200000      1.633706675988E-02      4.986147533518E-03
    6.300000      1.679030353974E-02      5.122588370383E-03
    6.400000      1.708666804446E-02      5.207598922287E-03
    6.500000      1.718073234547E-02      5.223995239473E-03
    6.600000      1.704350767694E-02      5.161354566807E-03
    6.700000      1.666206415861E-02      5.015913490601E-03
    6.800000      1.604173451789E-02      4.790837650111E-03
    6.900000      1.520864591839E-02      4.496417511637E-03
    7.000000      1.420989287166E-02      4.149465277132E-03
    7.100000      1.310999301162E-02      3.771389131502E-03
    7.200000      1.198226543797E-02      3.385020390924E-03
    7.300000      1.089260841773E-02      3.010985865734E-03
    7.400000      9.881580959933E-03      2.664893313147E-03
    7.500000      8.963174578689E-03      2.356552017487E-03
    7.600000      8.143104935338E-03      2.091812867290E-03
    7.700000      7.441187100925E-03      1.876574182431E-03
    7.800000      6.906862017394E-03      1.721456937495E-03
    7.900000      6.621508760553E-03      1.645054069034E-03
    8.000000      6.685363443272E-03      1.673816715856E-03
    8.100000      7.191891927002E-03      1.837594456471E-03
    8.200000      8.196005848703E-03      2.161328988452E-03
    8.300000      9.690818934823E-03      2.654922889167E-03
    8.400000      1.160293790292E-02      3.304326318802E-03
    8.500000      1.379879947642E-02      4.066999480296E-03
    8.600000      1.608814855550E-02      4.873993315105E-03
    8.700000      1.823385518524E-02      5.639158989781E-03
    8.800000      1.999129536360E-02      6.273944852754E-03
    8.900000      2.116109913892E-02      6.704493648862E-03
    9.000000      2.162749305537E-02      6.886864636030E-03
    9.100000      2.137792801617E-02      6.816470937073E-03
    9.200000      2.050561364421E-02      6.529188469035E-03
    9.300000      1.919572283127E-02      6.093679744289E-03
    9.400000      1.769594280824E-02      5.596703094479E-03
    9.500000      1.627063274555E-02      5.124938941589E-03
    9.600000      1.514690426410E-02      4.747695931050E-03
    9.700000      1.447253046094E-02      4.504557327293E-03
    9.800000      1.427876051974E-02      4.400690141862E-03
    9.900000      1.446689120868E-02      4.410529351887E-03
   10.000000      1.485780269973E-02      4.488395926025E-03
   10.100000      1.526607434854E-02      4.582868764060E-03
   10.200000      1.555071418730E-02      4.650857404966E-03
   10.300000      1.563944982595E-02      4.667545903959E-03
   10.400000      1.553236385520E-02      4.629650503105E-03
   10.500000      1.528770804353E-02      4.551429004386E-03
   10.600000      1.499336319334E-02      4.455062352110E-03
   10.700000      1.472853537861E-02      4.358778262619E-03
   10.800000      1.451928311840E-02      4.266861173092E-03
   10.900000      1.431153209403E-02      4.165196803713E-03
   11.000000      1.399258225456E-02      4.024304432575E-03
   11.100000      1.343437965825E-02      3.809375679429E-03
   11.200000      1.253813088546E-02      3.494407952798E-03
   11.300000      1.127462401212E-02      3.075898613767E-03
   11.400000      9.712410385528E-03      2.581348652290E-03
   11.500000      8.027319204517E-03      2.069174695806E-03
   11.600000      6.488401109797E-03      1.619183884767E-03
   11.700000      5.413016418592E-03      1.315732883109E-03
   11.800000      5.081959033320E-03      1.228095598699E-03
   11.900000      5.637637291336E-03      1.393584282329E-03
   12.000000      7.033077644464E-03      1.808236603415E-03
   12.100000      9.054910327449E-03      2.427621986298E-03
   12.200000      1.139920694876E-02      3.177281375505E-03
   12.300000      1.376148200948E-02      3.969503237001E-03
   12.400000      1.589490655073E-02      4.721468334278E-03
   12.500000      1.763867529412E-02      5.369770499570E-03
   12.600000      1.892475780438E-02      5.877869243887E-03
   12.700000      1.976578865163E-02      6.235546136902E-03
   12.800000      2.022763883083E-02      6.452008200077E-03
   12.900000      2.039266679375E-02      6.546029441590E-03
   13.000000      2.032586466886E-02      6.536922900542E-03
   13.100000      2.006121330800E-02      6.439196633730E-03
   13.200000      1.960973714248E-02      6.261958778386E-03
