# M=18, N=9, V0=0.0, V=-0.25, PBC
#  time (tJ)                       0                       1                       2                       3                       4                       5                       6                       7                       8                       9                      10                      11                      12                      13                      14                      15                      16                      17
    0.000000      5.000000000000E-01      1.476437114891E-01      2.500000000000E-01      2.376543209877E-01      2.500000000000E-01      2.447404685462E-01      2.500000000000E-01      2.465047088536E-01      2.500000000000E-01      2.469135802469E-01      2.500000000000E-01      2.465047088536E-01      2.500000000000E-01      2.447404685462E-01      2.500000000000E-01      2.376543209877E-01      2.500000000000E-01      1.476437114891E-01
    0.100000      5.000000000000E-01      1.481116598335E-01      2.493185615827E-01      2.378877375272E-01      2.499476209094E-01      2.447851386075E-01      2.499726617338E-01      2.465298802184E-01      2.499792310426E-01      2.469350170898E-01      2.499792310426E-01      2.465298802184E-01      2.499726617338E-01      2.447851386075E-01      2.499476209094E-01      2.378877375272E-01      2.493185615827E-01      1.481116598335E-01
    0.200000      5.000000000000E-01      1.494161817786E-01      2.474548913963E-01      2.384916280388E-01      2.498075783903E-01      2.449143624991E-01      2.498951270212E-01      2.466020039764E-01      2.499200386109E-01      2.469963765769E-01      2.499200386109E-01      2.466020039764E-01      2.498951270212E-01      2.449143624991E-01      2.498075783903E-01      2.384916280388E-01      2.474548913963E-01      1.494161817786E-01
    0.300000      5.000000000000E-01      1.512852365762E-01      2.448967830433E-01      2.392153602413E-01      2.496198127395E-01      2.451153201874E-01      2.497799505277E-01      2.467117222205E-01      2.498310743693E-01      2.470894801894E-01      2.498310743693E-01      2.467117222205E-01      2.497799505277E-01      2.451153201874E-01      2.496198127395E-01      2.392153602413E-01      2.448967830433E-01      1.512852365762E-01
    0.400000      5.000000000000E-01      1.533440933308E-01      2.422946068329E-01      2.397539564261E-01      2.494196512063E-01      2.453703247704E-01      2.496454402348E-01      2.468458760259E-01      2.497246916237E-01      2.472027190980E-01      2.497246916237E-01      2.468458760259E-01      2.496454402348E-01      2.453703247704E-01      2.494196512063E-01      2.397539564261E-01      2.422946068329E-01      1.533440933308E-01
    0.500000      5.000000000000E-01      1.552087512000E-01      2.402735136053E-01      2.398695890849E-01      2.492105116112E-01      2.456583921163E-01      2.495126359706E-01      2.469903312100E-01      2.496145782883E-01      2.473233938270E-01      2.496145782883E-01      2.469903312100E-01      2.495126359706E-01      2.456583921163E-01      2.492105116112E-01      2.398695890849E-01      2.402735136053E-01      1.552087512000E-01
    0.600000      5.000000000000E-01      1.565758824384E-01      2.392623167986E-01      2.394864965135E-01      2.489541370808E-01      2.459528570135E-01      2.494021316488E-01      2.471326422775E-01      2.495135796681E-01      2.474399131215E-01      2.495135796681E-01      2.471326422775E-01      2.494021316488E-01      2.459528570135E-01      2.489541370808E-01      2.394864965135E-01      2.392623167986E-01      1.565758824384E-01
    0.700000      5.000000000000E-01      1.572848599113E-01      2.393909464565E-01      2.387223749264E-01      2.485873570336E-01      2.462159601390E-01      2.493306877133E-01      2.472638951235E-01      2.494322469317E-01      2.475433435297E-01      2.494322469317E-01      2.472638951235E-01      2.493306877133E-01      2.462159601390E-01      2.485873570336E-01      2.387223749264E-01      2.393909464565E-01      1.572848599113E-01
    0.800000      5.000000000000E-01      1.573372811962E-01      2.404832422847E-01      2.378450636219E-01      2.480604764057E-01      2.463950477505E-01      2.493071796833E-01      2.473793623982E-01      2.493782717993E-01      2.476281497204E-01      2.493782717993E-01      2.473793623982E-01      2.493071796833E-01      2.463950477505E-01      2.480604764057E-01      2.378450636219E-01      2.404832422847E-01      1.573372811962E-01
    0.900000      5.000000000000E-01      1.568730365581E-01      2.421392486795E-01      2.371729010310E-01      2.473798594513E-01      2.464265508283E-01      2.493278145150E-01      2.474778572491E-01      2.493565780027E-01      2.476923073699E-01      2.493565780027E-01      2.474778572491E-01      2.493278145150E-01      2.464265508283E-01      2.473798594513E-01      2.371729010310E-01      2.421392486795E-01      1.568730365581E-01
