# M=20, N=10, V0=0.0, V=-0.5, PBC
#  time (tJ)                S₁(ℓ=10)                S₂(ℓ=10)
    0.000000      1.344029514838E+00      1.023174538960E+00
    0.100000      1.344896466065E+00      1.024317268421E+00
    0.200000      1.347312570730E+00      1.027571729275E+00
    0.300000      1.350809956077E+00      1.032457951983E+00
    0.400000      1.354850742261E+00      1.038300272962E+00
    0.500000      1.359037990533E+00      1.044373380505E+00
    0.600000      1.363172880994E+00      1.050042760548E+00
    0.700000      1.367156149080E+00      1.054865908020E+00
    0.800000      1.370940778900E+00      1.058637392665E+00
    0.900000      1.374536628235E+00      1.061378648484E+00
    1.000000      1.378003040726E+00      1.063286045410E+00
    1.100000      1.381436825783E+00      1.064656505090E+00
    1.200000      1.384949965703E+00      1.065809889888E+00
    1.300000      1.388639332471E+00      1.067023709903E+00
    1.400000      1.392557241745E+00      1.068489997501E+00
    1.500000      1.396693681629E+00      1.070297770065E+00
    1.600000      1.400983618920E+00      1.072438643476E+00
    1.700000      1.405333838009E+00      1.074829092841E+00
    1.800000      1.409651186913E+00      1.077341245050E+00
    1.900000      1.413861197502E+00      1.079834738080E+00
    2.000000      1.417913543457E+00      1.082184218619E+00
    2.100000      1.421775497008E+00      1.084299391432E+00
    2.200000      1.425419166230E+00      1.086136366728E+00
    2.300000      1.428809682841E+00      1.087700091822E+00
    2.400000      1.431899626922E+00      1.089038156393E+00
    2.500000      1.434633221109E+00      1.090226800335E+00
    2.600000      1.436962858193E+00      1.091351015677E+00
    2.700000      1.438877932988E+00      1.092482175984E+00
    2.800000      1.440439463436E+00      1.093657897038E+00
    2.900000      1.441802623176E+00      1.094868765597E+00
    3.000000      1.443196993557E+00      1.096054699120E+00
    3.100000      1.444840260381E+00      1.097110898091E+00
    3.200000      1.446811662602E+00      1.097901494524E+00
    3.300000      1.448966206989E+00      1.098279263824E+00
    3.400000      1.450949378542E+00      1.098110987278E+00
    3.500000      1.452313030690E+00      1.097307259903E+00
    3.600000      1.452683336837E+00      1.095851164565E+00
    3.700000      1.451900521898E+00      1.093815086661E+00
    3.800000      1.450062653527E+00      1.091354890368E+00
    3.900000      1.447454291802E+00      1.088678873577E+00
    4.000000      1.444400997636E+00      1.086001259058E+00
    4.100000      1.441145141507E+00      1.083497632302E+00
    4.200000      1.437820968470E+00      1.081277132814E+00
    4.300000      1.434498603780E+00      1.079376120143E+00
    4.400000      1.431221579984E+00      1.077768357067E+00
    4.500000      1.428003248145E+00      1.076382916900E+00
    4.600000      1.424810982793E+00      1.075122409566E+00
    4.700000      1.421582273761E+00      1.073877188533E+00
    4.800000      1.418269779705E+00      1.072534122303E+00
    4.900000      1.414872817160E+00      1.070981509262E+00
    5.000000      1.411429625450E+00      1.069114162474E+00
    5.100000      1.407985827291E+00      1.066842603026E+00
    5.200000      1.404568595333E+00      1.064107356854E+00
    5.300000      1.401181321045E+00      1.060896295892E+00
