# M=14, N=7, max=1, V0=0.0, V=0.765, PBC
#  time (tJ)                 S₁(ℓ=7)                 S₂(ℓ=7)
    0.000000      1.226143807842E+00      9.783680249733E-01
    0.100000      1.228114386967E+00      9.788239039091E-01
    0.200000      1.233071265419E+00      9.801261711504E-01
    0.300000      1.239253839237E+00      9.821101496152E-01
    0.400000      1.245409387201E+00      9.845855979774E-01
    0.500000      1.251159110440E+00      9.874062013663E-01
    0.600000      1.256727637905E+00      9.904955907086E-01
    0.700000      1.262454980266E+00      9.938236800786E-01
    0.800000      1.268411449106E+00      9.973595258836E-01
    0.900000      1.274328180069E+00      1.001036086819E+00
    1.000000      1.279793783536E+00      1.004746236064E+00
    1.100000      1.284506464878E+00      1.008364839526E+00
    1.200000      1.288403723627E+00      1.011777535233E+00
    1.300000      1.291655363390E+00      1.014899326341E+00
    1.400000      1.294650972909E+00      1.017677422234E+00
    1.500000      1.297994756232E+00      1.020081178408E+00
    1.600000      1.302353963856E+00      1.022083049404E+00
    1.700000      1.308094528320E+00      1.023633439241E+00
    1.800000      1.314875784178E+00      1.024636396893E+00
    1.900000      1.321532082130E+00      1.024941408402E+00
    2.000000      1.326424617647E+00      1.024368647714E+00
    2.100000      1.328150436036E+00      1.022771234842E+00
    2.200000      1.326148025199E+00      1.020112532842E+00
    2.300000      1.320940333104E+00      1.016518758143E+00
    2.400000      1.313926630852E+00      1.012275567086E+00
    2.500000      1.306698884789E+00      1.007769091990E+00
    2.600000      1.300151453579E+00      1.003402371470E+00
    2.700000      1.294291554492E+00      9.995234074330E-01
    2.800000      1.288826131657E+00      9.963816221332E-01
    2.900000      1.283605065355E+00      9.941078109651E-01
    3.000000      1.278764392318E+00      9.927084355616E-01
    3.100000      1.274687622736E+00      9.920754452044E-01
    3.200000      1.271804242865E+00      9.920190818600E-01
    3.300000      1.270334063190E+00      9.923220748594E-01
    3.400000      1.270193984305E+00      9.927978658367E-01
    3.500000      1.271063626475E+00      9.933302204170E-01
    3.600000      1.272405532466E+00      9.938827516946E-01
    3.700000      1.273568147459E+00      9.944838581918E-01
    3.800000      1.274094065469E+00      9.952011971748E-01
    3.900000      1.273974140658E+00      9.961166772167E-01
    4.000000      1.273586676507E+00      9.973053783320E-01
    4.100000      1.273364958264E+00      9.988173533453E-01
    4.200000      1.273531764416E+00      1.000661222196E+00
    4.300000      1.274104543710E+00      1.002790506835E+00
    4.400000      1.275014618565E+00      1.005096408877E+00
    4.500000      1.276272783645E+00      1.007413554964E+00
    4.600000      1.278139938467E+00      1.009545286510E+00
    4.700000      1.281126246107E+00      1.011308235665E+00
    4.800000      1.285608813362E+00      1.012582619608E+00
    4.900000      1.291235317638E+00      1.013343833379E+00
    5.000000      1.296971207249E+00      1.013654732948E+00
    5.100000      1.301759402592E+00      1.013619242206E+00
    5.200000      1.304865354680E+00      1.013322809875E+00
    5.300000      1.305833133580E+00      1.012793314558E+00
    5.400000      1.304476514720E+00      1.012000060953E+00
    5.500000      1.301122100898E+00      1.010883229546E+00
    5.600000      1.296816074565E+00      1.009393841961E+00
    5.700000      1.293155750878E+00      1.007531346686E+00
    5.800000      1.291154797085E+00      1.005376287670E+00
    5.900000      1.290008212854E+00      1.003111095170E+00
    6.000000      1.288549134874E+00      1.001007668993E+00
    6.100000      1.286471288988E+00      9.993615078333E-01
    6.200000      1.284244644344E+00      9.983832664273E-01
    6.300000      1.282606860734E+00      9.980997499023E-01
    6.400000      1.281933931436E+00      9.983280903421E-01
    6.500000      1.281895204307E+00      9.987502392615E-01
    6.600000      1.281742859228E+00      9.990528640409E-01
    6.700000      1.280926894205E+00      9.990570052876E-01
    6.800000      1.279428455896E+00      9.987730732718E-01
    6.900000      1.277662018598E+00      9.983682535402E-01
    7.000000      1.276180622876E+00      9.980829835423E-01
    7.100000      1.275416363761E+00      9.981470155825E-01
    7.200000      1.275583745710E+00      9.987248531369E-01
    7.300000      1.276728520399E+00      9.998918009436E-01
    7.400000      1.278818154558E+00      1.001628681781E+00
    7.500000      1.281794441509E+00      1.003827268218E+00
    7.600000      1.285540443090E+00      1.006305973484E+00
    7.700000      1.289907022848E+00      1.008835075319E+00
    7.800000      1.294821077829E+00      1.011165000390E+00
    7.900000      1.300230797771E+00      1.013050728302E+00
    8.000000      1.305844973381E+00      1.014274677838E+00
    8.100000      1.310958103713E+00      1.014679749486E+00
    8.200000      1.314620484702E+00      1.014218603234E+00
    8.300000      1.316064620251E+00      1.013003038941E+00
    8.400000      1.315103950632E+00      1.011317237182E+00
    8.500000      1.312282572700E+00      1.009564427978E+00
    8.600000      1.308703473473E+00      1.008152181817E+00
    8.700000      1.305577336429E+00      1.007362912665E+00
    8.800000      1.303681628197E+00      1.007271048968E+00
    8.900000      1.303066057831E+00      1.007744188316E+00
    9.000000      1.303157422551E+00      1.008519257788E+00
    9.100000      1.303123324601E+00      1.009307816820E+00
    9.200000      1.302261197643E+00      1.009879583212E+00
    9.300000      1.300168480044E+00      1.010097932221E+00
    9.400000      1.296697979164E+00      1.009912618211E+00
    9.500000      1.291961239876E+00      1.009330307120E+00
    9.600000      1.286439009132E+00      1.008379435276E+00
    9.700000      1.280979781839E+00      1.007078188649E+00
    9.800000      1.276390194340E+00      1.005417016934E+00
    9.900000      1.272770319968E+00      1.003374052229E+00
   10.000000      1.269525188467E+00      1.000972834096E+00
   10.100000      1.266124763749E+00      9.983586876436E-01
   10.200000      1.262686437726E+00      9.958359728049E-01
   10.300000      1.260050356685E+00      9.938127643561E-01
   10.400000      1.259382212417E+00      9.926565145131E-01
   10.500000      1.261174548959E+00      9.925367698008E-01
   10.600000      1.264398765033E+00      9.933563472943E-01
   10.700000      1.267616456743E+00      9.948197944349E-01
   10.800000      1.270009114659E+00      9.965919045550E-01
   10.900000      1.271801764991E+00      9.984359343631E-01
   11.000000      1.274180225302E+00      1.000245394737E+00
   11.100000      1.278239470241E+00      1.001974396990E+00
   11.200000      1.283404337265E+00      1.003548523555E+00
   11.300000      1.288160503278E+00      1.004837216758E+00
   11.400000      1.291508366258E+00      1.005702928842E+00
   11.500000      1.293355596133E+00      1.006079891614E+00
   11.600000      1.294352257219E+00      1.006026682386E+00
   11.700000      1.295443640771E+00      1.005731104899E+00
   11.800000      1.297297103668E+00      1.005476673497E+00
   11.900000      1.300136372556E+00      1.005581850594E+00
   12.000000      1.303975915180E+00      1.006314481655E+00
   12.100000      1.308571821191E+00      1.007793729409E+00
   12.200000      1.313242941387E+00      1.009918106309E+00
   12.300000      1.317022288391E+00      1.012367965323E+00
   12.400000      1.319033218263E+00      1.014699639600E+00
   12.500000      1.318800420530E+00      1.016492231979E+00
   12.600000      1.316358947513E+00      1.017472520178E+00
   12.700000      1.312172323181E+00      1.017560703954E+00
   12.800000      1.306963004548E+00      1.016835131193E+00
   12.900000      1.301568233748E+00      1.015459851194E+00
   13.000000      1.296789178344E+00      1.013622001392E+00
   13.100000      1.293140019679E+00      1.011497686479E+00
   13.200000      1.290663845322E+00      1.009239687153E+00
   13.300000      1.289021427975E+00      1.006976182796E+00
   13.400000      1.287706606305E+00      1.004815995061E+00
   13.500000      1.286340534359E+00      1.002855555018E+00
   13.600000      1.284953281719E+00      1.001176587692E+00
   13.700000      1.283966549154E+00      9.998264727624E-01
   13.800000      1.283734966544E+00      9.987911313200E-01
   13.900000      1.283933388621E+00      9.979874197475E-01
   14.000000      1.283748655832E+00      9.972968561158E-01
   14.100000      1.282683315996E+00      9.966330288817E-01
   14.200000      1.280984506024E+00      9.960044918672E-01
   14.300000      1.279462050930E+00      9.955309167932E-01
   14.400000      1.278902675608E+00      9.953982516653E-01
   14.500000      1.279531317203E+00      9.957769345078E-01
   14.600000      1.281018767904E+00      9.967475690495E-01
   14.700000      1.282918663871E+00      9.982699013954E-01
   14.800000      1.285055770209E+00      1.000204090659E+00
   14.900000      1.287620876549E+00      1.002366784787E+00
   15.000000      1.290889750227E+00      1.004591236530E+00
   15.100000      1.294694831903E+00      1.006763845525E+00
   15.200000      1.298311061507E+00      1.008825075608E+00
   15.300000      1.300889327404E+00      1.010742082326E+00
   15.400000      1.301783378768E+00      1.012473466401E+00
   15.500000      1.300665097233E+00      1.013946836301E+00
   15.600000      1.297545515186E+00      1.015058919553E+00
   15.700000      1.292720255001E+00      1.015694460100E+00
   15.800000      1.286834299456E+00      1.015752957002E+00
   15.900000      1.281056031529E+00      1.015173698927E+00
   16.000000      1.276929797237E+00      1.013954501411E+00
   16.100000      1.275314680606E+00      1.012161727186E+00
   16.200000      1.275475458402E+00      1.009927505609E+00
   16.300000      1.276190042092E+00      1.007429357032E+00
   16.400000      1.276672765181E+00      1.004852644292E+00
   16.500000      1.276617639435E+00      1.002346591696E+00
   16.600000      1.275971040005E+00      9.999928254761E-01
   16.700000      1.274766321884E+00      9.978033633413E-01
   16.800000      1.273068935484E+00      9.957508987115E-01
   16.900000      1.270909098194E+00      9.938156823765E-01
   17.000000      1.268250384534E+00      9.920228595993E-01
   17.100000      1.265161650086E+00      9.904498575105E-01
   17.200000      1.262023776140E+00      9.892020321831E-01
   17.300000      1.259506392802E+00      9.883735899244E-01
   17.400000      1.258322538068E+00      9.880174433718E-01
   17.500000      1.258930190183E+00      9.881392106708E-01
   17.600000      1.261369835495E+00      9.887144711238E-01
   17.700000      1.265326770385E+00      9.897157612647E-01
   17.800000      1.270327300167E+00      9.911333995584E-01
   17.900000      1.275923287879E+00      9.929810893792E-01
   18.000000      1.281822159997E+00      9.952868755805E-01
   18.100000      1.287935108092E+00      9.980755587446E-01
   18.200000      1.294319960033E+00      1.001347678378E+00
   18.300000      1.301016471054E+00      1.005056553806E+00
   18.400000      1.307795878777E+00      1.009085582449E+00
   18.500000      1.313978928124E+00      1.013235320820E+00
   18.600000      1.318524598669E+00      1.017235957369E+00
   18.700000      1.320446192134E+00      1.020793190198E+00
   18.800000      1.319402607052E+00      1.023652548182E+00
   18.900000      1.316051486812E+00      1.025646885350E+00
   19.000000      1.311898830906E+00      1.026698323934E+00
   19.100000      1.308704083796E+00      1.026781276949E+00
   19.200000      1.307660189266E+00      1.025886930341E+00
   19.300000      1.308334892855E+00      1.024026746745E+00
   19.400000      1.308824991262E+00      1.021272659492E+00
   19.500000      1.307603884031E+00      1.017792765223E+00
   19.600000      1.304184071487E+00      1.013841715474E+00
   19.700000      1.298844850215E+00      1.009703307426E+00
   19.800000      1.292220964727E+00      1.005620893129E+00
   19.900000      1.285045228608E+00      1.001755418600E+00
   20.000000      1.277963420655E+00      9.981842090583E-01
   20.100000      1.271342003324E+00      9.949264084543E-01
   20.200000      1.265171143555E+00      9.919758282711E-01
   20.300000      1.259173376433E+00      9.893331034141E-01
   20.400000      1.253127466603E+00      9.870352326789E-01
   20.500000      1.247257084548E+00      9.851728767266E-01
   20.600000      1.242426733976E+00      9.838779754094E-01
   20.700000      1.239882614127E+00      9.832746876981E-01
   20.800000      1.240463852333E+00      9.834136722142E-01
   20.900000      1.243808244496E+00      9.842297803238E-01
   21.000000      1.248548591172E+00      9.855546861271E-01
   21.100000      1.253266956290E+00      9.871821674331E-01
   21.200000      1.257200961368E+00      9.889507985470E-01
   21.300000      1.260372665288E+00      9.908011215452E-01
   21.400000      1.263292241387E+00      9.927832753333E-01
   21.500000      1.266540503428E+00      9.950177583253E-01
