# M=8, N=4, max=1, V0=0.0, V=0.15, PBC
#  time (tJ)                 S₁(n=1)                 S₂(n=1)
    0.000000      2.220446049250E-16      0.000000000000E+00
    0.100000      4.676238426260E-04      8.541043613519E-05
    0.200000      1.563886939341E-03      3.256341890034E-04
    0.300000      2.997226962079E-03      6.763793682634E-04
    0.400000      4.505979434846E-03      1.075259354146E-03
    0.500000      5.861217511975E-03      1.455730818038E-03
    0.600000      6.891697079335E-03      1.761158236887E-03
    0.700000      7.501912513618E-03      1.955509710990E-03
    0.800000      7.677435496221E-03      2.028271323989E-03
    0.900000      7.476739553566E-03      1.992841893866E-03
    1.000000      7.011808895328E-03      1.879425741356E-03
    1.100000      6.422704905913E-03      1.724788680474E-03
    1.200000      5.856411146872E-03      1.561856328498E-03
    1.300000      5.416222171826E-03      1.411923134415E-03
    1.400000      5.069972514757E-03      1.281337590760E-03
    1.500000      4.749409204550E-03      1.163218610668E-03
    1.600000      4.384527873547E-03      1.043384824414E-03
    1.700000      3.921216045639E-03      9.085666844395E-04
    1.800000      3.344074916151E-03      7.543685223985E-04
    1.900000      2.694632830211E-03      5.904913007664E-04
    2.000000      2.078758778320E-03      4.414215873869E-04
    2.100000      1.652129991841E-03      3.419992480005E-04
    2.200000      1.566370703886E-03      3.287210062246E-04
    2.300000      1.911541819344E-03      4.289516479641E-04
    2.400000      2.724690003838E-03      6.510202304084E-04
    2.500000      3.955561301811E-03      9.781935079689E-04
    2.600000      5.382732859627E-03      1.368661758674E-03
    2.700000      6.773514575976E-03      1.762119534315E-03
    2.800000      7.907585154408E-03      2.091687123417E-03
    2.900000      8.606142366400E-03      2.298336000772E-03
    3.000000      8.759734971030E-03      2.344150150426E-03
    3.100000      8.345562505985E-03      2.220959567554E-03
    3.200000      7.430690832506E-03      1.952087420658E-03
    3.300000      6.160721076443E-03      1.586805463137E-03
    3.400000      4.736324024116E-03      1.189037523159E-03
    3.500000      3.383438028706E-03      8.233149908754E-04
    3.600000      2.329197610022E-03      5.415668226132E-04
    3.700000      1.724672699509E-03      3.739037294759E-04
    3.800000      1.570059030721E-03      3.253183391805E-04
    3.900000      1.811640961576E-03      3.785728309775E-04
    4.000000      2.331599366685E-03      5.019581030172E-04
    4.100000      2.971663167761E-03      6.594885528144E-04
    4.200000      3.596623693729E-03      8.206809293476E-04
    4.300000      4.129000781489E-03      9.673914442874E-04
    4.400000      4.552201904391E-03      1.096113924607E-03
    4.500000      4.898551405487E-03      1.215416574665E-03
    4.600000      5.229305140559E-03      1.339506505927E-03
    4.700000      5.613066322897E-03      1.479956242217E-03
    4.800000      6.111344750764E-03      1.638157182824E-03
    4.900000      6.703277179751E-03      1.800933891947E-03
    5.000000      7.251896491745E-03      1.940952632128E-03
    5.100000      7.609723704499E-03      2.022246008794E-03
    5.200000      7.645313597193E-03      2.009668845999E-03
    5.300000      7.268548190027E-03      1.879813409472E-03
    5.400000      6.454384975683E-03      1.630249467399E-03
    5.500000      5.257097379656E-03      1.284177257310E-03
    5.600000      3.811265860053E-03      8.886972212445E-04
    5.700000      2.318949322753E-03      5.066306045296E-04
    5.800000      1.026419100213E-03      2.036714291502E-04
    5.900000      2.029160187600E-04      3.404915303840E-05
    6.000000      1.721809854767E-04      2.839100118668E-05
    6.100000      9.512921278541E-04      1.869260884659E-04
    6.200000      2.210532529327E-03      4.797345599183E-04
    6.300000      3.680441398430E-03      8.538527861319E-04
    6.400000      5.118333928667E-03      1.245263341126E-03
    6.500000      6.325871475278E-03      1.592629261874E-03
    6.600000      7.169675048149E-03      1.849366838564E-03
    6.700000      7.592385575745E-03      1.991297854024E-03
    6.800000      7.611408068351E-03      2.018432304456E-03
    6.900000      7.306107924363E-03      1.951003894660E-03
    7.000000      6.796664445924E-03      1.821289827233E-03
    7.100000      6.220318810037E-03      1.663663799061E-03
    7.200000      5.705277714501E-03      1.505584360799E-03
    7.300000      5.296567696655E-03      1.361804731391E-03
    7.400000      4.947254633604E-03      1.233139430354E-03
    7.500000      4.590635324870E-03      1.109870611267E-03
    7.600000      4.164247356650E-03      9.786116185511E-04
    7.700000      3.631838832287E-03      8.304677780180E-04
    7.800000      3.004880720657E-03      6.679036787476E-04
    7.900000      2.356600652082E-03      5.079947564812E-04
    8.000000      1.820918213957E-03      3.806941962641E-04
    8.100000      1.559010077606E-03      3.221728265668E-04
    8.200000      1.692561534944E-03      3.648106495580E-04
    8.300000      2.275897760333E-03      5.265810918897E-04
    8.400000      3.308702789748E-03      8.029849482003E-04
    8.500000      4.645977318737E-03      1.164174488994E-03
    8.600000      6.059725490983E-03      1.558558728260E-03
    8.700000      7.325203959931E-03      1.922373150789E-03
    8.800000      8.245551460230E-03      2.192972302675E-03
    8.900000      8.680070926984E-03      2.322493441374E-03
    9.000000      8.565322722150E-03      2.288387379315E-03
    9.100000      7.923885341983E-03      2.098158309396E-03
    9.200000      6.859394374159E-03      1.787225851665E-03
    9.300000      5.539215704421E-03      1.410637148331E-03
    9.400000      4.168621278281E-03      1.030887863897E-03
