# M=16, N=8, V0=0.0, V=-1.9, PBC
#  time (tJ)                 S₁(n=4)                 S₂(n=4)
    0.000000      1.776356839400E-15      8.881784197001E-16
    0.100000      9.081623595868E-02      2.970009326882E-02
    0.200000      2.680920006467E-01      1.112338003144E-01
    0.300000      4.662909697788E-01      2.249945447712E-01
    0.400000      6.488465593149E-01      3.469756711188E-01
    0.500000      7.972316237655E-01      4.569634611379E-01
    0.600000      9.063216581680E-01      5.435149191760E-01
    0.700000      9.801090072063E-01      6.045956748678E-01
    0.800000      1.027945510020E+00      6.451845132274E-01
    0.900000      1.061023087673E+00      6.736129749663E-01
    1.000000      1.089005345069E+00      6.979310737175E-01
    1.100000      1.117708640099E+00      7.233289675724E-01
    1.200000      1.148685720184E+00      7.512889239938E-01
    1.300000      1.180309473788E+00      7.803932669495E-01
    1.400000      1.209573245517E+00      8.080380461184E-01
    1.500000      1.234006875540E+00      8.321087102980E-01
    1.600000      1.253167402253E+00      8.519395171060E-01
    1.700000      1.268831528072E+00      8.683641333044E-01
    1.800000      1.283684068888E+00      8.830692356741E-01
    1.900000      1.299601418367E+00      8.976394526984E-01
    2.000000      1.316883568574E+00      9.127189577165E-01
    2.100000      1.334516076168E+00      9.277023277731E-01
    2.200000      1.350815662338E+00      9.411937793350E-01
    2.300000      1.364260501007E+00      9.520051000621E-01
    2.400000      1.374391071954E+00      9.600017357465E-01
    2.500000      1.382092317467E+00      9.661986389417E-01
    2.600000      1.388966598748E+00      9.721477896765E-01
    2.700000      1.396504904349E+00      9.792056498802E-01
    2.800000      1.405730164253E+00      9.881776191867E-01
    2.900000      1.417357799311E+00      9.993528513374E-01
    3.000000      1.431765339004E+00      1.012652138146E+00
    3.100000      1.448401490141E+00      1.027619256716E+00
    3.200000      1.465523656304E+00      1.043174024629E+00
    3.300000      1.480500784170E+00      1.057319877626E+00
    3.400000      1.490391071341E+00      1.067085090317E+00
    3.500000      1.492433081351E+00      1.068788469108E+00
    3.600000      1.484435594038E+00      1.058670767045E+00
    3.700000      1.464422336349E+00      1.034085715437E+00
    3.800000      1.430414137044E+00      9.951395381630E-01
    3.900000      1.382406561294E+00      9.457560681913E-01
    4.000000      1.324479942225E+00      8.929677477383E-01
    4.100000      1.265903271388E+00      8.447463159769E-01
    4.200000      1.219546340442E+00      8.079845648292E-01
    4.300000      1.197025629458E+00      7.874589439269E-01
    4.400000      1.203136436867E+00      7.852885450203E-01
    4.500000      1.234091491031E+00      8.004686714913E-01
    4.600000      1.280422931702E+00      8.288091506614E-01
    4.700000      1.330979798104E+00      8.637756787696E-01
    4.800000      1.376083316412E+00      8.982455400499E-01
    4.900000      1.409586544214E+00      9.265824339926E-01
    5.000000      1.429841478070E+00      9.461776492089E-01
    5.100000      1.439494363530E+00      9.578248375420E-01
    5.200000      1.444124380456E+00      9.647867908457E-01
    5.300000      1.449856527373E+00      9.710104107188E-01
    5.400000      1.460597044875E+00      9.794387104724E-01
    5.500000      1.476866989888E+00      9.912470047935E-01
    5.600000      1.496808598225E+00      1.006035052882E+00
    5.700000      1.517456023685E+00      1.022354971431E+00
    5.800000      1.535477087926E+00      1.038161978866E+00
    5.900000      1.548237544384E+00      1.051338254227E+00
    6.000000      1.554927755113E+00      1.060416944687E+00
    6.100000      1.556713566403E+00      1.065270426438E+00
    6.200000      1.555927214465E+00      1.067238660738E+00
    6.300000      1.554544980365E+00      1.068266606656E+00
    6.400000      1.553127977256E+00      1.069627877298E+00
    6.500000      1.550686377222E+00      1.071403795644E+00
