# M=26, N=13, V0=0.0, V=0.15, PBC
#  time (tJ)                S₁(ℓ=13)                S₂(ℓ=13)
    0.000000      1.431091061804E+00      1.120032294311E+00
    0.100000      1.431167977003E+00      1.119943167763E+00
    0.200000      1.431372816577E+00      1.119693185261E+00
    0.300000      1.431647959528E+00      1.119331070697E+00
    0.400000      1.431941357937E+00      1.118927079662E+00
    0.500000      1.432228489282E+00      1.118558721179E+00
    0.600000      1.432510588619E+00      1.118294983021E+00
    0.700000      1.432799653367E+00      1.118182688503E+00
    0.800000      1.433105329603E+00      1.118238284583E+00
    0.900000      1.433431490357E+00      1.118446939227E+00
    1.000000      1.433780528032E+00      1.118768736476E+00
    1.100000      1.434155710860E+00      1.119149793608E+00
    1.200000      1.434559938061E+00      1.119535012307E+00
    1.300000      1.434995567825E+00      1.119879207517E+00
    1.400000      1.435462434553E+00      1.120154322871E+00
    1.500000      1.435955793399E+00      1.120351830867E+00
    1.600000      1.436467214250E+00      1.120480715690E+00
    1.700000      1.436987457027E+00      1.120562323673E+00
    1.800000      1.437509084321E+00      1.120623745946E+00
    1.900000      1.438027429205E+00      1.120691334949E+00
    2.000000      1.438539865076E+00      1.120785589094E+00
    2.100000      1.439044374381E+00      1.120918118832E+00
    2.200000      1.439538416107E+00      1.121090866966E+00
    2.300000      1.440018564070E+00      1.121297299516E+00
    2.400000      1.440480747322E+00      1.121524974930E+00
    2.500000      1.440920574063E+00      1.121758761340E+00
    2.600000      1.441333576406E+00      1.121983991046E+00
    2.700000      1.441715650387E+00      1.122188980770E+00
    2.800000      1.442064035659E+00      1.122366556424E+00
    2.900000      1.442378978912E+00      1.122514452358E+00
    3.000000      1.442665802308E+00      1.122634664801E+00
    3.100000      1.442936503134E+00      1.122731998761E+00
    3.200000      1.443209451520E+00      1.122812145667E+00
    3.300000      1.443505640297E+00      1.122879672148E+00
    3.400000      1.443840924641E+00      1.122936305692E+00
    3.500000      1.444216106382E+00      1.122979882728E+00
    3.600000      1.444609529794E+00      1.123004267892E+00
    3.700000      1.444977579621E+00      1.123000421504E+00
    3.800000      1.445265104038E+00      1.122958545959E+00
    3.900000      1.445422302246E+00      1.122870894296E+00
    4.000000      1.445421337079E+00      1.122734487021E+00
    4.100000      1.445265881315E+00      1.122552846352E+00
    4.200000      1.444989477914E+00      1.122336080439E+00
    4.300000      1.444643312727E+00      1.122099220031E+00
    4.400000      1.444278394423E+00      1.121859380244E+00
    4.500000      1.443929185827E+00      1.121632728078E+00
    4.600000      1.443605606367E+00      1.121432147485E+00
    4.700000      1.443298135472E+00      1.121265990714E+00
    4.800000      1.442991884013E+00      1.121137744386E+00
    4.900000      1.442677158254E+00      1.121046186687E+00
    5.000000      1.442350936240E+00      1.120985763213E+00
    5.100000      1.442013932822E+00      1.120947238561E+00
    5.200000      1.441668281315E+00      1.120918859895E+00
    5.300000      1.441316657252E+00      1.120888144051E+00
    5.400000      1.440961698973E+00      1.120844087427E+00
    5.500000      1.440605437715E+00      1.120779338462E+00
    5.600000      1.440249289439E+00      1.120691817189E+00
    5.700000      1.439894460035E+00      1.120585394681E+00
    5.800000      1.439542428324E+00      1.120469448680E+00
    5.900000      1.439195554978E+00      1.120357313673E+00
    6.000000      1.438857515389E+00      1.120263832871E+00
    6.100000      1.438533026280E+00      1.120202399247E+00
    6.200000      1.438227465641E+00      1.120182013392E+00
    6.300000      1.437947136629E+00      1.120204935924E+00
    6.400000      1.437699540991E+00      1.120265439468E+00
    6.500000      1.437492488677E+00      1.120349980696E+00
    6.600000      1.437331908090E+00      1.120438859213E+00
    6.700000      1.437219420456E+00      1.120509160819E+00
    6.800000      1.437151154184E+00      1.120538547390E+00
    6.900000      1.437118442241E+00      1.120509292377E+00
    7.000000      1.437110097632E+00      1.120411892118E+00
    7.100000      1.437115629773E+00      1.120247615193E+00
    7.200000      1.437128287736E+00      1.120029481604E+00
    7.300000      1.437146597966E+00      1.119781381635E+00
    7.400000      1.437174024747E+00      1.119535332026E+00
    7.500000      1.437217290543E+00      1.119327187524E+00
    7.600000      1.437283907224E+00      1.119191422158E+00
    7.700000      1.437379339316E+00      1.119155802109E+00
    7.800000      1.437504574450E+00      1.119236838549E+00
    7.900000      1.437655387734E+00      1.119436811337E+00
    8.000000      1.437824269579E+00      1.119742906434E+00
    8.100000      1.438004338960E+00      1.120128657458E+00
    8.200000      1.438192801652E+00      1.120557492421E+00
    8.300000      1.438391530096E+00      1.120987835568E+00
    8.400000      1.438604493198E+00      1.121378968076E+00
    8.500000      1.438834248638E+00      1.121696751946E+00
    8.600000      1.439080014039E+00      1.121918371776E+00
    8.700000      1.439337802222E+00      1.122035414737E+00
    8.800000      1.439601491261E+00      1.122054839555E+00
    8.900000      1.439864020115E+00      1.121997647533E+00
    9.000000      1.440118957109E+00      1.121895361352E+00
    9.100000      1.440362793379E+00      1.121784749112E+00
    9.200000      1.440597158652E+00      1.121701576098E+00
    9.300000      1.440829233578E+00      1.121674441249E+00
    9.400000      1.441069323677E+00      1.121719845715E+00
    9.500000      1.441326622299E+00      1.121839468362E+00
    9.600000      1.441606054408E+00      1.122020198146E+00
    9.700000      1.441908235061E+00      1.122236901704E+00
    9.800000      1.442231235561E+00      1.122457342008E+00
    9.900000      1.442571245002E+00      1.122648251441E+00
   10.000000      1.442921060031E+00      1.122781378153E+00
   10.100000      1.443267861952E+00      1.122838374555E+00
   10.200000      1.443592240762E+00      1.122813641583E+00
   10.300000      1.443869639721E+00      1.122714630195E+00
   10.400000      1.444074727581E+00      1.122559582570E+00
   10.500000      1.444187727894E+00      1.122373208319E+00
   10.600000      1.444200352597E+00      1.122181242817E+00
   10.700000      1.444119238581E+00      1.122005107923E+00
   10.800000      1.443965471417E+00      1.121857889788E+00
   10.900000      1.443769540079E+00      1.121742536573E+00
   11.000000      1.443562469254E+00      1.121652631048E+00
   11.100000      1.443366173194E+00      1.121575453100E+00
   11.200000      1.443188001349E+00      1.121496479895E+00
   11.300000      1.443022781501E+00      1.121404117003E+00
   11.400000      1.442860365413E+00      1.121293406460E+00
   11.500000      1.442692801518E+00      1.121167747601E+00
   11.600000      1.442516618444E+00      1.121038230801E+00
   11.700000      1.442330602278E+00      1.120920856874E+00
   11.800000      1.442133062071E+00      1.120832474733E+00
   11.900000      1.441921964019E+00      1.120786541369E+00
   12.000000      1.441697776580E+00      1.120789743114E+00
   12.100000      1.441465909364E+00      1.120840194340E+00
   12.200000      1.441235428076E+00      1.120927488831E+00
   12.300000      1.441013992250E+00      1.121034453454E+00
   12.400000      1.440804650156E+00      1.121140140779E+00
   12.500000      1.440608451360E+00      1.121223444836E+00
   12.600000      1.440427697522E+00      1.121266716386E+00
   12.700000      1.440265606757E+00      1.121258820136E+00
   12.800000      1.440124502549E+00      1.121197148325E+00
   12.900000      1.440005487418E+00      1.121088185705E+00
   13.000000      1.439909448778E+00      1.120946384677E+00
   13.100000      1.439837366320E+00      1.120791416951E+00
   13.200000      1.439788840412E+00      1.120644274699E+00
   13.300000      1.439759758403E+00      1.120523048442E+00
   13.400000      1.439741421366E+00      1.120439350997E+00
   13.500000      1.439723019889E+00      1.120396223832E+00
   13.600000      1.439696682428E+00      1.120388011957E+00
   13.700000      1.439661611950E+00      1.120402246185E+00
   13.800000      1.439624225840E+00      1.120423135720E+00
   13.900000      1.439594368261E+00      1.120435919017E+00
   14.000000      1.439580623892E+00      1.120431094608E+00
   14.100000      1.439588001815E+00      1.120407506221E+00
   14.200000      1.439618797244E+00      1.120373436720E+00
   14.300000      1.439674494982E+00      1.120345286648E+00
   14.400000      1.439755936042E+00      1.120344014269E+00
   14.500000      1.439861265377E+00      1.120390144599E+00
   14.600000      1.439983824997E+00      1.120498608745E+00
   14.700000      1.440112575012E+00      1.120674768628E+00
   14.800000      1.440235547046E+00      1.120912649213E+00
   14.900000      1.440344353422E+00      1.121195744571E+00
   15.000000      1.440437084167E+00      1.121500030611E+00
   15.100000      1.440518135092E+00      1.121798280595E+00
   15.200000      1.440595683149E+00      1.122064606008E+00
   15.300000      1.440678958315E+00      1.122278316948E+00
   15.400000      1.440776657439E+00      1.122426547290E+00
   15.500000      1.440896207426E+00      1.122505429939E+00
   15.600000      1.441043159756E+00      1.122519838406E+00
   15.700000      1.441220602458E+00      1.122481855469E+00
   15.800000      1.441428794688E+00      1.122408263703E+00
   15.900000      1.441665171991E+00      1.122317511548E+00
   16.000000      1.441924748576E+00      1.122226743690E+00
   16.100000      1.442200558677E+00      1.122149498374E+00
   16.200000      1.442484005085E+00      1.122094497390E+00
   16.300000      1.442765969715E+00      1.122065609457E+00
   16.400000      1.443038681764E+00      1.122062678079E+00
   16.500000      1.443296159029E+00      1.122082643081E+00
   16.600000      1.443531833571E+00      1.122120384841E+00
   16.700000      1.443735206958E+00      1.122168998895E+00
   16.800000      1.443890805378E+00      1.122219640397E+00
   16.900000      1.443981034486E+00      1.122261437842E+00
   17.000000      1.443992136200E+00      1.122282048640E+00
   17.100000      1.443921080174E+00      1.122269145277E+00
   17.200000      1.443780242662E+00      1.122212632637E+00
   17.300000      1.443596452738E+00      1.122107006931E+00
   17.400000      1.443402805704E+00      1.121953204766E+00
   17.500000      1.443225645695E+00      1.121759514354E+00
   17.600000      1.443073760823E+00      1.121541358051E+00
   17.700000      1.442938261738E+00      1.121319805827E+00
   17.800000      1.442803985661E+00      1.121118667690E+00
   17.900000      1.442661787907E+00      1.120960274184E+00
   18.000000      1.442511640411E+00      1.120860706611E+00
   18.100000      1.442357295491E+00      1.120825912651E+00
   18.200000      1.442200085415E+00      1.120850226852E+00
   18.300000      1.442037698101E+00      1.120918033176E+00
   18.400000      1.441867930345E+00      1.121008040933E+00
   18.500000      1.441692977163E+00      1.121098654201E+00
   18.600000      1.441519961938E+00      1.121172717329E+00
   18.700000      1.441357453770E+00      1.121220441815E+00
   18.800000      1.441211419064E+00      1.121240089628E+00
   18.900000      1.441083977581E+00      1.121236597555E+00
   19.000000      1.440975204392E+00      1.121218695142E+00
   19.100000      1.440885734139E+00      1.121195316827E+00
   19.200000      1.440817619434E+00      1.121172290186E+00
   19.300000      1.440772144795E+00      1.121150281758E+00
   19.400000      1.440746342450E+00      1.121124658621E+00
   19.500000      1.440732206763E+00      1.121087305428E+00
   19.600000      1.440720429778E+00      1.121029758784E+00
   19.700000      1.440706035349E+00      1.120946585511E+00
   19.800000      1.440691420831E+00      1.120837915366E+00
   19.900000      1.440683969753E+00      1.120710403770E+00
   20.000000      1.440689310643E+00      1.120576447074E+00
   20.100000      1.440705075953E+00      1.120451975750E+00
   20.200000      1.440720546839E+00      1.120353467987E+00
   20.300000      1.440723123068E+00      1.120294928347E+00
   20.400000      1.440706589954E+00      1.120285503916E+00
   20.500000      1.440674981060E+00      1.120328215365E+00
   20.600000      1.440639925163E+00      1.120420001045E+00
   20.700000      1.440614100258E+00      1.120552950077E+00
   20.800000      1.440605449852E+00      1.120716304695E+00
   20.900000      1.440615702435E+00      1.120898634722E+00
   21.000000      1.440642830855E+00      1.121089600241E+00
   21.100000      1.440683664469E+00      1.121280923379E+00
   21.200000      1.440734518227E+00      1.121466502078E+00
   21.300000      1.440791191322E+00      1.121641889219E+00
   21.400000      1.440850012107E+00      1.121803527409E+00
   21.500000      1.440909433188E+00      1.121948141847E+00
   21.600000      1.440970452761E+00      1.122072579418E+00
   21.700000      1.441035277293E+00      1.122174186667E+00
   21.800000      1.441105676275E+00      1.122251584211E+00
   21.900000      1.441183203694E+00      1.122305477736E+00
   22.000000      1.441271826743E+00      1.122339038629E+00
   22.100000      1.441380760175E+00      1.122357484901E+00
   22.200000      1.441523735773E+00      1.122366810340E+00
   22.300000      1.441712399327E+00      1.122372026700E+00
   22.400000      1.441947599313E+00      1.122375584713E+00
   22.500000      1.442215675492E+00      1.122376641360E+00
   22.600000      1.442492043203E+00      1.122371515291E+00
   22.700000      1.442749458447E+00      1.122355174111E+00
   22.800000      1.442966476194E+00      1.122323173167E+00
   22.900000      1.443132258580E+00      1.122273311975E+00
   23.000000      1.443246398233E+00      1.122206437942E+00
   23.100000      1.443315324716E+00      1.122126198779E+00
   23.200000      1.443348048566E+00      1.122037940248E+00
   23.300000      1.443352748970E+00      1.121947206683E+00
   23.400000      1.443334292742E+00      1.121858362929E+00
   23.500000      1.443293018763E+00      1.121773746698E+00
   23.600000      1.443225744935E+00      1.121693554800E+00
   23.700000      1.443129384666E+00      1.121616435703E+00
   23.800000      1.443005956956E+00      1.121540552773E+00
   23.900000      1.442866259974E+00      1.121464739674E+00
   24.000000      1.442729054418E+00      1.121389340505E+00
   24.100000      1.442614183114E+00      1.121316444610E+00
   24.200000      1.442532257196E+00      1.121249461501E+00
   24.300000      1.442478410246E+00      1.121192233869E+00
   24.400000      1.442435345754E+00      1.121148034086E+00
   24.500000      1.442382052669E+00      1.121118773035E+00
   24.600000      1.442302081152E+00      1.121104611715E+00
   24.700000      1.442188603807E+00      1.121104006432E+00
   24.800000      1.442045728884E+00      1.121114112408E+00
   24.900000      1.441886525461E+00      1.121131424458E+00
   25.000000      1.441728720044E+00      1.121152510407E+00
   25.100000      1.441588869236E+00      1.121174670387E+00
   25.200000      1.441476194583E+00      1.121196347443E+00
   25.300000      1.441389635619E+00      1.121217151772E+00
   25.400000      1.441320988158E+00      1.121237451818E+00
   25.500000      1.441260990336E+00      1.121257607943E+00
   25.600000      1.441204005744E+00      1.121277039692E+00
   25.700000      1.441149998203E+00      1.121293393907E+00
   25.800000      1.441103911954E+00      1.121302103688E+00
   25.900000      1.441072889918E+00      1.121296591889E+00
   26.000000      1.441062306858E+00      1.121269265939E+00
   26.100000      1.441072319706E+00      1.121213257036E+00
   26.200000      1.441096881012E+00      1.121124590096E+00
   26.300000      1.441126132675E+00      1.121004215343E+00
   26.400000      1.441150960008E+00      1.120859230859E+00
   26.500000      1.441166788481E+00      1.120702788022E+00
   26.600000      1.441174183901E+00      1.120552567630E+00
   26.700000      1.441176630505E+00      1.120428159207E+00
   26.800000      1.441177996056E+00      1.120347953140E+00
   26.900000      1.441181526545E+00      1.120326178067E+00
   27.000000      1.441190157228E+00      1.120370574366E+00
   27.100000      1.441206618788E+00      1.120481045490E+00
   27.200000      1.441232363255E+00      1.120649539254E+00
   27.300000      1.441266075219E+00      1.120861308289E+00
   27.400000      1.441303390329E+00      1.121097470946E+00
   27.500000      1.441338458686E+00      1.121338431997E+00
   27.600000      1.441366565089E+00      1.121567368281E+00
   27.700000      1.441386259402E+00      1.121772842430E+00
   27.800000      1.441399843468E+00      1.121949803132E+00
   27.900000      1.441412495626E+00      1.122098723943E+00
   28.000000      1.441430939217E+00      1.122223242621E+00
   28.100000      1.441461515401E+00      1.122327159022E+00
   28.200000      1.441508067899E+00      1.122411852880E+00
   28.300000      1.441572324522E+00      1.122475028569E+00
   28.400000      1.441657081250E+00      1.122511241965E+00
   28.500000      1.441768864212E+00      1.122514066360E+00
   28.600000      1.441917588145E+00      1.122479194988E+00
   28.700000      1.442112572350E+00      1.122407420095E+00
   28.800000      1.442355428106E+00      1.122306382028E+00
   28.900000      1.442632659296E+00      1.122190288952E+00
   29.000000      1.442918072044E+00      1.122077423929E+00
   29.100000      1.443185794413E+00      1.121986021308E+00
   29.200000      1.443419264459E+00      1.121929740777E+00
   29.300000      1.443611427079E+00      1.121914207644E+00
   29.400000      1.443759312316E+00      1.121935767250E+00
   29.500000      1.443858345538E+00      1.121982814262E+00
   29.600000      1.443900111722E+00      1.122039131220E+00
   29.700000      1.443875576651E+00      1.122088005160E+00
   29.800000      1.443782978605E+00      1.122115754676E+00
   29.900000      1.443634615989E+00      1.122113704736E+00
   30.000000      1.443456718304E+00      1.122078368216E+00
   30.100000      1.443280624136E+00      1.122010299472E+00
   30.200000      1.443129103950E+00      1.121912493111E+00
   30.300000      1.443007420286E+00      1.121789185022E+00
   30.400000      1.442905916045E+00      1.121645533609E+00
   30.500000      1.442810033778E+00      1.121488117493E+00
   30.600000      1.442709030425E+00      1.121325727558E+00
   30.700000      1.442598815736E+00      1.121169744927E+00
   30.800000      1.442479814895E+00      1.121033544317E+00
   30.900000      1.442353645065E+00      1.120930765723E+00
   31.000000      1.442221579658E+00      1.120872780915E+00
   31.100000      1.442084876419E+00      1.120866049344E+00
   31.200000      1.441945440536E+00      1.120910173227E+00
   31.300000      1.441805891996E+00      1.120997291302E+00
   31.400000      1.441669389398E+00      1.121113068610E+00
   31.500000      1.441539641665E+00      1.121239084772E+00
   31.600000      1.441420780017E+00      1.121356043149E+00
   31.700000      1.441317057470E+00      1.121447026316E+00
   31.800000      1.441232554016E+00      1.121500054852E+00
   31.900000      1.441170704102E+00      1.121509444870E+00
   32.000000      1.441133470474E+00      1.121475824727E+00
   32.100000      1.441120088649E+00      1.121405044023E+00
   32.200000      1.441125648830E+00      1.121306464862E+00
   32.300000      1.441140639281E+00      1.121191183539E+00
   32.400000      1.441152966961E+00      1.121070584837E+00
   32.500000      1.441152449850E+00      1.120955360600E+00
   32.600000      1.441135507845E+00      1.120854864069E+00
   32.700000      1.441107378407E+00      1.120776551348E+00
   32.800000      1.441080392942E+00      1.120725340494E+00
   32.900000      1.441068431954E+00      1.120702945516E+00
   33.000000      1.441079406984E+00      1.120707470965E+00
   33.100000      1.441109407849E+00      1.120733622690E+00
   33.200000      1.441143690898E+00      1.120773733946E+00
   33.300000      1.441165475933E+00      1.120819503453E+00
   33.400000      1.441165080428E+00      1.120864065452E+00
   33.500000      1.441143089283E+00      1.120903892799E+00
   33.600000      1.441107987986E+00      1.120940072556E+00
   33.700000      1.441071688607E+00      1.120978600946E+00
   33.800000      1.441045066366E+00      1.121029472393E+00
   33.900000      1.441033018841E+00      1.121104534653E+00
   34.000000      1.441030817096E+00      1.121214404452E+00
   34.100000      1.441027788681E+00      1.121365116072E+00
   34.200000      1.441016870903E+00      1.121555414583E+00
   34.300000      1.441000991610E+00      1.121775539587E+00
   34.400000      1.440992449989E+00      1.122007975045E+00
   34.500000      1.441006638126E+00      1.122230116065E+00
   34.600000      1.441054253903E+00      1.122418299765E+00
   34.700000      1.441138305467E+00      1.122552287910E+00
   34.800000      1.441257047012E+00      1.122619157611E+00
   34.900000      1.441407781190E+00      1.122615701578E+00
   35.000000      1.441588713524E+00      1.122548824561E+00
   35.100000      1.441797503910E+00      1.122433907694E+00
   35.200000      1.442029679363E+00      1.122291546845E+00
   35.300000      1.442278473435E+00      1.122143398787E+00
   35.400000      1.442534355708E+00      1.122008094067E+00
   35.500000      1.442781945857E+00      1.121898227548E+00
   35.600000      1.442997684107E+00      1.121819162399E+00
   35.700000      1.443155563235E+00      1.121769747357E+00
   35.800000      1.443238409480E+00      1.121744326152E+00
   35.900000      1.443245815430E+00      1.121735063369E+00
   36.000000      1.443193323201E+00      1.121733845164E+00
   36.100000      1.443104184573E+00      1.121733575987E+00
   36.200000      1.443000404646E+00      1.121729065434E+00
   36.300000      1.442898734203E+00      1.121717615967E+00
   36.400000      1.442811000867E+00      1.121699123454E+00
   36.500000      1.442744206304E+00      1.121675449335E+00
   36.600000      1.442698708325E+00      1.121649176043E+00
   36.700000      1.442667879778E+00      1.121622292914E+00
   36.800000      1.442642344447E+00      1.121595424232E+00
   36.900000      1.442616701810E+00      1.121567815512E+00
   37.000000      1.442592947172E+00      1.121537808966E+00
   37.100000      1.442576838902E+00      1.121503395161E+00
   37.200000      1.442569924057E+00      1.121462672793E+00
   37.300000      1.442564522027E+00      1.121414334266E+00
   37.400000      1.442546447467E+00      1.121358286127E+00
   37.500000      1.442503257603E+00      1.121296249421E+00
   37.600000      1.442431577252E+00      1.121232006091E+00
   37.700000      1.442338836411E+00      1.121171104352E+00
   37.800000      1.442239655922E+00      1.121120177745E+00
   37.900000      1.442149463832E+00      1.121086213246E+00
   38.000000      1.442076919268E+00      1.121075928592E+00
   38.100000      1.442020012400E+00      1.121095062152E+00
   38.200000      1.441970692799E+00      1.121147210983E+00
   38.300000      1.441921737197E+00      1.121232088498E+00
   38.400000      1.441870241544E+00      1.121343584701E+00
   38.500000      1.441818012029E+00      1.121468452047E+00
   38.600000      1.441769070424E+00      1.121586514487E+00
   38.700000      1.441725725190E+00      1.121672944429E+00
   38.800000      1.441686520278E+00      1.121702527666E+00
   38.900000      1.441647825779E+00      1.121655180882E+00
   39.000000      1.441607473359E+00      1.121521504450E+00
   39.100000      1.441567543974E+00      1.121306963163E+00
   39.200000      1.441534297074E+00      1.121033430658E+00
   39.300000      1.441514927957E+00      1.120737298912E+00
   39.400000      1.441513100811E+00      1.120464085017E+00
   39.500000      1.441527258596E+00      1.120260340233E+00
   39.600000      1.441552481128E+00      1.120164475661E+00
   39.700000      1.441581914304E+00      1.120198604350E+00
   39.800000      1.441606229181E+00      1.120363438594E+00
   39.900000      1.441613517212E+00      1.120637611194E+00
   40.000000      1.441592392970E+00      1.120981681370E+00
   40.100000      1.441538209926E+00      1.121345898499E+00
   40.200000      1.441458108388E+00      1.121679916216E+00
   40.300000      1.441369640712E+00      1.121942308866E+00
   40.400000      1.441292305841E+00      1.122107940588E+00
   40.500000      1.441237873641E+00      1.122171804828E+00
   40.600000      1.441207285207E+00      1.122148695557E+00
   40.700000      1.441195664525E+00      1.122068868005E+00
   40.800000      1.441199591487E+00      1.121970624530E+00
   40.900000      1.441220390511E+00      1.121891419211E+00
   41.000000      1.441261891825E+00      1.121859449888E+00
   41.100000      1.441325890722E+00      1.121887639724E+00
   41.200000      1.441409767618E+00      1.121971355288E+00
   41.300000      1.441507916283E+00      1.122090290766E+00
   41.400000      1.441615367065E+00      1.122213928389E+00
   41.500000      1.441730016872E+00      1.122309152023E+00
   41.600000      1.441851555256E+00      1.122348153120E+00
   41.700000      1.441978293985E+00      1.122314800584E+00
   41.800000      1.442104189543E+00      1.122208096191E+00
