# M=12, N=6, V0=0.0, V=0.25, PBC
#  time (tJ)                       0                       1                       2                       3                       4                       5                       6                       7                       8                       9                      10                      11
    0.000000      5.000000000000E-01      1.463319220120E-01      2.500000000000E-01      2.361111111111E-01      2.500000000000E-01      2.425569668769E-01      2.500000000000E-01      2.425569668769E-01      2.500000000000E-01      2.361111111111E-01      2.500000000000E-01      1.463319220120E-01
    0.100000      5.000000000000E-01      1.458548349707E-01      2.506984575192E-01      2.358618447193E-01      2.500668247296E-01      2.424941885754E-01      2.500476989717E-01      2.424941885754E-01      2.500668247296E-01      2.358618447193E-01      2.506984575192E-01      1.458548349707E-01
    0.200000      5.000000000000E-01      1.445258728714E-01      2.526157776790E-01      2.351945574147E-01      2.502646313558E-01      2.423052101589E-01      2.501879010405E-01      2.423052101589E-01      2.502646313558E-01      2.351945574147E-01      2.526157776790E-01      1.445258728714E-01
    0.300000      5.000000000000E-01      1.426258917430E-01      2.552690238409E-01      2.343209064023E-01      2.505877761900E-01      2.419908489410E-01      2.504111057657E-01      2.419908489410E-01      2.505877761900E-01      2.343209064023E-01      2.552690238409E-01      1.426258917430E-01
    0.400000      5.000000000000E-01      1.405436713626E-01      2.580077818617E-01      2.335058182793E-01      2.510322829119E-01      2.415606345071E-01      2.506996221546E-01      2.415606345071E-01      2.510322829119E-01      2.335058182793E-01      2.580077818617E-01      1.405436713626E-01
    0.500000      5.000000000000E-01      1.386807781189E-01      2.601945985674E-01      2.329720583219E-01      2.515971493203E-01      2.410417358723E-01      2.510273595985E-01      2.410417358723E-01      2.515971493203E-01      2.329720583219E-01      2.601945985674E-01      1.386807781189E-01
    0.600000      5.000000000000E-01      1.373582912435E-01      2.613731479969E-01      2.328239296124E-01      2.522775634163E-01      2.404854463477E-01      2.513632427664E-01      2.404854463477E-01      2.522775634163E-01      2.328239296124E-01      2.613731479969E-01      1.373582912435E-01
    0.700000      5.000000000000E-01      1.367499470796E-01      2.613751391053E-01      2.330182615933E-01      2.530501601008E-01      2.399669294959E-01      2.516791252505E-01      2.399669294959E-01      2.530501601008E-01      2.330182615933E-01      2.613751391053E-01      1.367499470796E-01
    0.800000      5.000000000000E-01      1.368572891943E-01      2.603388378917E-01      2.333914132037E-01      2.538567952637E-01      2.395753739940E-01      2.519605809050E-01      2.395753739940E-01      2.538567952637E-01      2.333914132037E-01      2.603388378917E-01      1.368572891943E-01
    0.900000      5.000000000000E-01      1.375295026470E-01      2.586412367722E-01      2.337289355044E-01      2.545973439674E-01      2.393948035417E-01      2.522163551344E-01      2.393948035417E-01      2.545973439674E-01      2.337289355044E-01      2.586412367722E-01      1.375295026470E-01
    1.000000      5.000000000000E-01      1.385180298384E-01      2.567720772908E-01      2.338488605710E-01      2.551407967345E-01      2.394797579790E-01      2.524809551726E-01      2.394797579790E-01      2.551407967345E-01      2.338488605710E-01      2.567720772908E-01      1.385180298384E-01
    1.100000      5.000000000000E-01      1.395476324160E-01      2.551926404256E-01      2.336663031865E-01      2.553570339279E-01      2.398333827301E-01      2.528060146279E-01      2.398333827301E-01      2.553570339279E-01      2.336663031865E-01      2.551926404256E-01      1.395476324160E-01
    1.200000      5.000000000000E-01      1.403834059882E-01      2.542217087683E-01      2.332167472398E-01      2.551617210460E-01      2.403964538325E-01      2.532399262507E-01      2.403964538325E-01      2.551617210460E-01      2.332167472398E-01      2.542217087683E-01      1.403834059882E-01
    1.300000      5.000000000000E-01      1.408772660492E-01      2.539772692822E-01      2.326332340688E-01      2.545583474090E-01      2.410535344926E-01      2.538006973965E-01      2.410535344926E-01      2.545583474090E-01      2.326332340688E-01      2.539772692822E-01      1.408772660492E-01
    1.400000      5.000000000000E-01      1.409855550829E-01      2.543816331676E-01      2.320908393615E-01      2.536589009416E-01      2.416571764002E-01      2.544517900924E-01      2.416571764002E-01      2.536589009416E-01      2.320908393615E-01      2.543816331676E-01      1.409855550829E-01
    1.500000      5.000000000000E-01      1.407586081359E-01      2.552175795428E-01      2.317429446137E-01      2.526700671876E-01      2.420646381061E-01      2.550923248280E-01      2.420646381061E-01      2.526700671876E-01      2.317429446137E-01      2.552175795428E-01      1.407586081359E-01
    1.600000      5.000000000000E-01      1.403104367010E-01      2.562103297087E-01      2.316740285096E-01      2.518437272907E-01      2.421765390844E-01      2.555698774112E-01      2.421765390844E-01      2.518437272907E-01      2.316740285096E-01      2.562103297087E-01      1.403104367010E-01
    1.700000      5.000000000000E-01      1.397803115220E-01      2.571075356964E-01      2.318840355365E-01      2.514044541210E-01      2.419653749348E-01      2.557165763787E-01      2.419653749348E-01      2.514044541210E-01      2.318840355365E-01      2.571075356964E-01      1.397803115220E-01
    1.800000      5.000000000000E-01      1.392976048599E-01      2.577359098986E-01      2.323048593208E-01      2.514770289167E-01      2.414846637279E-01      2.553998665525E-01      2.414846637279E-01      2.514770289167E-01      2.323048593208E-01      2.577359098986E-01      1.392976048599E-01
    1.900000      5.000000000000E-01      1.389577740568E-01      2.580246184036E-01      2.328366742520E-01      2.520392856806E-01      2.408556632650E-01      2.545719686838E-01      2.408556632650E-01      2.520392856806E-01      2.328366742520E-01      2.580246184036E-01      1.389577740568E-01
