# M=24, N=12, V0=0.0, V=0.25, PBC
#  time (tJ)                       0                       1                       2                       3                       4                       5                       6                       7                       8                       9                      10                      11                      12                      13                      14                      15                      16                      17                      18                      19                      20                      21                      22                      23
    0.000000      5.000000000000E-01      1.480981240608E-01      2.500000000000E-01      2.381450917973E-01      2.500000000000E-01      2.453152840756E-01      2.500000000000E-01      2.472416828012E-01      2.500000000000E-01      2.479660193138E-01      2.500000000000E-01      2.482337979512E-01      2.500000000000E-01      2.482337979512E-01      2.500000000000E-01      2.479660193138E-01      2.500000000000E-01      2.472416828012E-01      2.500000000000E-01      2.453152840756E-01      2.500000000000E-01      2.381450917973E-01      2.500000000000E-01      1.480981240608E-01
    0.100000      5.000000000000E-01      1.476332932531E-01      2.506764991835E-01      2.379145214884E-01      2.500499320133E-01      2.452742150517E-01      2.500232234314E-01      2.472215207848E-01      2.500151280568E-01      2.479520597241E-01      2.500120507050E-01      2.482219485637E-01      2.500112154882E-01      2.482219485637E-01      2.500120507050E-01      2.479520597241E-01      2.500151280568E-01      2.472215207848E-01      2.500232234314E-01      2.452742150517E-01      2.500499320133E-01      2.379145214884E-01      2.506764991835E-01      1.476332932531E-01
    0.200000      5.000000000000E-01      1.463383485810E-01      2.525325275479E-01      2.373016298401E-01      2.501971169859E-01      2.451499920968E-01      2.500912562531E-01      2.471620066031E-01      2.500595086866E-01      2.479110080566E-01      2.500474081184E-01      2.481871358842E-01      2.500441226921E-01      2.481871358842E-01      2.500474081184E-01      2.479110080566E-01      2.500595086866E-01      2.471620066031E-01      2.500912562531E-01      2.451499920968E-01      2.501971169859E-01      2.373016298401E-01      2.525325275479E-01      1.463383485810E-01
    0.300000      5.000000000001E-01      1.444864932766E-01      2.550979829304E-01      2.365129980103E-01      2.504367080332E-01      2.449419537155E-01      2.501988148244E-01      2.470661424481E-01      2.501300112732E-01      2.478454308767E-01      2.501036103189E-01      2.481316370102E-01      2.500964345650E-01      2.481316370102E-01      2.501036103189E-01      2.478454308767E-01      2.501300112732E-01      2.470661424481E-01      2.501988148244E-01      2.449419537155E-01      2.504367080332E-01      2.365129980103E-01      2.550979829304E-01      1.444864932766E-01
    0.400000      5.000000000000E-01      1.424556365378E-01      2.577409518030E-01      2.358051978217E-01      2.507678676923E-01      2.446561422882E-01      2.503362907380E-01      2.469391167267E-01      2.502211297370E-01      2.477597904137E-01      2.501763811471E-01      2.480594011746E-01      2.501641878402E-01      2.480594011746E-01      2.501763811471E-01      2.477597904137E-01      2.502211297370E-01      2.469391167267E-01      2.503362907380E-01      2.446561422882E-01      2.507678676923E-01      2.358051978217E-01      2.577409518030E-01      1.424556365378E-01
    0.500000      5.000000000000E-01      1.406356855826E-01      2.598443550992E-01      2.353898142606E-01      2.511969104081E-01      2.443132406677E-01      2.504898423761E-01      2.467882990573E-01      2.503248835463E-01      2.476604285642E-01      2.502596247103E-01      2.479760411832E-01      2.502417490888E-01      2.479760411832E-01      2.502596247103E-01      2.476604285642E-01      2.503248835463E-01      2.467882990573E-01      2.504898423761E-01      2.443132406677E-01      2.511969104081E-01      2.353898142606E-01      2.598443550992E-01      1.406356855826E-01
    0.600000      5.000000000001E-01      1.393379511296E-01      2.609698203903E-01      2.353582010349E-01      2.517316500556E-01      2.439544578645E-01      2.506433724343E-01      2.466229100092E-01      2.504311721230E-01      2.475551305434E-01      2.503457762588E-01      2.478884815959E-01      2.503221531206E-01      2.478884815959E-01      2.503457762588E-01      2.475551305434E-01      2.504311721230E-01      2.466229100092E-01      2.506433724344E-01      2.439544578645E-01      2.517316500556E-01      2.353582010349E-01      2.609698203903E-01      1.393379511296E-01
    0.700000      5.000000000000E-01      1.387306588702E-01      2.609606410739E-01      2.356542307477E-01      2.523662744563E-01      2.436413271557E-01      2.507827925030E-01      2.464534405145E-01      2.505287646516E-01      2.474521664140E-01      2.504265998250E-01      2.478041751555E-01      2.503978572649E-01      2.478041751555E-01      2.504265998250E-01      2.474521664140E-01      2.505287646516E-01      2.464534405145E-01      2.507827925030E-01      2.436413271557E-01      2.523662744563E-01      2.356542307477E-01      2.609606410739E-01      1.387306588702E-01
    0.800000      4.999999999999E-01      1.388156356802E-01      2.599575378254E-01      2.361035960342E-01      2.530628205083E-01      2.434464972988E-01      2.509016933622E-01      2.462911532546E-01      2.506069036820E-01      2.473589438793E-01      2.504943291977E-01      2.477299816827E-01      2.504618151895E-01      2.477299816827E-01      2.504943291977E-01      2.473589438793E-01      2.506069036820E-01      2.462911532546E-01      2.509016933622E-01      2.434464972988E-01      2.530628205083E-01      2.361035960342E-01      2.599575378254E-01      1.388156356802E-01
    0.900000      5.000000000000E-01      1.394484820784E-01      2.583299200944E-01      2.364858448599E-01      2.537399056420E-01      2.434354834321E-01      2.510062144460E-01      2.461480579042E-01      2.506573126959E-01      2.472806238459E-01      2.505428818113E-01      2.476709656087E-01      2.505086151615E-01      2.476709656087E-01      2.505428818113E-01      2.472806238459E-01      2.506573126959E-01      2.461480579042E-01      2.510062144460E-01      2.434354834321E-01      2.537399056420E-01      2.364858448599E-01      2.583299200944E-01      1.394484820784E-01
    1.000000      5.000000000000E-01      1.403921999272E-01      2.565511743288E-01      2.366194511025E-01      2.542786866293E-01      2.436433871564E-01      2.511162516196E-01      2.460374693909E-01      2.506762909410E-01      2.472191537834E-01      2.505688189783E-01      2.476294330346E-01      2.505353662166E-01      2.476294330346E-01      2.505688189782E-01      2.472191537834E-01      2.506762909410E-01      2.460374693909E-01      2.511162516196E-01      2.436433871564E-01      2.542786866293E-01      2.366194511025E-01      2.565511743288E-01      1.403921999272E-01
    1.100000      4.999999999998E-01      1.413860910142E-01      2.550607519707E-01      2.364269135483E-01      2.545495539934E-01      2.440542633942E-01      2.512607581361E-01      2.459746830836E-01      2.506665488148E-01      2.471731160400E-01      2.505718103681E-01      2.476044695981E-01      2.505420800767E-01      2.476044695981E-01      2.505718103682E-01      2.471731160400E-01      2.506665488148E-01      2.459746830836E-01      2.512607581361E-01      2.440542633942E-01      2.545495539934E-01      2.364269135483E-01      2.550607519706E-01      1.413860910142E-01
    1.200000      4.999999999999E-01      1.422098452046E-01      2.541548333680E-01      2.359567484841E-01      2.544533899333E-01      2.445921848677E-01      2.514669110475E-01      2.459767147579E-01      2.506384207872E-01      2.471385860283E-01      2.505545475126E-01      2.475920898796E-01      2.505314562584E-01      2.475920898797E-01      2.505545475126E-01      2.471385860283E-01      2.506384207872E-01      2.459767147579E-01      2.514669110475E-01      2.445921848676E-01      2.544533899333E-01      2.359567484841E-01      2.541548333680E-01      1.422098452046E-01
    1.300000      4.999999999999E-01      1.427269277402E-01      2.539331140736E-01      2.353574715599E-01      2.539628458728E-01      2.451307742354E-01      2.517457767087E-01      2.460598733926E-01      2.506100298296E-01      2.471109108332E-01      2.505222538150E-01      2.475859409058E-01      2.505081620662E-01      2.475859409058E-01      2.505222538150E-01      2.471109108332E-01      2.506100298296E-01      2.460598733926E-01      2.517457767087E-01      2.451307742354E-01      2.539628458728E-01      2.353574715599E-01      2.539331140736E-01      1.427269277402E-01
