# M=10, N=5, V0=0.0, V=-0.5, PBC
#  time (tJ)                       0                       1                       2                       3                       4                       5                       6                       7                       8                       9
    0.000000      5.000000000000E-01      1.452786404500E-01      2.500000000000E-01      2.347213595500E-01      2.500000000000E-01      2.400000000000E-01      2.500000000000E-01      2.347213595500E-01      2.500000000000E-01      1.452786404500E-01
    0.100000      5.000000000000E-01      1.462485505159E-01      2.485773550158E-01      2.352424051330E-01      2.498435616715E-01      2.401762553277E-01      2.498435616715E-01      2.352424051330E-01      2.485773550158E-01      1.462485505159E-01
    0.200000      5.000000000000E-01      1.489501808790E-01      2.446957525510E-01      2.365826725616E-01      2.494335612484E-01      2.406756655198E-01      2.494335612484E-01      2.365826725616E-01      2.446957525510E-01      1.489501808790E-01
    0.300000      5.000000000000E-01      1.528148762885E-01      2.393958270111E-01      2.381636053344E-01      2.489133451592E-01      2.414246924135E-01      2.489133451592E-01      2.381636053344E-01      2.393958270111E-01      1.528148762885E-01
    0.400000      5.000000000000E-01      1.570632948130E-01      2.340572618869E-01      2.392847038033E-01      2.484256594067E-01      2.423381601802E-01      2.484256594067E-01      2.392847038033E-01      2.340572618869E-01      1.570632948130E-01
    0.500000      5.000000000000E-01      1.609040897704E-01      2.299917092870E-01      2.394068315092E-01      2.480253362184E-01      2.433440664300E-01      2.480253362184E-01      2.394068315092E-01      2.299917092870E-01      1.609040897704E-01
    0.600000      5.000000000000E-01      1.637228764186E-01      2.280763936951E-01      2.383720660204E-01      2.476396868031E-01      2.443779541256E-01      2.476396868031E-01      2.383720660204E-01      2.280763936951E-01      1.637228764186E-01
    0.700000      5.000000000000E-01      1.652089993072E-01      2.285416975252E-01      2.364742076797E-01      2.471028048132E-01      2.453445813491E-01      2.471028048132E-01      2.364742076797E-01      2.285416975252E-01      1.652089993072E-01
    0.800000      5.000000000000E-01      1.653899532046E-01      2.309687711310E-01      2.343550571056E-01      2.462506814607E-01      2.460710741963E-01      2.462506814607E-01      2.343550571056E-01      2.309687711310E-01      1.653899532046E-01
    0.900000      5.000000000000E-01      1.645735589365E-01      2.344801954533E-01      2.327705426677E-01      2.450298257040E-01      2.462917544770E-01      2.450298257040E-01      2.327705426677E-01      2.344801954533E-01      1.645735589365E-01
