# M=14, N=7, V0=0.0, V=-1.9, PBC
#  time (tJ)                 S₁(ℓ=7)                 S₂(ℓ=7)
    0.000000      1.226143807842E+00      9.783680249733E-01
    0.100000      1.238713422579E+00      9.862774861545E-01
    0.200000      1.274073154257E+00      1.009037252264E+00
    0.300000      1.326589677469E+00      1.043982277468E+00
    0.400000      1.389670195714E+00      1.087401059580E+00
    0.500000      1.457650441651E+00      1.135394209763E+00
    0.600000      1.526769539532E+00      1.184670355927E+00
    0.700000      1.595208780302E+00      1.233037394547E+00
    0.800000      1.662541800600E+00      1.279481823537E+00
    0.900000      1.729033395080E+00      1.323906803942E+00
    1.000000      1.795105400219E+00      1.366723858019E+00
    1.100000      1.861079815082E+00      1.408504986710E+00
    1.200000      1.927131931009E+00      1.449813545876E+00
    1.300000      1.993308344598E+00      1.491201727323E+00
    1.400000      2.059486763914E+00      1.533257154804E+00
    1.500000      2.125229891873E+00      1.576550523699E+00
    1.600000      2.189562617873E+00      1.621396218465E+00
    1.700000      2.250771430677E+00      1.667466831961E+00
    1.800000      2.306393725762E+00      1.713444656869E+00
    1.900000      2.353555936634E+00      1.756966402384E+00
    2.000000      2.389667852330E+00      1.795044346364E+00
    2.100000      2.413210550061E+00      1.824917681750E+00
    2.200000      2.424259171793E+00      1.845012157489E+00
    2.300000      2.424538694906E+00      1.855556469227E+00
    2.400000      2.417040126691E+00      1.858537170652E+00
    2.500000      2.405318296348E+00      1.856989479577E+00
    2.600000      2.392604164126E+00      1.853921632030E+00
    2.700000      2.380964011814E+00      1.851312072038E+00
    2.800000      2.370859962571E+00      1.849569544638E+00
    2.900000      2.361349727622E+00      1.847646680310E+00
    3.000000      2.350838775718E+00      1.843730673029E+00
    3.100000      2.338076954237E+00      1.836207955253E+00
    3.200000      2.322968357263E+00      1.824508548751E+00
    3.300000      2.306791868156E+00      1.809509392552E+00
    3.400000      2.291828896094E+00      1.793365664202E+00
    3.500000      2.280676381303E+00      1.778862697431E+00
    3.600000      2.275429913552E+00      1.768557250725E+00
    3.700000      2.276913718211E+00      1.764037956730E+00
    3.800000      2.284352268771E+00      1.765562320068E+00
    3.900000      2.295750415813E+00      1.772166662490E+00
    4.000000      2.308761938191E+00      1.782161418875E+00
    4.100000      2.321522153824E+00      1.793775980189E+00
    4.200000      2.333051386266E+00      1.805668411241E+00
    4.300000      2.343165172530E+00      1.817105954529E+00
    4.400000      2.352055497823E+00      1.827808991296E+00
    4.500000      2.359841898146E+00      1.837623345992E+00
    4.600000      2.366322746650E+00      1.846253429385E+00
    4.700000      2.371025601393E+00      1.853230882280E+00
    4.800000      2.373530325180E+00      1.858144907972E+00
    4.900000      2.373915343641E+00      1.860992956727E+00
    5.000000      2.373028158227E+00      1.862417098810E+00
    5.100000      2.372317256179E+00      1.863640498213E+00
    5.200000      2.373240968307E+00      1.866084638011E+00
    5.300000      2.376560956756E+00      1.870817036905E+00
    5.400000      2.381895723065E+00      1.878058780971E+00
    5.500000      2.387783993413E+00      1.886968738526E+00
    5.600000      2.392201673214E+00      1.895837012717E+00
    5.700000      2.393259253243E+00      1.902657703970E+00
    5.800000      2.389820303626E+00      1.905853046077E+00
    5.900000      2.381825311118E+00      1.904823739704E+00
    6.000000      2.370259728186E+00      1.900102308110E+00
    6.100000      2.356857678854E+00      1.893104272495E+00
    6.200000      2.343646033752E+00      1.885631157556E+00
    6.300000      2.332440467191E+00      1.879316658992E+00
    6.400000      2.324419573925E+00      1.875182501326E+00
    6.500000      2.319888083393E+00      1.873427345541E+00
    6.600000      2.318326925447E+00      1.873498693388E+00
    6.700000      2.318736157552E+00      1.874400711740E+00
    6.800000      2.320073504273E+00      1.875120176453E+00
    6.900000      2.321672251644E+00      1.875035811431E+00
    7.000000      2.323587883736E+00      1.874186971263E+00
    7.100000      2.326652918351E+00      1.873302360759E+00
    7.200000      2.332163864588E+00      1.873560166424E+00
    7.300000      2.341354368159E+00      1.876165103088E+00
    7.400000      2.354826567756E+00      1.881910218628E+00
    7.500000      2.372203202057E+00      1.890882245692E+00
    7.600000      2.392185672575E+00      1.902389766807E+00
    7.700000      2.412902979115E+00      1.915101083298E+00
    7.800000      2.432333775854E+00      1.927312738112E+00
    7.900000      2.448648934709E+00      1.937246833862E+00
    8.000000      2.460421188257E+00      1.943294969399E+00
    8.100000      2.466699532642E+00      1.944167392263E+00
    8.200000      2.466981943361E+00      1.938943365301E+00
    8.300000      2.461134748828E+00      1.927050856527E+00
    8.400000      2.449266812749E+00      1.908236938192E+00
    8.500000      2.431643804249E+00      1.882604576958E+00
    8.600000      2.408676376934E+00      1.850748529354E+00
    8.700000      2.380931622018E+00      1.813920198034E+00
    8.800000      2.349177935452E+00      1.774057882307E+00
    8.900000      2.314422287536E+00      1.733536570711E+00
    9.000000      2.277889063553E+00      1.694647588176E+00
    9.100000      2.240925146833E+00      1.659004642015E+00
    9.200000      2.204807147606E+00      1.627134503720E+00
    9.300000      2.170422844630E+00      1.598405931776E+00
    9.400000      2.137921882640E+00      1.571288993001E+00
    9.500000      2.106615480865E+00      1.543848992763E+00
    9.600000      2.075299356655E+00      1.514368475882E+00
    9.700000      2.042833874577E+00      1.481958923635E+00
    9.800000      2.008773016014E+00      1.446951642964E+00
    9.900000      1.973742312041E+00      1.410871568114E+00
   10.000000      1.939379110667E+00      1.375982139589E+00
   10.100000      1.907937135003E+00      1.344621408656E+00
   10.200000      1.881776878990E+00      1.318631428023E+00
   10.300000      1.862802384603E+00      1.299070544673E+00
   10.400000      1.851969013363E+00      1.286216030233E+00
   10.500000      1.849060064988E+00      1.279749942515E+00
   10.600000      1.852827466783E+00      1.279008477970E+00
   10.700000      1.861507765709E+00      1.283208250564E+00
   10.800000      1.873581963184E+00      1.291587797769E+00
   10.900000      1.888248226589E+00      1.303427609306E+00
   11.000000      1.905284538064E+00      1.317968683902E+00
   11.100000      1.924533578430E+00      1.334320096753E+00
   11.200000      1.945420836327E+00      1.351468777172E+00
   11.300000      1.966849177051E+00      1.368447450759E+00
   11.400000      1.987605106696E+00      1.384612030914E+00
   11.500000      2.006897159296E+00      1.399891909593E+00
   11.600000      2.024672633769E+00      1.414858267057E+00
   11.700000      2.041613217394E+00      1.430525954624E+00
   11.800000      2.058795538114E+00      1.447936844187E+00
   11.900000      2.077138329346E+00      1.467698562141E+00
   12.000000      2.096902946969E+00      1.489698116477E+00
   12.100000      2.117589309794E+00      1.513137433463E+00
   12.200000      2.138295318681E+00      1.536871712345E+00
   12.300000      2.158155149431E+00      1.559861342132E+00
   12.400000      2.176494567865E+00      1.581486951530E+00
   12.500000      2.192790430613E+00      1.601574264870E+00
   12.600000      2.206577697912E+00      1.620162954784E+00
   12.700000      2.217409623840E+00      1.637200985445E+00
   12.800000      2.224934920279E+00      1.652364471832E+00
   12.900000      2.229052103114E+00      1.665097603737E+00
   13.000000      2.230020289524E+00      1.674821408996E+00
   13.100000      2.228427436114E+00      1.681178463451E+00
   13.200000      2.225038998562E+00      1.684198382105E+00
   13.300000      2.220618019166E+00      1.684324640849E+00
   13.400000      2.215767987231E+00      1.682283112452E+00
   13.500000      2.210806790592E+00      1.678826455538E+00
   13.600000      2.205724509188E+00      1.674473537253E+00
   13.700000      2.200304054201E+00      1.669402623148E+00
   13.800000      2.194410265200E+00      1.663581447666E+00
   13.900000      2.188318833065E+00      1.657070841514E+00
   14.000000      2.182731963066E+00      1.650331436122E+00
   14.100000      2.178748459822E+00      1.644365570041E+00
   14.200000      2.177728102438E+00      1.640621003510E+00
   14.300000      2.180929296067E+00      1.640688172478E+00
   14.400000      2.189117855921E+00      1.645876641258E+00
   14.500000      2.202249571384E+00      1.656775390164E+00
   14.600000      2.219221291913E+00      1.672929841308E+00
   14.700000      2.238030290072E+00      1.692788887539E+00
   14.800000      2.256373612444E+00      1.714018395568E+00
   14.900000      2.272328437005E+00      1.734123382664E+00
   15.000000      2.284810256171E+00      1.751156520395E+00
   15.100000      2.293741315347E+00      1.764241398361E+00
   15.200000      2.300079342553E+00      1.773736605695E+00
   15.300000      2.305630028600E+00      1.781019889219E+00
