# M=18, N=9, max=1, V0=0.0, V=-0.25, PBC
#  time (tJ)                 S₁(n=1)                 S₂(n=1)
    0.000000     -1.332267629550E-15      1.332267629550E-15
    0.100000      1.127377465277E-03      2.257153786696E-04
    0.200000      3.722517507731E-03      8.611412176083E-04
    0.300000      7.079310491483E-03      1.791208299576E-03
    0.400000      1.059899030150E-02      2.854906679561E-03
    0.500000      1.377965124918E-02      3.882323687932E-03
    0.600000      1.626230343797E-02      4.731228727625E-03
    0.700000      1.786103615011E-02      5.313823005455E-03
    0.800000      1.856554584159E-02      5.607699694719E-03
    0.900000      1.851608250792E-02      5.649969166347E-03
    1.000000      1.795681763125E-02      5.518251857345E-03
    1.100000      1.717706569791E-02      5.305372212221E-03
    1.200000      1.644893888229E-02      5.095310569057E-03
    1.300000      1.596372709531E-02      4.946368326181E-03
    1.400000      1.579032523160E-02      4.884410100556E-03
    1.500000      1.589153294377E-02      4.905672818779E-03
    1.600000      1.617134182418E-02      4.986085943600E-03
    1.700000      1.651770629571E-02      5.092970424186E-03
    1.800000      1.683318354766E-02      5.195404757004E-03
    1.900000      1.705211488086E-02      5.270982614495E-03
    2.000000      1.714502656500E-02      5.308414476466E-03
    2.100000      1.711411949874E-02      5.306789388289E-03
    2.200000      1.698455581986E-02      5.272949916056E-03
    2.300000      1.679507035708E-02      5.218347100384E-03
    2.400000      1.658958492566E-02      5.156216455842E-03
    2.500000      1.641000524776E-02      5.099331238827E-03
    2.600000      1.628997259505E-02      5.058234821848E-03
    2.700000      1.625015767206E-02      5.039819717492E-03
    2.800000      1.629547539428E-02      5.046301279620E-03
    2.900000      1.641376102008E-02      5.074825590753E-03
    3.000000      1.657742555356E-02      5.117978268197E-03
    3.100000      1.674959180507E-02      5.165268845138E-03
    3.200000      1.689273008018E-02      5.205336279526E-03
    3.300000      1.697674767747E-02      5.228319026272E-03
    3.400000      1.698467724218E-02      5.227712466338E-03
    3.500000      1.691483013998E-02      5.201164886163E-03
    3.600000      1.677855671450E-02      5.149994073331E-03
    3.700000      1.659346920552E-02      5.077609107619E-03
    3.800000      1.637384860011E-02      4.987346455443E-03
    3.900000      1.612218269755E-02      4.880373428510E-03
    4.000000      1.582564351924E-02      4.754255727825E-03
    4.100000      1.545846459779E-02      4.602585745975E-03
    4.200000      1.498792796727E-02      4.415817171433E-03
    4.300000      1.438024413576E-02      4.183227591510E-03
    4.400000      1.360443505272E-02      3.895764551135E-03
    4.500000      1.263697004159E-02      3.549403405125E-03
    4.600000      1.147195709738E-02      3.148520490629E-03
    4.700000      1.013562655048E-02      2.708650053572E-03
    4.800000      8.699600452601E-03      2.257887472959E-03
    4.900000      7.289412559488E-03      1.836209941871E-03
    5.000000      6.084943102536E-03      1.492198786783E-03
    5.100000      5.302918040551E-03      1.277102968845E-03
    5.200000      5.141876632363E-03      1.236824999999E-03
    5.300000      5.707221202154E-03      1.403085586278E-03
    5.400000      6.983980771799E-03      1.785523464273E-03
    5.500000      8.847877045690E-03      2.366618866517E-03
    5.600000      1.110310686576E-02      3.100985714019E-03
    5.700000      1.352325779065E-02      3.919782824708E-03
    5.800000      1.587345744535E-02      4.739906435290E-03
    5.900000      1.793016361331E-02      5.476500468964E-03
    6.000000      1.950910760642E-02      6.056444002015E-03
    6.100000      2.049180837049E-02      6.430090966145E-03
    6.200000      2.084009725827E-02      6.578781035043E-03
    6.300000      2.059713164164E-02      6.516499049537E-03
    6.400000      1.987726484363E-02      6.285359283710E-03
    6.500000      1.884729160593E-02      5.946022518473E-03
    6.600000      1.770012981128E-02      5.565343229719E-03
    6.700000      1.662233591914E-02      5.204150547165E-03
    6.800000      1.575979942284E-02      4.907895931420E-03
    6.900000      1.519146998873E-02      4.701986340752E-03
    7.000000      1.492468875660E-02      4.592234093924E-03
    7.100000      1.491487486644E-02      4.569421945720E-03
    7.200000      1.509539727372E-02      4.615949143389E-03
    7.300000      1.540194546178E-02      4.712202038973E-03
    7.400000      1.578447047589E-02      4.840752973691E-03
    7.500000      1.620749000414E-02      4.987544636990E-03
    7.600000      1.664341888808E-02      5.140478637024E-03
    7.700000      1.706350410232E-02      5.286843158571E-03
    7.800000      1.743031590257E-02      5.411417017060E-03
    7.900000      1.769609126394E-02      5.496725331136E-03
    8.000000      1.780965781338E-02      5.525927319401E-03
    8.100000      1.773069651340E-02      5.487569525428E-03
    8.200000      1.744622178712E-02      5.380432847374E-03
    8.300000      1.698262134022E-02      5.216359464864E-03
    8.400000      1.640774343853E-02      5.019442231849E-03
    8.500000      1.582018715730E-02      4.821147634872E-03
    8.600000      1.532604001724E-02      4.652402541101E-03
    8.700000      1.500718995819E-02      4.534865800106E-03
    8.800000      1.489081316257E-02      4.474076991287E-03
    8.900000      1.493398642388E-02      4.456734728617E-03
