# M=26, N=13, V0=0.0, V=0.765, PBC
#  time (tJ)                       0                       1                       2                       3                       4                       5                       6                       7                       8                       9                      10                      11                      12                      13                      14                      15                      16                      17                      18                      19                      20                      21                      22                      23                      24                      25
    0.000000      4.999999999994E-01      1.481842765243E-01      2.500000000001E-01      2.382357601364E-01      2.500000000001E-01      2.454158625899E-01      2.500000000001E-01      2.473596760073E-01      2.500000000001E-01      2.481132284954E-01      2.500000000001E-01      2.484308412176E-01      2.500000000001E-01      2.485207100593E-01      2.500000000001E-01      2.484308412176E-01      2.500000000001E-01      2.481132284954E-01      2.500000000001E-01      2.473596760073E-01      2.500000000001E-01      2.454158625899E-01      2.500000000001E-01      2.382357601364E-01      2.500000000001E-01      1.481842765243E-01
    0.100000      4.999999999997E-01      1.467645019910E-01      2.520676883191E-01      2.375282902845E-01      2.501546496662E-01      2.452908787468E-01      2.500694371191E-01      2.472999980957E-01      2.500439761387E-01      2.480733030158E-01      2.500337223227E-01      2.483985207352E-01      2.500297985394E-01      2.484904700505E-01      2.500297985394E-01      2.483985207352E-01      2.500337223227E-01      2.480733030158E-01      2.500439761387E-01      2.472999980957E-01      2.500694371191E-01      2.452908787468E-01      2.501546496662E-01      2.375282902845E-01      2.520676883191E-01      1.467645019910E-01
    0.200000      4.999999999991E-01      1.428192379829E-01      2.577489720068E-01      2.355978474110E-01      2.506538822128E-01      2.448965839068E-01      2.502796206637E-01      2.471187971496E-01      2.501765870849E-01      2.479528345245E-01      2.501352717185E-01      2.483011687971E-01      2.501194847006E-01      2.483994236802E-01      2.501194847006E-01      2.483011687971E-01      2.501352717185E-01      2.479528345245E-01      2.501765870849E-01      2.471187971496E-01      2.502796206637E-01      2.448965839068E-01      2.506538822127E-01      2.355978474110E-01      2.577489720067E-01      1.428192379829E-01
    0.300000      4.999999999996E-01      1.372090643243E-01      2.656283281469E-01      2.329535844966E-01      2.515868334690E-01      2.441925903606E-01      2.506328384905E-01      2.468116637099E-01      2.503978420152E-01      2.477513984061E-01      2.503043211423E-01      2.481389586241E-01      2.502686525668E-01      2.482478484949E-01      2.502686525669E-01      2.481389586241E-01      2.503043211423E-01      2.477513984061E-01      2.503978420152E-01      2.468116637099E-01      2.506328384905E-01      2.441925903606E-01      2.515868334690E-01      2.329535844966E-01      2.656283281469E-01      1.372090643243E-01
    0.400000      4.999999999995E-01      1.311200698422E-01      2.737984572735E-01      2.302475682520E-01      2.530504250372E-01      2.431619193223E-01      2.511242723152E-01      2.463772856713E-01      2.507021197441E-01      2.474727989846E-01      2.505362666450E-01      2.479158730296E-01      2.504731139154E-01      2.480396599330E-01      2.504731139154E-01      2.479158730296E-01      2.505362666449E-01      2.474727989846E-01      2.507021197441E-01      2.463772856713E-01      2.511242723152E-01      2.431619193223E-01      2.530504250372E-01      2.302475682519E-01      2.737984572734E-01      1.311200698422E-01
    0.500000      4.999999999997E-01      1.257671785344E-01      2.803882295548E-01      2.280601758398E-01      2.550860034040E-01      2.418602651192E-01      2.517361586385E-01      2.458237627821E-01      2.510731918292E-01      2.471289010232E-01      2.508186795894E-01      2.476429025476E-01      2.507218487778E-01      2.477854047172E-01      2.507218487778E-01      2.476429025476E-01      2.508186795894E-01      2.471289010232E-01      2.510731918292E-01      2.458237627821E-01      2.517361586385E-01      2.418602651192E-01      2.550860034040E-01      2.280601758398E-01      2.803882295547E-01      1.257671785344E-01
    0.600000      4.999999999996E-01      1.221053371179E-01      2.840547703756E-01      2.267260080503E-01      2.576176313381E-01      2.404435817282E-01      2.524391672676E-01      2.451735480891E-01      2.514824423774E-01      2.467407731699E-01      2.511300339497E-01      2.473391096934E-01      2.509959613836E-01      2.475032709166E-01      2.509959613836E-01      2.473391096934E-01      2.511300339497E-01      2.467407731699E-01      2.514824423774E-01      2.451735480891E-01      2.524391672676E-01      2.404435817282E-01      2.576176313380E-01      2.267260080503E-01      2.840547703755E-01      1.221053371179E-01
    0.700000      4.999999999997E-01      1.206260124093E-01      2.842961266060E-01      2.262621058188E-01      2.604146454008E-01      2.391543764680E-01      2.532022476087E-01      2.444657331113E-01      2.518922849501E-01      2.463358764249E-01      2.514419348827E-01      2.470294217224E-01      2.512707043351E-01      2.472170605215E-01      2.512707043351E-01      2.470294217223E-01      2.514419348827E-01      2.463358764249E-01      2.518922849501E-01      2.444657331113E-01      2.532022476086E-01      2.391543764679E-01      2.604146454008E-01      2.262621058188E-01      2.842961266059E-01      1.206260124093E-01
    0.800000      4.999999999994E-01      1.212875348671E-01      2.815048516600E-01      2.264171789973E-01      2.630986803501E-01      2.382633084732E-01      2.540061141164E-01      2.437556956781E-01      2.522646520255E-01      2.459420700249E-01      2.517244389041E-01      2.467395455584E-01      2.515201809858E-01      2.469514967161E-01      2.515201809858E-01      2.467395455584E-01      2.517244389041E-01      2.459420700249E-01      2.522646520255E-01      2.437556956781E-01      2.540061141163E-01      2.382633084732E-01      2.630986803501E-01      2.264171789972E-01      2.815048516598E-01      1.212875348671E-01
    0.900000      4.999999999998E-01      1.235863911946E-01      2.767683948154E-01      2.268120832123E-01      2.652049541237E-01      2.379822886776E-01      2.548512450942E-01      2.431126019496E-01      2.525723593548E-01      2.455809516480E-01      2.519526772155E-01      2.464897335171E-01      2.517230857881E-01      2.467264668165E-01      2.517230857881E-01      2.464897335171E-01      2.519526772155E-01      2.455809516480E-01      2.525723593549E-01      2.431126019496E-01      2.548512450941E-01      2.379822886776E-01      2.652049541236E-01      2.268120832123E-01      2.767683948154E-01      1.235863911946E-01
