# M=10, N=5, max=1, V0=0.0, V=-0.15, PBC
#  time (tJ)                 S₁(n=1)                 S₂(n=1)
    0.000000      2.220446049250E-16      2.220446049250E-16
    0.100000      4.579776286329E-04      8.346008208671E-05
    0.200000      1.532589451313E-03      3.182741824002E-04
    0.300000      2.939937917112E-03      6.614697837757E-04
    0.400000      4.426567166657E-03      1.052808956653E-03
    0.500000      5.772628938091E-03      1.428556844455E-03
    0.600000      6.816147184373E-03      1.735197969439E-03
    0.700000      7.469920698625E-03      1.939632536841E-03
    0.800000      7.725522883832E-03      2.033582128246E-03
    0.900000      7.644015893370E-03      2.031689190066E-03
    1.000000      7.336093564903E-03      1.964531615494E-03
    1.100000      6.936630956310E-03      1.868970791811E-03
    1.200000      6.576746936738E-03      1.778610982617E-03
    1.300000      6.346042949265E-03      1.716673686195E-03
    1.400000      6.280751794534E-03      1.692552373112E-03
    1.500000      6.363764233633E-03      1.702120513750E-03
    1.600000      6.529714326625E-03      1.730909150609E-03
    1.700000      6.693777425358E-03      1.758789690846E-03
    1.800000      6.775250748912E-03      1.764826775285E-03
    1.900000      6.709391094180E-03      1.731358878769E-03
    2.000000      6.453968145846E-03      1.646882467975E-03
    2.100000      5.993186579076E-03      1.507735825237E-03
    2.200000      5.340034441133E-03      1.318775788965E-03
    2.300000      4.537415223277E-03      1.093217362446E-03
    2.400000      3.654677369101E-03      8.516655878961E-04
    2.500000      2.777308762173E-03      6.202504051771E-04
    2.600000      2.009847856575E-03      4.277851861041E-04
    2.700000      1.479351642443E-03      3.020394915325E-04
    2.800000      1.311290404816E-03      2.654961349544E-04
    2.900000      1.574003782662E-03      3.312461909757E-04
    3.000000      2.256274348407E-03      4.998449534142E-04
    3.100000      3.260815564767E-03      7.579199833174E-04
    3.200000      4.446007272744E-03      1.079064499560E-03
    3.300000      5.667573796430E-03      1.427112204408E-03
    3.400000      6.792315546031E-03      1.761376591252E-03
    3.500000      7.708998945829E-03      2.042976475219E-03
    3.600000      8.336746191117E-03      2.241075451268E-03
    3.700000      8.629349909403E-03      2.337812201728E-03
    3.800000      8.580547548670E-03      2.330913713338E-03
    3.900000      8.228070668826E-03      2.233430678027E-03
    4.000000      7.649619323990E-03      2.070626731326E-03
    4.100000      6.951904668081E-03      1.874662340046E-03
    4.200000      6.256186620958E-03      1.678194910256E-03
    4.300000      5.680834138966E-03      1.508244798850E-03
    4.400000      5.301091624921E-03      1.381589063294E-03
    4.500000      5.108521726619E-03      1.302563481491E-03
    4.600000      5.048756196867E-03      1.263583361416E-03
    4.700000      5.052223106830E-03      1.248089143701E-03
    4.800000      5.044898715901E-03      1.235137729336E-03
    4.900000      4.959756913427E-03      1.204600750164E-03
    5.000000      4.748609279672E-03      1.141926044873E-03
    5.100000      4.392004860555E-03      1.041621845470E-03
    5.200000      3.905607780823E-03      9.089402599578E-04
    5.300000      3.342239640943E-03      7.595686881341E-04
    5.400000      2.788869230520E-03      6.174204809266E-04
    5.500000      2.356245339161E-03      5.108364358362E-04
    5.600000      2.158164904229E-03      4.676920469904E-04
    5.700000      2.286465661516E-03      5.100808439249E-04
    5.800000      2.792009295216E-03      6.494075458643E-04
    5.900000      3.652423804958E-03      8.828225257360E-04
    6.000000      4.763993257743E-03      1.191874946511E-03
    6.100000      5.987423330746E-03      1.543982152403E-03
    6.200000      7.175411020155E-03      1.896798513503E-03
    6.300000      8.187800721503E-03      2.204905155296E-03
    6.400000      8.906375215515E-03      2.427606346991E-03
    6.500000      9.249770933788E-03      2.536215558195E-03
    6.600000      9.185492279365E-03      2.519207113587E-03
    6.700000      8.734885808008E-03      2.384046557023E-03
    6.800000      7.969846556728E-03      2.155296048866E-03
    6.900000      7.002274569657E-03      1.869497599047E-03
    7.000000      5.968374177151E-03      1.568092800448E-03
    7.100000      5.009692178550E-03      1.290017068979E-03
    7.200000      4.247574405567E-03      1.065516391578E-03
    7.300000      3.748641162391E-03      9.122486808233E-04
    7.400000      3.517183827005E-03      8.340540399940E-04
    7.500000      3.516848526769E-03      8.221534684865E-04
    7.600000      3.682031694763E-03      8.581472194134E-04
    7.700000      3.926766791403E-03      9.180856950217E-04
    7.800000      4.160408800983E-03      9.769957962478E-04
    7.900000      4.305055362879E-03      1.013404316804E-03
    8.000000      4.310267918557E-03      1.013460546023E-03
    8.100000      4.163780489268E-03      9.741710447899E-04
    8.200000      3.897180368808E-03      9.050973962805E-04
    8.300000      3.584550792469E-03      8.278033490197E-04
    8.400000      3.331902816490E-03      7.725455040100E-04
    8.500000      3.258146205388E-03      7.722548159950E-04
    8.600000      3.473725761635E-03      8.546603466841E-04
    8.700000      4.059750897093E-03      1.034208808210E-03
    8.800000      5.013789230473E-03      1.305908270733E-03
    8.900000      6.206838573608E-03      1.643105905384E-03
    9.000000      7.450275987779E-03      2.000412938769E-03
    9.100000      8.546784441378E-03      2.321673042664E-03
    9.200000      9.319949306599E-03      2.551405089051E-03
    9.300000      9.641889583979E-03      2.647007652940E-03
    9.400000      9.454416895010E-03      2.588594418410E-03
    9.500000      8.779123028003E-03      2.383821839812E-03
    9.600000      7.714392556180E-03      2.066361636299E-03
    9.700000      6.420220978098E-03      1.688382405228E-03
    9.800000      5.093922539332E-03      1.309017534723E-03
    9.900000      3.927855079494E-03      9.818253561107E-04
   10.000000      3.076543154142E-03      7.443991464895E-04
   10.100000      2.641293739983E-03      6.125464560178E-04
   10.200000      2.589726283593E-03      5.800886249794E-04
   10.300000      2.807874730883E-03      6.237679784873E-04
   10.400000      3.169058419660E-03      7.114577813432E-04
   10.500000      3.555175060656E-03      8.111982407715E-04
   10.600000      3.878930092208E-03      8.986656185834E-04
   10.700000      4.098114955273E-03      9.614183633397E-04
   10.800000      4.216581703415E-03      9.993679942824E-04
   10.900000      4.274736160270E-03      1.022029285481E-03
   11.000000      4.334300362564E-03      1.043890809070E-03
   11.100000      4.447116755643E-03      1.079523516935E-03
   11.200000      4.637624129624E-03      1.139798275864E-03
   11.300000      4.916971220108E-03      1.229960908492E-03
   11.400000      5.285292555529E-03      1.349563191114E-03
   11.500000      5.734632242286E-03      1.493633020696E-03
   11.600000      6.248929232152E-03      1.654180785633E-03
   11.700000      6.798466826280E-03      1.821250104669E-03
   11.800000      7.339455170461E-03      1.983155219067E-03
   11.900000      7.820795857099E-03      2.126116034820E-03
   12.000000      8.188956081106E-03      2.233968052934E-03
   12.100000      8.391711467193E-03      2.288785517670E-03
   12.200000      8.382145911295E-03      2.273018299929E-03
   12.300000      8.110797738299E-03      2.173162082261E-03
   12.400000      7.539423369255E-03      1.984253057443E-03
   12.500000      6.669478619318E-03      1.713877874887E-03
   12.600000      5.552069007883E-03      1.384176860135E-03
   12.700000      4.289847916745E-03      1.030638627816E-03
   12.800000      3.031125627634E-03      6.972991283583E-04
   12.900000      1.957838090468E-03      4.290402214162E-04
   13.000000      1.269174519851E-03      2.626805187620E-04
   13.100000      1.102596212177E-03      2.191100830125E-04
   13.200000      1.453405875868E-03      2.986155117215E-04
   13.300000      2.208671210062E-03      4.807672400893E-04
   13.400000      3.191667059557E-03      7.290200208718E-04
   13.500000      4.217947801415E-03      9.988880747114E-04
   13.600000      5.129105801399E-03      1.247599665312E-03
   13.700000      5.816512131415E-03      1.442800323426E-03
   13.800000      6.231474919957E-03      1.568240875254E-03
   13.900000      6.384788159911E-03      1.625309035911E-03
   14.000000      6.337257799546E-03      1.630425403788E-03
   14.100000      6.183249759572E-03      1.609357306514E-03
   14.200000      6.030552819113E-03      1.590116817056E-03
   14.300000      5.979660583073E-03      1.596185716278E-03
   14.400000      6.100407954682E-03      1.641428378534E-03
   14.500000      6.402857228762E-03      1.727428893840E-03
   14.600000      6.834016098838E-03      1.843368313321E-03
   14.700000      7.305720961497E-03      1.968117589156E-03
   14.800000      7.715901083764E-03      2.074010514550E-03
   14.900000      7.963312353857E-03      2.131710865909E-03
   15.000000      7.961251448601E-03      2.115577761192E-03
   15.100000      7.650309958574E-03      2.008870334180E-03
   15.200000      7.009300629169E-03      1.808012577556E-03
   15.300000      6.063019122297E-03      1.525052365432E-03
   15.400000      4.885270869756E-03      1.187531992724E-03
   15.500000      3.595900947092E-03      8.353418857052E-04
   15.600000      2.351615162635E-03      5.147465670923E-04
   15.700000      1.332392070407E-03      2.705113523926E-04
   15.800000      7.281534454173E-04      1.376848902277E-04
   15.900000      7.136050676519E-04      1.348674268213E-04
   16.000000      1.291906969176E-03      2.605745049724E-04
   16.100000      2.275756183591E-03      4.936113458951E-04
   16.200000      3.466818787125E-03      7.973931230492E-04
   16.300000      4.685455296914E-03      1.127174475228E-03
   16.400000      5.781212395908E-03      1.438480870352E-03
   16.500000      6.644907634464E-03      1.694851482987E-03
   16.600000      7.216199078072E-03      1.873326421014E-03
   16.700000      7.484610705325E-03      1.966795589387E-03
   16.800000      7.484261503755E-03      1.983130710154E-03
   16.900000      7.283704762197E-03      1.941704285865E-03
   17.000000      6.972746332411E-03      1.868302395692E-03
   17.100000      6.648068493314E-03      1.789529704175E-03
   17.200000      6.398692252923E-03      1.727661830747E-03
   17.300000      6.289093350343E-03      1.696651034568E-03
   17.400000      6.336503005202E-03      1.699747639907E-03
   17.500000      6.501138470894E-03      1.729008468050E-03
   17.600000      6.704851426984E-03      1.766799983067E-03
   17.700000      6.853232187224E-03      1.789205283233E-03
   17.800000      6.852683896464E-03      1.770963712709E-03
   17.900000      6.626732613483E-03      1.691223985626E-03
   18.000000      6.131408425587E-03      1.539064518656E-03
   18.100000      5.367456710131E-03      1.317562618745E-03
   18.200000      4.387160262258E-03      1.045300228280E-03
   18.300000      3.294272832779E-03      7.546272296128E-04
   18.400000      2.236347328000E-03      4.867015866967E-04
   18.500000      1.389763604978E-03      2.841215462777E-04
   18.600000      9.400154558210E-04      1.826360724675E-04
   18.700000      1.025450986920E-03      2.037605901939E-04
   18.800000      1.650715544180E-03      3.500161860683E-04
   18.900000      2.685443759966E-03      6.039562774862E-04
   19.000000      3.939735163415E-03      9.312751750654E-04
   19.100000      5.228531998751E-03      1.287328093483E-03
   19.200000      6.391959316383E-03      1.625583104084E-03
   19.300000      7.310414340336E-03      1.906085326208E-03
   19.400000      7.915431573328E-03      2.102057290992E-03
   19.500000      8.193334276912E-03      2.203270891190E-03
   19.600000      8.180283736363E-03      2.215664093117E-03
   19.700000      7.944336812091E-03      2.157613798651E-03
   19.800000      7.563638537250E-03      2.054067279175E-03
   19.900000      7.119840854642E-03      1.930173932288E-03
   20.000000      6.689322273457E-03      1.806037884917E-03
   20.100000      6.329329498401E-03      1.693747744013E-03
   20.200000      6.056701112825E-03      1.597077680302E-03
   20.300000      5.842517124101E-03      1.513431962521E-03
   20.400000      5.643808396590E-03      1.436984971651E-03
   20.500000      5.427909708395E-03      1.361750024134E-03
   20.600000      5.178845689534E-03      1.283555588366E-03
   20.700000      4.896557958984E-03      1.200511760331E-03
   20.800000      4.593106642727E-03      1.112271257447E-03
   20.900000      4.276533219149E-03      1.018934455617E-03
   21.000000      3.937047088786E-03      9.205846370599E-04
   21.100000      3.568733319890E-03      8.180928037658E-04
   21.200000      3.181917962763E-03      7.151260120686E-04
   21.300000      2.811497021223E-03      6.205184580776E-04
   21.400000      2.520081238883E-03      5.496678730130E-04
   21.500000      2.390402319622E-03      5.236663354833E-04
   21.600000      2.510295796608E-03      5.655282742731E-04
   21.700000      2.953968325055E-03      6.939553850642E-04
   21.800000      3.743982754543E-03      9.161975724250E-04
   21.900000      4.821826801242E-03      1.222287231871E-03
   22.000000      6.073574448741E-03      1.582904709273E-03
   22.100000      7.340382363058E-03      1.952287263251E-03
   22.200000      8.431769531464E-03      2.276137031713E-03
   22.300000      9.183553966804E-03      2.502874900376E-03
   22.400000      9.483610021191E-03      2.595375639459E-03
   22.500000      9.290956730420E-03      2.539946119483E-03
   22.600000      8.643979304159E-03      2.349941147701E-03
   22.700000      7.655058972630E-03      2.062877703466E-03
   22.800000      6.492468787620E-03      1.731749124250E-03
   22.900000      5.353753824270E-03      1.412869849543E-03
   23.000000      4.437616057615E-03      1.153489542778E-03
   23.100000      3.890396611269E-03      9.823447184480E-04
   23.200000      3.712544069654E-03      9.053381597375E-04
   23.300000      3.808764290568E-03      9.070097426835E-04
   23.400000      4.053116448200E-03      9.568891106935E-04
   23.500000      4.314700493937E-03      1.018666475380E-03
   23.600000      4.481534954414E-03      1.059662759448E-03
   23.700000      4.481609444222E-03      1.058352463046E-03
   23.800000      4.294912520330E-03      1.008496275219E-03
   23.900000      3.954845592376E-03      9.194557243313E-04
   24.000000      3.540252113226E-03      8.131713625279E-04
   24.100000      3.159724136397E-03      7.188771665565E-04
   24.200000      2.929620353731E-03      6.668367813498E-04
   24.300000      2.948887544975E-03      6.822933156121E-04
   24.400000      3.276233727119E-03      7.805606270759E-04
   24.500000      3.916322606508E-03      9.638783864030E-04
   24.600000      4.816825852756E-03      1.220375914369E-03
   24.700000      5.875406668246E-03      1.525246371221E-03
   24.800000      6.961934739687E-03      1.843992188621E-03
   24.900000      7.942524246082E-03      2.137338662694E-03
   25.000000      8.697433401247E-03      2.367136864192E-03
   25.100000      9.135069543068E-03      2.502345819072E-03
   25.200000      9.202615022760E-03      2.524077947186E-03
   25.300000      8.892229703632E-03      2.428777981758E-03
   25.400000      8.241719233690E-03      2.228901027099E-03
   25.500000      7.328666426343E-03      1.950911445661E-03
   25.600000      6.258732934538E-03      1.630939542150E-03
   25.700000      5.153850305451E-03      1.308887214421E-03
   25.800000      4.142433218423E-03      1.022065083754E-03
   25.900000      3.346311061534E-03      7.995144929624E-04
   26.000000      2.853181521597E-03      6.580127394835E-04
   26.100000      2.678327365443E-03      6.004195334730E-04
   26.200000      2.773409141239E-03      6.165696343958E-04
   26.300000      3.057771393483E-03      6.864393410757E-04
   26.400000      3.436735093957E-03      7.849008944403E-04
   26.500000      3.819631836981E-03      8.871022573997E-04
   26.600000      4.137041187686E-03      9.734184989998E-04
   26.700000      4.351656733710E-03      1.033031520582E-03
   26.800000      4.461435614154E-03      1.065487474787E-03
   26.900000      4.496122687880E-03      1.079999807511E-03
   27.000000      4.508695579172E-03      1.092724247294E-03
   27.100000      4.563598863036E-03      1.122630755803E-03
   27.200000      4.724132346090E-03      1.186848981126E-03
   27.300000      5.041080285509E-03      1.296418901025E-03
   27.400000      5.539971575981E-03      1.453241448907E-03
   27.500000      6.199077580973E-03      1.648748999779E-03
   27.600000      6.942429051109E-03      1.864483649342E-03
   27.700000      7.667469012968E-03      2.074458650489E-03
   27.800000      8.269289589334E-03      2.248931427541E-03
   27.900000      8.654482753661E-03      2.359043932902E-03
   28.000000      8.752151930891E-03      2.381672279433E-03
   28.100000      8.522759902797E-03      2.303758721801E-03
   28.200000      7.963318629806E-03      2.125385198403E-03
   28.300000      7.108556894181E-03      1.860926965088E-03
   28.400000      6.030201192259E-03      1.537844648440E-03
   28.500000      4.834027350956E-03      1.193054575624E-03
   28.600000      3.652220503842E-03      8.673216789461E-04
   28.700000      2.631673705355E-03      5.986350390794E-04
   28.800000      1.916810274866E-03      4.158914540349E-04
   28.900000      1.604708119027E-03      3.342720545807E-04
   29.000000      1.700564657450E-03      3.533729251537E-04
   29.100000      2.137732018358E-03      4.584937316510E-04
   29.200000      2.798895001604E-03      6.246801674039E-04
   29.300000      3.554714268479E-03      8.224123153295E-04
   29.400000      4.297792755406E-03      1.023465838065E-03
   29.500000      4.952508859161E-03      1.205565049873E-03
   29.600000      5.473151766471E-03      1.354949918672E-03
   29.700000      5.843083639487E-03      1.466696788731E-03
   29.800000      6.072185211486E-03      1.543295037273E-03
   29.900000      6.190169392656E-03      1.592351501061E-03
   30.000000      6.239016208318E-03      1.624262537081E-03
   30.100000      6.266300161165E-03      1.650325786154E-03
   30.200000      6.318963724796E-03      1.681272875462E-03
   30.300000      6.435300239695E-03      1.725855491693E-03
   30.400000      6.635281547473E-03      1.789104191623E-03
   30.500000      6.915355002616E-03      1.870227757285E-03
   30.600000      7.248491221201E-03      1.960666158906E-03
   30.700000      7.578948385737E-03      2.043262870139E-03
   30.800000      7.815896637093E-03      2.093596412043E-03
   30.900000      7.855217627647E-03      2.084060313981E-03
   31.000000      7.604953581113E-03      1.990383763243E-03
   31.100000      7.007088509253E-03      1.799239121781E-03
   31.200000      6.057026621261E-03      1.514800403037E-03
   31.300000      4.816216665319E-03      1.161965976433E-03
   31.400000      3.414224566483E-03      7.846033766590E-04
   31.500000      2.039146432903E-03      4.384896496281E-04
   31.600000      9.196715161739E-04      1.802188982076E-04
   31.700000      3.122689975974E-04      5.470651038220E-05
   31.800000      4.638335519633E-04      8.456365030107E-05
   31.900000      1.299147302978E-03      2.642931532992E-04
   32.000000      2.544178502372E-03      5.610305512549E-04
   32.100000      3.945548800108E-03      9.217811023328E-04
   32.200000      5.276550577447E-03      1.285323306166E-03
   32.300000      6.357704131339E-03      1.595698694081E-03
   32.400000      7.077284971811E-03      1.813848797362E-03
   32.500000      7.401778211079E-03      1.924570377362E-03
   32.600000      7.373381913379E-03      1.937321105925E-03
   32.700000      7.095171599402E-03      1.881091818563E-03
   32.800000      6.707139475552E-03      1.795075320689E-03
   32.900000      6.358350109182E-03      1.717800023493E-03
   33.000000      6.173807253088E-03      1.677552250461E-03
   33.100000      6.213337359426E-03      1.686315299138E-03
   33.200000      6.450715727850E-03      1.738342042678E-03
   33.300000      6.785759411797E-03      1.813201824226E-03
   33.400000      7.097062632267E-03      1.882056537755E-03
   33.500000      7.274776309442E-03      1.915286442046E-03
   33.600000      7.237543380041E-03      1.889511968309E-03
   33.700000      6.942688136794E-03      1.792488711547E-03
   33.800000      6.389684181618E-03      1.625104828789E-03
   33.900000      5.617548340463E-03      1.400534708926E-03
   34.000000      4.698250706495E-03      1.141263164353E-03
   34.100000      3.728081161319E-03      8.750315431993E-04
   34.200000      2.809124819648E-03      6.307290350525E-04
   34.300000      2.035978906756E-03      4.349361526945E-04
   34.400000      1.510195229073E-03      3.093850093165E-04
   34.500000      1.333416193176E-03      2.692195382885E-04
   34.600000      1.556026140518E-03      3.217622223917E-04
   34.700000      2.148358322798E-03      4.655700548002E-04
   34.800000      3.029323153964E-03      6.898248979670E-04
   34.900000      4.089942179542E-03      9.743984170332E-04
   35.000000      5.212714083454E-03      1.291083078752E-03
   35.100000      6.283327669999E-03      1.606367011630E-03
   35.200000      7.200032791693E-03      1.885743081930E-03
   35.300000      7.882135426062E-03      2.098997808731E-03
   35.400000      8.274397026714E-03      2.225426681418E-03
   35.500000      8.353524031575E-03      2.257682742290E-03
   35.600000      8.138584032561E-03      2.203124306230E-03
   35.700000      7.691828369707E-03      2.082087605182E-03
   35.800000      7.109679832832E-03      1.923321189818E-03
   35.900000      6.508415842108E-03      1.757623572135E-03
   36.000000      6.006036603924E-03      1.611250627671E-03
   36.100000      5.680077410146E-03      1.500721381474E-03
   36.200000      5.520124593054E-03      1.430230344391E-03
   36.300000      5.468058356680E-03      1.392123003966E-03
   36.400000      5.453869114974E-03      1.370067824848E-03
   36.500000      5.406825570806E-03      1.343926158870E-03
   36.600000      5.265405169883E-03      1.295048764856E-03
   36.700000      4.987044418344E-03      1.210835362872E-03
   36.800000      4.556842440574E-03      1.087768329625E-03
   36.900000      3.993316609125E-03      9.325900895452E-04
   37.000000      3.350168464565E-03      7.616689211947E-04
   37.100000      2.714305802307E-03      5.988073158678E-04
   37.200000      2.198628243075E-03      4.718145117169E-04
   37.300000      1.923811198258E-03      4.081877473849E-04
   37.400000      1.987678395609E-03      4.303270479662E-04
   37.500000      2.438740821594E-03      5.508832971983E-04
   37.600000      3.256148181392E-03      7.690488885281E-04
   37.700000      4.347759261355E-03      1.068708900700E-03
   37.800000      5.580577787091E-03      1.419235610407E-03
   37.900000      6.806152157799E-03      1.779261952784E-03
   38.000000      7.878370640281E-03      2.103072331161E-03
   38.100000      8.671688590858E-03      2.348493596792E-03
   38.200000      9.098441529058E-03      2.484613661024E-03
   38.300000      9.121352288795E-03      2.497524699675E-03
   38.400000      8.758514881566E-03      2.392676616883E-03
   38.500000      8.079993879800E-03      2.193249500476E-03
   38.600000      7.196818096173E-03      1.934968554704E-03
   38.700000      6.244541400569E-03      1.658675760130E-03
   38.800000      5.363760904864E-03      1.402465572118E-03
   38.900000      4.673667872990E-03      1.195155019816E-03
   39.000000      4.231393515258E-03      1.052344601706E-03
   39.100000      4.023741470961E-03      9.755443595256E-04
   39.200000      4.000071521179E-03      9.540650349169E-04
   39.300000      4.090911225975E-03      9.688395316427E-04
   39.400000      4.218163795987E-03      9.971511976725E-04
   39.500000      4.307330031937E-03      1.017360759264E-03
   39.600000      4.300596213421E-03      1.012995929602E-03
   39.700000      4.167779907458E-03      9.758274512515E-04
   39.800000      3.913571575508E-03      9.076939733668E-04
   39.900000      3.580216941616E-03      8.208534067535E-04
   40.000000      3.244141907246E-03      7.366241823039E-04
   40.100000      3.004640670132E-03      6.821672616415E-04
   40.200000      2.965434387466E-03      6.855378352160E-04
   40.300000      3.214893573047E-03      7.695903073366E-04
   40.400000      3.806970626237E-03      9.458217518736E-04
   40.500000      4.729338747076E-03      1.209586148469E-03
   40.600000      5.881018149985E-03      1.538113089256E-03
   40.700000      7.104292127826E-03      1.892323911780E-03
   40.800000      8.224207707738E-03      2.222606682147E-03
   40.900000      9.076293768099E-03      2.477687689900E-03
   41.000000      9.531048901641E-03      2.614812255283E-03
   41.100000      9.514395584438E-03      2.608914188288E-03
   41.200000      9.020620359298E-03      2.458507736079E-03
   41.300000      8.115304341607E-03      2.186709108890E-03
   41.400000      6.927467518294E-03      1.836934342041E-03
   41.500000      5.631662815455E-03      1.464132104720E-03
   41.600000      4.418787076390E-03      1.123542834024E-03
   41.700000      3.462452113013E-03      8.596206628224E-04
   41.800000      2.909065961993E-03      6.977310010294E-04
   41.900000      2.782530096797E-03      6.405398843814E-04
   42.000000      2.966748951096E-03      6.698167495522E-04
   42.100000      3.323842880443E-03      7.529926862333E-04
   42.200000      3.714976919388E-03      8.526206998019E-04
   42.300000      4.026255186224E-03      9.361986207892E-04
   42.400000      4.191570106334E-03      9.838268241171E-04
   42.500000      4.202679356599E-03      9.918731356013E-04
   42.600000      4.105203855337E-03      9.719982351821E-04
   42.700000      3.983923971849E-03      9.462069071280E-04
   42.800000      3.937352657360E-03      9.396453788681E-04
   42.900000      4.033271038269E-03      9.733547004003E-04
   43.000000      4.304455833788E-03      1.058985484424E-03
   43.100000      4.753340177074E-03      1.196675237588E-03
   43.200000      5.350277579642E-03      1.376176968186E-03
   43.300000      6.036485875841E-03      1.580296573551E-03
   43.400000      6.737413735174E-03      1.789098790172E-03
   43.500000      7.382658198601E-03      1.983364199390E-03
   43.600000      7.916450163743E-03      2.146375122726E-03
   43.700000      8.297536703765E-03      2.264010905828E-03
   43.800000      8.495291072295E-03      2.323961282875E-03
   43.900000      8.487911545855E-03      2.315270920711E-03
   44.000000      8.253592072361E-03      2.229232572498E-03
   44.100000      7.757895585596E-03      2.061923137728E-03
   44.200000      6.989249381089E-03      1.817725602666E-03
   44.300000      5.976558538562E-03      1.512410707090E-03
   44.400000      4.795801664049E-03      1.174121495230E-03
   44.500000      3.570124973788E-03      8.410647652219E-04
   44.600000      2.462177892052E-03      5.557443779050E-04
   44.700000      1.660071705097E-03      3.568137906176E-04
   44.800000      1.321827066347E-03      2.706170236662E-04
   44.900000      1.481302720610E-03      3.048412566036E-04
   45.000000      2.066809137543E-03      4.462588769918E-04
   45.100000      2.930559276635E-03      6.634193008241E-04
   45.200000      3.894068247041E-03      9.137280724443E-04
   45.300000      4.786929526931E-03      1.153090743920E-03
   45.400000      5.481782038834E-03      1.345601753096E-03
   45.500000      5.911636284312E-03      1.470820786043E-03
   45.600000      6.073531025103E-03      1.526940627060E-03
   45.700000      6.022159437680E-03      1.529332947195E-03
   45.800000      5.854760463602E-03      1.505176282906E-03
   45.900000      5.690266407325E-03      1.485768969710E-03
   46.000000      5.646682522234E-03      1.498499559269E-03
   46.100000      5.813890417826E-03      1.560273682224E-03
   46.200000      6.207859352285E-03      1.673631449479E-03
   46.300000      6.762802582487E-03      1.826066006930E-03
   46.400000      7.373528486011E-03      1.992385541919E-03
   46.500000      7.918940848558E-03      2.139474121704E-03
   46.600000      8.280499272875E-03      2.232525549072E-03
   46.700000      8.359801662140E-03      2.241705181989E-03
   46.800000      8.092774803025E-03      2.148180606514E-03
   46.900000      7.460071360258E-03      1.948528085993E-03
   47.000000      6.492842164174E-03      1.656687059821E-03
   47.100000      5.273011025753E-03      1.302940049989E-03
   47.200000      3.927591069781E-03      9.298576709451E-04
   47.300000      2.617406228842E-03      5.857235973474E-04
   47.400000      1.521909302297E-03      3.165262505294E-04
   47.500000      8.234681101420E-04      1.580140048534E-04
   47.600000      6.873928455469E-04      1.294147622388E-04
   47.700000      1.156862728655E-03      2.301486173693E-04
   47.800000      2.062274283907E-03      4.402530088103E-04
   47.900000      3.196924318278E-03      7.244368527051E-04
   48.000000      4.377101533703E-03      1.038889234748E-03
   48.100000      5.449331833814E-03      1.339392041187E-03
   48.200000      6.301078516890E-03      1.589061817167E-03
   48.300000      6.868756815263E-03      1.764208472788E-03
   48.400000      7.139999023032E-03      1.857277926703E-03
   48.500000      7.149613106137E-03      1.876502500019E-03
   48.600000      6.969931205168E-03      1.842555729795E-03
   48.700000      6.696975776444E-03      1.783059426202E-03
   48.800000      6.434355116226E-03      1.726131366177E-03
   48.900000      6.276517276655E-03      1.694257215032E-03
   49.000000      6.287671241678E-03      1.699631384405E-03
   49.100000      6.469956750246E-03      1.741783604974E-03
   49.200000      6.759042277324E-03      1.807858311507E-03
   49.300000      7.058640769287E-03      1.875422204765E-03
   49.400000      7.266018722862E-03      1.917223986875E-03
   49.500000      7.288273013650E-03      1.906993481282E-03
   49.600000      7.056549293058E-03      1.825199185940E-03
   49.700000      6.537613251321E-03      1.663707092970E-03
   49.800000      5.741356435586E-03      1.428486990998E-03
   49.900000      4.723418098664E-03      1.139851402054E-03
   50.000000      3.582636676739E-03      8.301236081514E-04
   50.100000      2.453525148474E-03      5.390488956654E-04
   50.200000      1.495799794512E-03      3.076314671151E-04
   50.300000      8.874371477352E-04      1.713576292199E-04
   50.400000      8.019228853675E-04      1.539237034969E-04
   50.500000      1.285551069238E-03      2.625970150558E-04
   50.600000      2.224944074074E-03      4.861719210409E-04
   50.700000      3.441519688238E-03      7.961201595574E-04
   50.800000      4.752045813270E-03      1.150986710831E-03
   50.900000      5.987348145937E-03      1.503416316643E-03
