# M=24, N=12, max=1, V0=0.0, V=0.765, PBC
#  time (tJ)                S₁(ℓ=12)                S₂(ℓ=12)
    0.000000      1.404509022984E+00      1.071424665818E+00
    0.100000      1.406475812937E+00      1.071620796145E+00
    0.200000      1.411469083384E+00      1.072173630958E+00
    0.300000      1.417811193126E+00      1.073003919855E+00
    0.400000      1.424303714508E+00      1.074050784328E+00
    0.500000      1.430588820279E+00      1.075323069920E+00
    0.600000      1.436901429820E+00      1.076903033168E+00
    0.700000      1.443606834156E+00      1.078899589262E+00
    0.800000      1.450885517802E+00      1.081381670680E+00
    0.900000      1.458691557630E+00      1.084331504510E+00
    1.000000      1.466892021348E+00      1.087640222829E+00
    1.100000      1.475402134545E+00      1.091140681117E+00
    1.200000      1.484202730964E+00      1.094654446686E+00
    1.300000      1.493272662770E+00      1.098030002589E+00
    1.400000      1.502531235782E+00      1.101161536142E+00
    1.500000      1.511835894498E+00      1.103990484310E+00
    1.600000      1.521018437481E+00      1.106497562094E+00
    1.700000      1.529923646850E+00      1.108691556485E+00
    1.800000      1.538423979092E+00      1.110597697587E+00
    1.900000      1.546412065042E+00      1.112246973047E+00
    2.000000      1.553792547212E+00      1.113668631512E+00
    2.100000      1.560485924120E+00      1.114889041690E+00
    2.200000      1.566449243690E+00      1.115938964162E+00
    2.300000      1.571715419652E+00      1.116867942249E+00
    2.400000      1.576442929602E+00      1.117760294553E+00
    2.500000      1.580953275160E+00      1.118743922129E+00
    2.600000      1.585713786952E+00      1.119982447340E+00
    2.700000      1.591209520805E+00      1.121644428881E+00
    2.800000      1.597686549214E+00      1.123851278322E+00
    2.900000      1.604884007110E+00      1.126616894525E+00
    3.000000      1.611985188382E+00      1.129802557134E+00
    3.100000      1.617862387956E+00      1.133113154300E+00
    3.200000      1.621451766295E+00      1.136149222679E+00
    3.300000      1.622090878335E+00      1.138504344637E+00
    3.400000      1.619724062128E+00      1.139870770726E+00
    3.500000      1.614908967237E+00      1.140106084477E+00
    3.600000      1.608594155894E+00      1.139232214919E+00
    3.700000      1.601737760808E+00      1.137377309246E+00
    3.800000      1.594974709380E+00      1.134704708523E+00
    3.900000      1.588509334106E+00      1.131376202533E+00
    4.000000      1.582207717797E+00      1.127565710328E+00
    4.100000      1.575826280726E+00      1.123497426798E+00
    4.200000      1.569236249810E+00      1.119461142160E+00
    4.300000      1.562464465285E+00      1.115773229899E+00
    4.400000      1.555609850925E+00      1.112692815960E+00
    4.500000      1.548763374828E+00      1.110338238988E+00
    4.600000      1.541980421727E+00      1.108653509685E+00
    4.700000      1.535296642380E+00      1.107445631694E+00
    4.800000      1.528758512970E+00      1.106471657367E+00
    4.900000      1.522463516782E+00      1.105527161262E+00
    5.000000      1.516608130233E+00      1.104492531730E+00
    5.100000      1.511477033090E+00      1.103325107937E+00
    5.200000      1.507349203530E+00      1.102020209636E+00
    5.300000      1.504386709223E+00      1.100578080782E+00
    5.400000      1.502572242749E+00      1.098999679083E+00
    5.500000      1.501719056382E+00      1.097306394034E+00
    5.600000      1.501540461597E+00      1.095559916162E+00
    5.700000      1.501736391084E+00      1.093861636013E+00
    5.800000      1.502059827361E+00      1.092330293589E+00
    5.900000      1.502367174405E+00      1.091074012782E+00
    6.000000      1.502666767883E+00      1.090174205124E+00
    6.100000      1.503144292231E+00      1.089685497863E+00
    6.200000      1.504116856806E+00      1.089641671781E+00
    6.300000      1.505896903653E+00      1.090055226724E+00
    6.400000      1.508615637290E+00      1.090908123067E+00
    6.500000      1.512107902903E+00      1.092142977940E+00
    6.600000      1.515955048225E+00      1.093666639899E+00
    6.700000      1.519671891319E+00      1.095369683362E+00
    6.800000      1.522919465170E+00      1.097153316876E+00
    6.900000      1.525640553603E+00      1.098949065171E+00
    7.000000      1.528070198352E+00      1.100720700783E+00
    7.100000      1.530618401373E+00      1.102449013559E+00
    7.200000      1.533669855726E+00      1.104110527280E+00
    7.300000      1.537396517457E+00      1.105664782909E+00
    7.400000      1.541704150475E+00      1.107059805074E+00
    7.500000      1.546362161715E+00      1.108255362486E+00
    7.600000      1.551194584356E+00      1.109254376165E+00
    7.700000      1.556171375266E+00      1.110128757235E+00
    7.800000      1.561358340818E+00      1.111027859250E+00
    7.900000      1.566792500173E+00      1.112163006339E+00
    8.000000      1.572394966341E+00      1.113767017318E+00
    8.100000      1.577986502488E+00      1.116032685120E+00
    8.200000      1.583352091286E+00      1.119041017440E+00
    8.300000      1.588253444680E+00      1.122699833218E+00
    8.400000      1.592363017710E+00      1.126721289116E+00
    8.500000      1.595230443299E+00      1.130662765773E+00
    8.600000      1.596408035757E+00      1.134031874658E+00
    8.700000      1.595675210524E+00      1.136420284791E+00
    8.800000      1.593203150347E+00      1.137606612550E+00
