# M=12, N=6, V0=0.0, V=-1.9, PBC
#  time (tJ)                       0                       1                       2                       3                       4                       5                       6                       7                       8                       9                      10                      11
    0.000000      5.000000000000E-01      1.463319220120E-01      2.500000000000E-01      2.361111111111E-01      2.500000000000E-01      2.425569668769E-01      2.500000000000E-01      2.425569668769E-01      2.500000000000E-01      2.361111111111E-01      2.500000000000E-01      1.463319220120E-01
    0.100000      5.000000000000E-01      1.499488756993E-01      2.447271011355E-01      2.379465571720E-01      2.495405315830E-01      2.430107906228E-01      2.496522875749E-01      2.430107906228E-01      2.495405315830E-01      2.379465571720E-01      2.447271011355E-01      1.499488756993E-01
    0.200000      5.000000000000E-01      1.599299363494E-01      2.306434443709E-01      2.421960183906E-01      2.487050886972E-01      2.441324010652E-01      2.487862222534E-01      2.441324010652E-01      2.487050886972E-01      2.421960183906E-01      2.306434443709E-01      1.599299363494E-01
    0.300000      5.000000000000E-01      1.739616833856E-01      2.122758578214E-01      2.457417582800E-01      2.487134069168E-01      2.454098194827E-01      2.477949482271E-01      2.454098194827E-01      2.487134069168E-01      2.457417582800E-01      2.122758578214E-01      1.739616833856E-01
    0.400000      5.000000000000E-01      1.890556104454E-01      1.952059175898E-01      2.452250496465E-01      2.504988346155E-01      2.465156386376E-01      2.469978981303E-01      2.465156386376E-01      2.504988346155E-01      2.452250496465E-01      1.952059175898E-01      1.890556104454E-01
    0.500000      5.000000000000E-01      2.024845759142E-01      1.840252205324E-01      2.388001366814E-01      2.538166015071E-01      2.476393019295E-01      2.464683268709E-01      2.476393019295E-01      2.538166015071E-01      2.388001366814E-01      1.840252205324E-01      2.024845759142E-01
    0.600000      5.000000000000E-01      2.125320068059E-01      1.808333755314E-01      2.271400849876E-01      2.570173311988E-01      2.493960027064E-01      2.461623975397E-01      2.493960027064E-01      2.570173311988E-01      2.271400849876E-01      1.808333755314E-01      2.125320068059E-01
    0.700000      5.000000000000E-01      2.187994632209E-01      1.848424726937E-01      2.132174775676E-01      2.576823235587E-01      2.523194460474E-01      2.462776338234E-01      2.523194460474E-01      2.576823235587E-01      2.132174775676E-01      1.848424726937E-01      2.187994632209E-01
    0.800000      5.000000000000E-01      2.220169797773E-01      1.931344908615E-01      2.010084186810E-01      2.538055459031E-01      2.562662786014E-01      2.475365723514E-01      2.562662786014E-01      2.538055459031E-01      2.010084186810E-01      1.931344908615E-01      2.220169797773E-01
    0.900000      5.000000000000E-01      2.235033936297E-01      2.021243954647E-01      1.937811491342E-01      2.448880572247E-01      2.601675948788E-01      2.510708193357E-01      2.601675948788E-01      2.448880572247E-01      1.937811491342E-01      2.021243954647E-01      2.235033936297E-01
    1.000000      5.000000000000E-01      2.245424982489E-01      2.090335590021E-01      1.927839665050E-01      2.323578892697E-01      2.623754821164E-01      2.578132097157E-01      2.623754821164E-01      2.323578892697E-01      1.927839665050E-01      2.090335590021E-01      2.245424982489E-01
    1.100000      5.000000000000E-01      2.259331416636E-01      2.127625471809E-01      1.968982797277E-01      2.190951264057E-01      2.614827887005E-01      2.676562326433E-01      2.614827887005E-01      2.190951264057E-01      1.968982797277E-01      2.127625471809E-01      2.259331416636E-01
    1.200000      5.000000000000E-01      2.278558302250E-01      2.138943861734E-01      2.033305888303E-01      2.083082985486E-01      2.571725836805E-01      2.788766250843E-01      2.571725836805E-01      2.083082985486E-01      2.033305888303E-01      2.138943861734E-01      2.278558302250E-01
    1.300000      5.000000000000E-01      2.300392732185E-01      2.139754220648E-01      2.089405693165E-01      2.023193410675E-01      2.505835864997E-01      2.882836156658E-01      2.505835864997E-01      2.023193410675E-01      2.089405693165E-01      2.139754220648E-01      2.300392732185E-01
    1.400000      5.000000000000E-01      2.320833002807E-01      2.145156607688E-01      2.115625098463E-01      2.018194057771E-01      2.439139434565E-01      2.922103597412E-01      2.439139434565E-01      2.018194057771E-01      2.115625098463E-01      2.145156607688E-01      2.320833002807E-01
