# M=26, N=13, V0=0.0, V=-0.15, PBC
#  time (tJ)                       0                       1                       2                       3                       4                       5                       6                       7                       8                       9                      10                      11                      12                      13                      14                      15                      16                      17                      18                      19                      20                      21                      22                      23                      24                      25
    0.000000      4.999999999994E-01      1.481842765243E-01      2.500000000001E-01      2.382357601364E-01      2.500000000001E-01      2.454158625899E-01      2.500000000001E-01      2.473596760073E-01      2.500000000001E-01      2.481132284954E-01      2.500000000001E-01      2.484308412176E-01      2.500000000001E-01      2.485207100593E-01      2.500000000001E-01      2.484308412176E-01      2.500000000001E-01      2.481132284954E-01      2.500000000001E-01      2.473596760073E-01      2.500000000001E-01      2.454158625899E-01      2.500000000001E-01      2.382357601364E-01      2.500000000001E-01      1.481842765243E-01
    0.100000      4.999999999999E-01      1.484628808347E-01      2.495949535196E-01      2.383729132591E-01      2.499710505461E-01      2.454398488265E-01      2.499865942794E-01      2.473712212249E-01      2.499914913123E-01      2.481209603139E-01      2.499934706468E-01      2.484371021227E-01      2.499942289259E-01      2.485265683761E-01      2.499942289259E-01      2.484371021227E-01      2.499934706468E-01      2.481209603139E-01      2.499914913123E-01      2.473712212249E-01      2.499865942794E-01      2.454398488265E-01      2.499710505461E-01      2.383729132591E-01      2.495949535196E-01      1.484628808347E-01
    0.200000      4.999999999999E-01      1.492396255852E-01      2.484863801481E-01      2.387291904442E-01      2.498924699370E-01      2.455099193614E-01      2.499483839188E-01      2.474045051428E-01      2.499671118435E-01      2.481432046480E-01      2.499747368233E-01      2.484551038193E-01      2.499776633179E-01      2.485434100209E-01      2.499776633179E-01      2.484551038193E-01      2.499747368233E-01      2.481432046480E-01      2.499671118434E-01      2.474045051428E-01      2.499483839188E-01      2.455099193614E-01      2.498924699370E-01      2.387291904442E-01      2.484863801481E-01      1.492396255852E-01
    0.300000      4.999999999997E-01      1.503526226009E-01      2.469622742313E-01      2.391609177993E-01      2.497833154209E-01      2.456207843471E-01      2.498911007550E-01      2.474557600810E-01      2.499300880621E-01      2.481772928913E-01      2.499461994078E-01      2.484826527874E-01      2.499524040766E-01      2.485691750774E-01      2.499524040766E-01      2.484826527874E-01      2.499461994078E-01      2.481772928913E-01      2.499300880621E-01      2.474557600809E-01      2.498911007550E-01      2.456207843471E-01      2.497833154209E-01      2.391609177993E-01      2.469622742313E-01      1.503526226009E-01
    0.400000      4.999999999996E-01      1.515785669398E-01      2.454073308008E-01      2.394927990836E-01      2.496596464578E-01      2.457643148367E-01      2.498234022972E-01      2.475195829499E-01      2.498851516234E-01      2.482193401346E-01      2.499113674518E-01      2.485165485722E-01      2.499215204618E-01      2.486008567796E-01      2.499215204618E-01      2.485165485722E-01      2.499113674518E-01      2.482193401346E-01      2.498851516234E-01      2.475195829499E-01      2.498234022972E-01      2.457643148367E-01      2.496596464578E-01      2.394927990836E-01      2.454073308007E-01      1.515785669398E-01
    0.500000      4.999999999996E-01      1.526880824654E-01      2.441926715192E-01      2.395871166491E-01      2.495212011758E-01      2.459291218345E-01      2.497556800616E-01      2.475899937060E-01      2.498377719466E-01      2.482649251139E-01      2.498742653341E-01      2.485531334370E-01      2.498885286122E-01      2.486350162893E-01      2.498885286122E-01      2.485531334370E-01      2.498742653341E-01      2.482649251139E-01      2.498377719466E-01      2.475899937060E-01      2.497556800616E-01      2.459291218345E-01      2.495212011758E-01      2.395871166491E-01      2.441926715192E-01      1.526880824654E-01
    0.600000      4.999999999998E-01      1.534992151393E-01      2.435749548692E-01      2.393979198672E-01      2.493474896190E-01      2.460985534019E-01      2.496984900070E-01      2.476614959482E-01      2.497933995033E-01      2.483097811995E-01      2.498388355387E-01      2.485888487251E-01      2.498568643061E-01      2.486683037510E-01      2.498568643061E-01      2.485888487251E-01      2.498388355387E-01      2.483097811995E-01      2.497933995033E-01      2.476614959482E-01      2.496984900070E-01      2.460985534019E-01      2.493474896190E-01      2.393979198672E-01      2.435749548692E-01      1.534992151393E-01
    0.700000      4.999999999999E-01      1.539146416972E-01      2.436352542490E-01      2.389892069633E-01      2.491076838614E-01      2.462480863368E-01      2.496604702240E-01      2.477298723353E-01      2.497568791728E-01      2.483503620116E-01      2.498084607501E-01      2.486206847009E-01      2.498294581337E-01      2.486978791255E-01      2.498294581337E-01      2.486206847009E-01      2.498084607501E-01      2.483503620116E-01      2.497568791728E-01      2.477298723353E-01      2.496604702240E-01      2.462480863368E-01      2.491076838614E-01      2.389892069633E-01      2.436352542490E-01      1.539146416972E-01
    0.800000      4.999999999998E-01      1.539338705167E-01      2.442735849317E-01      2.385107099899E-01      2.487812692672E-01      2.463446656809E-01      2.496456567815E-01      2.477924924724E-01      2.497320925373E-01      2.483842164661E-01      2.497856662608E-01      2.486464683618E-01      2.498084667320E-01      2.487216800021E-01      2.498084667320E-01      2.486464683618E-01      2.497856662609E-01      2.483842164661E-01      2.497320925373E-01      2.477924924724E-01      2.496456567815E-01      2.463446656809E-01      2.487812692672E-01      2.385107099899E-01      2.442735849317E-01      1.539338705167E-01
    0.900000      4.999999999997E-01      1.536396725782E-01      2.452560466181E-01      2.381416481365E-01      2.483798922120E-01      2.463508711795E-01      2.496505250893E-01      2.478479725855E-01      2.497217727902E-01      2.484101807797E-01      2.497719964477E-01      2.486649958222E-01      2.497951549489E-01      2.487385416236E-01      2.497951549489E-01      2.486649958222E-01      2.497719964477E-01      2.484101807797E-01      2.497217727902E-01      2.478479725855E-01      2.496505250893E-01      2.463508711795E-01      2.483798922120E-01      2.381416481365E-01      2.452560466181E-01      1.536396725782E-01
