# M=16, N=8, V0=0.0, V=0.15, PBC
#  time (tJ)                       0                       1                       2                       3                       4                       5                       6                       7                       8                       9                      10                      11                      12                      13                      14                      15
    0.000000      5.000000000000E-01      1.473666313707E-01      2.500000000000E-01      2.373444187155E-01      2.500000000000E-01      2.443497551087E-01      2.500000000000E-01      2.459391948051E-01      2.500000000000E-01      2.459391948051E-01      2.500000000000E-01      2.443497551087E-01      2.500000000000E-01      2.373444187155E-01      2.500000000000E-01      1.473666313707E-01
    0.100000      5.000000000000E-01      1.470847530996E-01      2.504111751683E-01      2.372019540640E-01      2.500335359769E-01      2.443209644570E-01      2.500184125416E-01      2.459214507092E-01      2.500155079670E-01      2.459214507092E-01      2.500184125416E-01      2.443209644570E-01      2.500335359769E-01      2.372019540640E-01      2.504111751683E-01      1.470847530996E-01
    0.200000      5.000000000000E-01      1.462993186316E-01      2.515388976029E-01      2.368243142322E-01      2.501308047950E-01      2.442348135512E-01      2.500720926212E-01      2.458693643539E-01      2.500607884240E-01      2.458693643539E-01      2.500720926212E-01      2.442348135512E-01      2.501308047950E-01      2.368243142322E-01      2.515388976029E-01      1.462993186316E-01
    0.300000      5.000000000000E-01      1.451755441335E-01      2.530965024966E-01      2.363418254997E-01      2.502844604063E-01      2.440930225511E-01      2.501562471876E-01      2.457863518021E-01      2.501320918462E-01      2.457863518021E-01      2.501562471876E-01      2.440930225511E-01      2.502844604063E-01      2.363418254997E-01      2.530965024966E-01      1.451755441335E-01
    0.400000      5.000000000000E-01      1.439419689923E-01      2.546988474728E-01      2.359160793099E-01      2.504891349714E-01      2.439017073287E-01      2.502626980842E-01      2.456779800155E-01      2.502231676507E-01      2.456779800155E-01      2.502626980842E-01      2.439017073287E-01      2.504891349714E-01      2.359160793099E-01      2.546988474728E-01      1.439419689923E-01
    0.500000      5.000000000000E-01      1.428344102470E-01      2.559702138092E-01      2.356796790462E-01      2.507458927207E-01      2.436752092773E-01      2.503802375412E-01      2.455516331882E-01      2.503254483403E-01      2.455516331882E-01      2.503802375412E-01      2.436752092773E-01      2.507458927207E-01      2.356796790462E-01      2.559702138092E-01      1.428344102470E-01
    0.600000      5.000000000000E-01      1.420412168676E-01      2.566443256722E-01      2.356884583239E-01      2.510605288441E-01      2.434392194662E-01      2.504960671246E-01      2.454158935906E-01      2.504285802216E-01      2.454158935906E-01      2.504960671246E-01      2.434392194662E-01      2.510605288441E-01      2.356884583239E-01      2.566443256722E-01      1.420412168676E-01
    0.700000      5.000000000000E-01      1.416643272980E-01      2.566270581764E-01      2.359041490817E-01      2.514344511469E-01      2.432310331404E-01      2.505985652148E-01      2.452797162246E-01      2.505213994344E-01      2.452797162246E-01      2.505985652148E-01      2.432310331404E-01      2.514344511469E-01      2.359041490817E-01      2.566270581764E-01      1.416643272980E-01
    0.800000      5.000000000000E-01      1.417052204170E-01      2.560058008814E-01      2.362130352383E-01      2.518516783861E-01      2.430949797869E-01      2.506809624239E-01      2.451516508053E-01      2.505933441223E-01      2.451516508053E-01      2.506809624239E-01      2.430949797869E-01      2.518516783861E-01      2.362130352383E-01      2.560058008814E-01      1.417052204170E-01
    0.900000      5.000000000000E-01      1.420771244282E-01      2.550071955875E-01      2.364719337673E-01      2.522690636376E-01      2.430724064363E-01      2.507447359513E-01      2.450394394101E-01      2.506362015635E-01      2.450394394101E-01      2.507447359513E-01      2.430724064363E-01      2.522690636376E-01      2.364719337673E-01      2.550071955875E-01      1.420771244282E-01
