# M=22, N=11, V0=0.0, V=-0.5, PBC
#  time (tJ)                       0                       1                       2                       3                       4                       5                       6                       7                       8                       9                      10                      11                      12                      13                      14                      15                      16                      17                      18                      19                      20                      21
    0.000000      5.000000000000E-01      1.479872932258E-01      2.500000000000E-01      2.380273506628E-01      2.500000000000E-01      2.451821115844E-01      2.500000000000E-01      2.470805513810E-01      2.500000000000E-01      2.477557509972E-01      2.500000000000E-01      2.479338842975E-01      2.500000000000E-01      2.477557509972E-01      2.500000000000E-01      2.470805513810E-01      2.500000000000E-01      2.451821115844E-01      2.500000000000E-01      2.380273506628E-01      2.500000000000E-01      1.479872932258E-01
    0.100000      5.000000000000E-01      1.489185135343E-01      2.486461455556E-01      2.384860041675E-01      2.499022208756E-01      2.452646327146E-01      2.499522326966E-01      2.471226037836E-01      2.499677046889E-01      2.477862480197E-01      2.499729239362E-01      2.479615400547E-01      2.499729239362E-01      2.477862480197E-01      2.499677046889E-01      2.471226037836E-01      2.499522326966E-01      2.452646327146E-01      2.499022208756E-01      2.384860041675E-01      2.486461455556E-01      1.489185135343E-01
    0.200000      5.000000000000E-01      1.515140831468E-01      2.449518788659E-01      2.396529924941E-01      2.496566486638E-01      2.454979641436E-01      2.498193002222E-01      2.472412040085E-01      2.498771302693E-01      2.478722164464E-01      2.498968360799E-01      2.480394913188E-01      2.498968360799E-01      2.478722164464E-01      2.498771302693E-01      2.472412040085E-01      2.498193002222E-01      2.454979641436E-01      2.496566486638E-01      2.396529924941E-01      2.449518788659E-01      1.515140831468E-01
    0.300000      4.999999999999E-01      1.552326988286E-01      2.399060029294E-01      2.409873562970E-01      2.493751116006E-01      2.458468282444E-01      2.496291728630E-01      2.474160255101E-01      2.497453439960E-01      2.479987273324E-01      2.497856492883E-01      2.481541662208E-01      2.497856492883E-01      2.479987273324E-01      2.497453439960E-01      2.474160255101E-01      2.496291728630E-01      2.458468282444E-01      2.493751116006E-01      2.409873562970E-01      2.399060029294E-01      1.552326988286E-01
    0.400000      5.000000000000E-01      1.593324194192E-01      2.348178725351E-01      2.418390060019E-01      2.491565846114E-01      2.462715646017E-01      2.494197223255E-01      2.476200295036E-01      2.495953284577E-01      2.481457070013E-01      2.496581260313E-01      2.482872790229E-01      2.496581260313E-01      2.481457070013E-01      2.495953284577E-01      2.476200295036E-01      2.494197223255E-01      2.462715646017E-01      2.491565846114E-01      2.418390060019E-01      2.348178725351E-01      1.593324194192E-01
    0.500000      5.000000000000E-01      1.630593982420E-01      2.309295306228E-01      2.417179306362E-01      2.490083788902E-01      2.467409650641E-01      2.492303668437E-01      2.478268400387E-01      2.494500858197E-01      2.482931637255E-01      2.495330640664E-01      2.484205521017E-01      2.495330640664E-01      2.482931637255E-01      2.494500858197E-01      2.478268400387E-01      2.492303668437E-01      2.467409650641E-01      2.490083788902E-01      2.417179306362E-01      2.309295306228E-01      1.630593982420E-01
    0.600000      5.000000000001E-01      1.658268870903E-01      2.290680496528E-01      2.405010277189E-01      2.488127254795E-01      2.472296379827E-01      2.490963075720E-01      2.480168746748E-01      2.493278601167E-01      2.484254875776E-01      2.494253345609E-01      2.485396151471E-01      2.494253345609E-01      2.484254875776E-01      2.493278601167E-01      2.480168746748E-01      2.490963075720E-01      2.472296379827E-01      2.488127254795E-01      2.405010277189E-01      2.290680496528E-01      1.658268870903E-01
    0.700000      5.000000000000E-01      1.673346050425E-01      2.294462941805E-01      2.384940907147E-01      2.483649798464E-01      2.476984377568E-01      2.490455125849E-01      2.481806709665E-01      2.492399496128E-01      2.485335361063E-01      2.493439671488E-01      2.486359120799E-01      2.493439671488E-01      2.485335361063E-01      2.492399496128E-01      2.481806709665E-01      2.490455125849E-01      2.476984377568E-01      2.483649798464E-01      2.384940907147E-01      2.294462941805E-01      1.673346050425E-01
    0.800000      5.000000000000E-01      1.676001496611E-01      2.316647852266E-01      2.363257441911E-01      2.474736328696E-01      2.480697500010E-01      2.490953717136E-01      2.483192206169E-01      2.491913410959E-01      2.486143246894E-01      2.492924635923E-01      2.487064326850E-01      2.492924635923E-01      2.486143246894E-01      2.491913410959E-01      2.483192206169E-01      2.490953717136E-01      2.480697500010E-01      2.474736328696E-01      2.363257441911E-01      2.316647852266E-01      1.676001496611E-01
    0.900000      5.000000000000E-01      1.669031794734E-01      2.348968474760E-01      2.347174478473E-01      2.460787366524E-01      2.482175740483E-01      2.492452827741E-01      2.484419253738E-01      2.491832422225E-01      2.486691922718E-01      2.492705582265E-01      2.487520272677E-01      2.492705582265E-01      2.486691922718E-01      2.491832422225E-01      2.484419253738E-01      2.492452827741E-01      2.482175740483E-01      2.460787366524E-01      2.347174478473E-01      2.348968474760E-01      1.669031794734E-01
