# M=22, N=11, max=1, V0=0.0, V=0.765, PBC
#  time (tJ)                S₁(ℓ=11)                S₂(ℓ=11)
    0.000000      1.375632336657E+00      1.080989943769E+00
    0.100000      1.377599176379E+00      1.081407225272E+00
    0.200000      1.382588262899E+00      1.082606785752E+00
    0.300000      1.388914238560E+00      1.084459637523E+00
    0.400000      1.395373306299E+00      1.086824439840E+00
    0.500000      1.401606245127E+00      1.089605077602E+00
    0.600000      1.407849291899E+00      1.092766023809E+00
    0.700000      1.414470096472E+00      1.096301973222E+00
    0.800000      1.421650458729E+00      1.100188935657E+00
    0.900000      1.429342747157E+00      1.104351849220E+00
    1.000000      1.437406851694E+00      1.108667096764E+00
    1.100000      1.445744703843E+00      1.112993207859E+00
    1.200000      1.454318855662E+00      1.117208029329E+00
    1.300000      1.463088566587E+00      1.121232812583E+00
    1.400000      1.471955197562E+00      1.125036554022E+00
    1.500000      1.480755613791E+00      1.128625926185E+00
    1.600000      1.489291603595E+00      1.132030195710E+00
    1.700000      1.497363881653E+00      1.135287545826E+00
    1.800000      1.504793892135E+00      1.138434500597E+00
    1.900000      1.511443717201E+00      1.141497809093E+00
    2.000000      1.517240443993E+00      1.144488543468E+00
    2.100000      1.522212012696E+00      1.147399151981E+00
    2.200000      1.526537408492E+00      1.150203871496E+00
    2.300000      1.530591590032E+00      1.152861147674E+00
    2.400000      1.534934434336E+00      1.155315015492E+00
    2.500000      1.540157029232E+00      1.157492591775E+00
    2.600000      1.546536464276E+00      1.159297845197E+00
    2.700000      1.553695967030E+00      1.160606712880E+00
    2.800000      1.560626164573E+00      1.161272402739E+00
    2.900000      1.566062023351E+00      1.161148399049E+00
    3.000000      1.568922149156E+00      1.160128282770E+00
    3.100000      1.568644972221E+00      1.158189072491E+00
    3.200000      1.565356751135E+00      1.155416612294E+00
    3.300000      1.559810881676E+00      1.151995839872E+00
    3.400000      1.553085770517E+00      1.148166191046E+00
    3.500000      1.546146604431E+00      1.144162698608E+00
    3.600000      1.539497392392E+00      1.140171621059E+00
    3.700000      1.533128071635E+00      1.136318238187E+00
    3.800000      1.526762105411E+00      1.132681402852E+00
    3.900000      1.520189084445E+00      1.129312461764E+00
    4.000000      1.513423067770E+00      1.126238821820E+00
    4.100000      1.506625257499E+00      1.123451770266E+00
    4.200000      1.499936358203E+00      1.120896723123E+00
    4.300000      1.493391902192E+00      1.118485439545E+00
    4.400000      1.486982477532E+00      1.116133009440E+00
    4.500000      1.480789323751E+00      1.113802339447E+00
    4.600000      1.475064661044E+00      1.111532002786E+00
    4.700000      1.470161976690E+00      1.109433698008E+00
    4.800000      1.466361953136E+00      1.107662758047E+00
    4.900000      1.463755569700E+00      1.106375665944E+00
    5.000000      1.462258167272E+00      1.105688192943E+00
    5.100000      1.461679105073E+00      1.105642901787E+00
    5.200000      1.461762132311E+00      1.106192713957E+00
    5.300000      1.462196250824E+00      1.107207803594E+00
    5.400000      1.462660866062E+00      1.108509747704E+00
    5.500000      1.462945436188E+00      1.109925820030E+00
    5.600000      1.463090194618E+00      1.111343002404E+00
    5.700000      1.463432053583E+00      1.112737015417E+00
    5.800000      1.464462887903E+00      1.114162873815E+00
    5.900000      1.466524752186E+00      1.115714197220E+00
    6.000000      1.469554472469E+00      1.117474408094E+00
    6.100000      1.473103251208E+00      1.119483431202E+00
    6.200000      1.476592718314E+00      1.121730175823E+00
    6.300000      1.479593652963E+00      1.124165046122E+00
    6.400000      1.481994031852E+00      1.126718707883E+00
    6.500000      1.484029011765E+00      1.129316021249E+00
    6.600000      1.486171502921E+00      1.131882195623E+00
    6.700000      1.488906812646E+00      1.134344697576E+00
    6.800000      1.492508148145E+00      1.136635934743E+00
    6.900000      1.496958643418E+00      1.138699592807E+00
    7.000000      1.502033650676E+00      1.140500380447E+00
    7.100000      1.507445699099E+00      1.142033903049E+00
    7.200000      1.512977019153E+00      1.143330563131E+00
    7.300000      1.518556578634E+00      1.144446430051E+00
    7.400000      1.524213725671E+00      1.145438036923E+00
    7.500000      1.529906524807E+00      1.146327648015E+00
    7.600000      1.535336090725E+00      1.147075316468E+00
    7.700000      1.539919026519E+00      1.147575251554E+00
    7.800000      1.542993157006E+00      1.147682678522E+00
    7.900000      1.544126616225E+00      1.147260224333E+00
    8.000000      1.543326672569E+00      1.146223038145E+00
    8.100000      1.541020803254E+00      1.144566585483E+00
    8.200000      1.537824068737E+00      1.142373834799E+00
    8.300000      1.534253672531E+00      1.139806052070E+00
    8.400000      1.530607147004E+00      1.137078795917E+00
    8.500000      1.527044799275E+00      1.134421051902E+00
    8.600000      1.523685648993E+00      1.132021594646E+00
    8.700000      1.520576226242E+00      1.129980045044E+00
    8.800000      1.517618003005E+00      1.128286044975E+00
    8.900000      1.514613224342E+00      1.126838669072E+00
    9.000000      1.511415046642E+00      1.125496714510E+00
    9.100000      1.508040326466E+00      1.124135980640E+00
    9.200000      1.504670101627E+00      1.122691839679E+00
    9.300000      1.501573961636E+00      1.121178393152E+00
    9.400000      1.499034498213E+00      1.119686274204E+00
    9.500000      1.497291142702E+00      1.118363519591E+00
    9.600000      1.496462158966E+00      1.117382313313E+00
    9.700000      1.496467865205E+00      1.116895696859E+00
    9.800000      1.497052656664E+00      1.116993525135E+00
    9.900000      1.497904371238E+00      1.117671173578E+00
   10.000000      1.498772673112E+00      1.118823063818E+00
   10.100000      1.499526260735E+00      1.120265612583E+00
   10.200000      1.500137087893E+00      1.121784077638E+00
   10.300000      1.500581280012E+00      1.123189181811E+00
   10.400000      1.500703180908E+00      1.124365478152E+00
   10.500000      1.500315204302E+00      1.125295737429E+00
