# M=16, N=8, V0=0.0, V=-0.15, PBC
#  time (tJ)                       0                       1                       2                       3                       4                       5                       6                       7                       8                       9                      10                      11                      12                      13                      14                      15
    0.000000      5.000000000000E-01      1.473666313707E-01      2.500000000000E-01      2.373444187155E-01      2.500000000000E-01      2.443497551087E-01      2.500000000000E-01      2.459391948051E-01      2.500000000000E-01      2.459391948051E-01      2.500000000000E-01      2.443497551087E-01      2.500000000000E-01      2.373444187155E-01      2.500000000000E-01      1.473666313707E-01
    0.100000      5.000000000000E-01      1.476485345436E-01      2.495890250532E-01      2.374863260466E-01      2.499669438610E-01      2.443783491202E-01      2.499816810351E-01      2.459568582824E-01      2.499845641156E-01      2.459568582824E-01      2.499816810351E-01      2.443783491202E-01      2.499669438610E-01      2.374863260466E-01      2.495890250532E-01      1.476485345436E-01
    0.200000      5.000000000000E-01      1.484343627620E-01      2.484641160308E-01      2.378560507560E-01      2.498764266050E-01      2.444617681464E-01      2.499293291673E-01      2.460077922312E-01      2.499403086025E-01      2.460077922312E-01      2.499293291673E-01      2.444617681464E-01      2.498764266050E-01      2.378560507560E-01      2.484641160308E-01      1.484343627620E-01
    0.300000      5.000000000000E-01      1.495599853000E-01      2.469172602389E-01      2.383076489118E-01      2.497486328449E-01      2.445933496264E-01      2.498503695527E-01      2.460862445505E-01      2.498730179495E-01      2.460862445505E-01      2.498503695527E-01      2.445933496264E-01      2.497486328449E-01      2.383076489118E-01      2.469172602389E-01      1.495599853000E-01
    0.400000      5.000000000000E-01      1.507989683719E-01      2.453387080565E-01      2.386625817827E-01      2.496014252144E-01      2.447628404661E-01      2.497559724139E-01      2.461838997610E-01      2.497912078671E-01      2.461838997610E-01      2.497559724139E-01      2.447628404661E-01      2.496014252144E-01      2.386625817827E-01      2.453387080565E-01      1.507989683719E-01
    0.500000      5.000000000000E-01      1.519186798629E-01      2.441053353064E-01      2.387795889338E-01      2.494369067152E-01      2.449561955317E-01      2.496594844753E-01      2.462914140653E-01      2.497047902188E-01      2.462914140653E-01      2.496594844753E-01      2.449561955317E-01      2.494369067152E-01      2.387795889338E-01      2.441053353064E-01      1.519186798629E-01
    0.600000      5.000000000000E-01      1.527345761553E-01      2.434783416674E-01      2.386095796192E-01      2.492373482629E-01      2.451538445302E-01      2.495744692949E-01      2.463999620671E-01      2.496237568061E-01      2.463999620671E-01      2.495744692949E-01      2.451538445302E-01      2.492373482629E-01      2.386095796192E-01      2.434783416674E-01      1.527345761553E-01
    0.700000      5.000000000000E-01      1.531480496127E-01      2.435410125758E-01      2.382143911950E-01      2.489748499549E-01      2.453283901785E-01      2.495122915098E-01      2.465024392079E-01      2.495571515308E-01      2.465024392079E-01      2.495122915098E-01      2.453283901785E-01      2.489748499549E-01      2.382143911950E-01      2.435410125758E-01      1.531480496127E-01
    0.800000      5.000000000000E-01      1.531589621051E-01      2.441926942788E-01      2.377429082769E-01      2.486316890631E-01      2.454442867150E-01      2.494791874951E-01      2.465940632086E-01      2.495124177145E-01      2.465940632086E-01      2.494791874951E-01      2.454442867150E-01      2.486316890631E-01      2.377429082769E-01      2.441926942788E-01      1.531589621051E-01
    0.900000      5.000000000000E-01      1.528520241341E-01      2.451960785816E-01      2.373748578209E-01      2.482217926485E-01      2.454623713723E-01      2.494731444948E-01      2.466722305776E-01      2.494950007406E-01      2.466722305776E-01      2.494731444948E-01      2.454623713723E-01      2.482217926485E-01      2.373748578209E-01      2.451960785816E-01      1.528520241341E-01
    1.000000      5.000000000000E-01      1.523637632146E-01      2.462582346608E-01      2.372547610395E-01      2.478016114908E-01      2.453504648112E-01      2.494815915173E-01      2.467356067042E-01      2.495079331230E-01      2.467356067042E-01      2.494815915173E-01      2.453504648112E-01      2.478016114908E-01      2.372547610395E-01      2.462582346608E-01      1.523637632146E-01
    1.100000      5.000000000000E-01      1.518415810747E-01      2.471171235829E-01      2.374413388608E-01      2.474623025340E-01      2.450980178671E-01      2.494814892072E-01      2.467826024732E-01      2.495510888001E-01      2.467826024732E-01      2.494814892072E-01      2.450980178671E-01      2.474623025340E-01      2.374413388608E-01      2.471171235829E-01      1.518415810747E-01
    1.200000      5.000000000000E-01      1.514071060576E-01      2.476068766242E-01      2.378904385659E-01      2.473031911082E-01      2.447294491955E-01      2.494433378528E-01      2.468096487118E-01      2.496199037679E-01      2.468096487118E-01      2.494433378528E-01      2.447294491955E-01      2.473031911082E-01      2.378904385659E-01      2.476068766242E-01      1.514071060576E-01
    1.300000      5.000000000000E-01      1.511329612178E-01      2.476853327263E-01      2.384756914442E-01      2.473953909035E-01      2.443092985265E-01      2.493395367962E-01      2.468099699319E-01      2.497036369073E-01      2.468099699319E-01      2.493395367962E-01      2.443092985265E-01      2.473953909035E-01      2.384756914442E-01      2.476853327263E-01      1.511329612178E-01
    1.400000      5.000000000000E-01      1.510366832589E-01      2.474216885353E-01      2.390365366928E-01      2.477500375187E-01      2.439339318333E-01      2.491555731375E-01      2.467737166154E-01      2.497836648161E-01      2.467737166154E-01      2.491555731375E-01      2.439339318333E-01      2.477500375187E-01      2.390365366928E-01      2.474216885353E-01      1.510366832589E-01
    1.500000      5.000000000000E-01      1.510899101327E-01      2.469551107677E-01      2.394337855064E-01      2.483050500753E-01      2.437091844187E-01      2.489004456187E-01      2.466901281812E-01      2.498327705984E-01      2.466901281812E-01      2.489004456187E-01      2.437091844187E-01      2.483050500753E-01      2.394337855064E-01      2.469551107677E-01      1.510899101327E-01
    1.600000      5.000000000000E-01      1.512369505845E-01      2.464424627516E-01      2.395919039655E-01      2.489376075862E-01      2.437193368110E-01      2.486116398396E-01      2.465517472561E-01      2.498167024111E-01      2.465517472561E-01      2.486116398396E-01      2.437193368110E-01      2.489376075862E-01      2.395919039655E-01      2.464424627516E-01      1.512369505845E-01
    1.700000      5.000000000000E-01      1.514154612902E-01      2.460132255866E-01      2.395143318580E-01      2.494993537434E-01      2.439975569673E-01      2.483507777198E-01      2.463597055714E-01      2.496991745267E-01      2.463597055714E-01      2.483507777198E-01      2.439975569673E-01      2.494993537434E-01      2.395143318580E-01      2.460132255866E-01      1.514154612902E-01
