# M=14, N=7, V0=0.0, V=0.25, PBC
#  time (tJ)                       0                       1                       2                       3                       4                       5                       6                       7                       8                       9                      10                      11                      12                      13
    0.000000      5.000000000000E-01      1.469608706220E-01      2.500000000000E-01      2.368754258754E-01      2.500000000000E-01      2.437147239108E-01      2.500000000000E-01      2.448979591837E-01      2.500000000000E-01      2.437147239108E-01      2.500000000000E-01      2.368754258754E-01      2.500000000000E-01      1.469608706220E-01
    0.100000      5.000000000000E-01      1.464882812949E-01      2.506904344062E-01      2.366333783733E-01      2.500600524448E-01      2.436617151165E-01      2.500362698550E-01      2.448597370189E-01      2.500362698550E-01      2.436617151165E-01      2.500600524448E-01      2.366333783733E-01      2.506904344062E-01      1.464882812949E-01
    0.200000      5.000000000000E-01      1.451718270504E-01      2.525853283391E-01      2.359871676871E-01      2.502375652482E-01      2.435019877002E-01      2.501427878448E-01      2.447466722604E-01      2.501427878448E-01      2.435019877002E-01      2.502375652482E-01      2.359871676871E-01      2.525853283391E-01      1.451718270504E-01
    0.300000      5.000000000000E-01      1.432896210705E-01      2.552063592766E-01      2.351466906789E-01      2.505272211106E-01      2.432360643292E-01      2.503121613793E-01      2.445637643098E-01      2.503121613793E-01      2.432360643292E-01      2.505272211106E-01      2.351466906789E-01      2.552063592766E-01      1.432896210705E-01
    0.400000      5.000000000000E-01      1.412265413720E-01      2.579098031362E-01      2.343739201072E-01      2.509263354039E-01      2.428726218949E-01      2.505308751711E-01      2.443198058293E-01      2.505308751711E-01      2.428726218949E-01      2.509263354039E-01      2.343739201072E-01      2.579098031362E-01      1.412265413720E-01
    0.500000      5.000000000000E-01      1.393799632372E-01      2.600656457721E-01      2.338875859718E-01      2.514369352975E-01      2.424369973763E-01      2.507790897266E-01      2.440275652369E-01      2.507790897266E-01      2.424369973763E-01      2.514369352975E-01      2.338875859718E-01      2.600656457721E-01      1.393799632372E-01
    0.600000      5.000000000000E-01      1.380674558308E-01      2.612242219244E-01      2.337872391840E-01      2.520594733582E-01      2.419772174341E-01      2.510326632034E-01      2.437034581305E-01      2.510326632034E-01      2.419772174341E-01      2.520594733582E-01      2.337872391840E-01      2.612242219244E-01      1.380674558308E-01
    0.700000      5.000000000000E-01      1.374608016758E-01      2.612216826597E-01      2.340249179409E-01      2.527779474280E-01      2.415632256771E-01      2.512680089666E-01      2.433668313040E-01      2.512680089666E-01      2.415632256771E-01      2.527779474280E-01      2.340249179409E-01      2.612216826597E-01      1.374608016758E-01
    0.800000      5.000000000000E-01      1.375617412469E-01      2.601974621683E-01      2.344330775479E-01      2.535426736125E-01      2.412763621235E-01      2.514689722477E-01      2.430394221064E-01      2.514689722477E-01      2.412763621235E-01      2.535426736125E-01      2.344330775479E-01      2.601974621683E-01      1.375617412469E-01
    0.900000      5.000000000000E-01      1.382219830826E-01      2.585260254127E-01      2.347952205275E-01      2.542611885236E-01      2.411893391041E-01      2.516334340670E-01      2.427456185650E-01      2.516334340670E-01      2.411893391041E-01      2.542611885236E-01      2.347952205275E-01      2.585260254127E-01      1.382219830826E-01
