# M=18, N=9, V0=0.0, V=0.25, PBC
#  time (tJ)                 S₁(n=4)                 S₂(n=4)
    0.000000      1.776356839400E-15      0.000000000000E+00
    0.100000      5.098198966469E-03      1.050378903110E-03
    0.200000      1.635394255076E-02      3.892499969276E-03
    0.300000      2.976465843659E-02      7.702478550138E-03
    0.400000      4.191836072182E-02      1.141306307980E-02
    0.500000      5.023183943367E-02      1.405496636666E-02
    0.600000      5.331766780956E-02      1.504824010729E-02
    0.700000      5.113810466721E-02      1.434826961285E-02
    0.800000      4.490811263997E-02      1.240858867505E-02
    0.900000      3.678269925076E-02      9.989496374873E-03
    1.000000      2.941149321986E-02      7.892050853730E-03
    1.100000      2.527289661074E-02      6.714134381637E-03
    1.200000      2.545812160520E-02      6.705555538303E-03
    1.300000      2.933645528279E-02      7.753842526035E-03
    1.400000      3.527507407913E-02      9.482013462836E-03
    1.500000      4.152092643664E-02      1.140447781313E-02
    1.600000      4.671525625030E-02      1.307857163547E-02
    1.700000      5.005496901464E-02      1.420552731450E-02
    1.800000      5.127697159940E-02      1.466427010647E-02
    1.900000      5.055263352052E-02      1.448941561418E-02
    2.000000      4.832752559892E-02      1.382022617388E-02
    2.100000      4.517296819686E-02      1.284706785660E-02
    2.200000      4.171313710021E-02      1.177078970767E-02
    2.300000      3.857901141725E-02      1.077703011585E-02
    2.400000      3.632505796179E-02      1.001919671433E-02
    2.500000      3.527494970911E-02      9.603453104404E-03
    2.600000      3.548127303391E-02      9.574093202008E-03
    2.700000      3.680673486349E-02      9.903387863925E-03
    2.800000      3.892450057051E-02      1.049243567338E-02
    2.900000      4.132666410820E-02      1.118748907848E-02
    3.000000      4.342855866533E-02      1.181089141308E-02
    3.100000      4.471542489639E-02      1.219977776365E-02
    3.200000      4.486049648134E-02      1.224195155692E-02
    3.300000      4.377735167335E-02      1.189881281120E-02
    3.400000      4.161011578826E-02      1.120977436083E-02
    3.500000      3.868218696303E-02      1.027890542018E-02
    3.600000      3.543534188003E-02      9.249470634558E-03
    3.700000      3.235119244843E-02      8.273817804175E-03
    3.800000      2.984651303591E-02      7.485103891987E-03
    3.900000      2.820370258088E-02      6.975202429377E-03
    4.000000      2.755176493841E-02      6.781149232697E-03
    4.100000      2.786302166236E-02      6.881283157894E-03
    4.200000      2.894025049763E-02      7.201803421975E-03
    4.300000      3.041191467844E-02      7.634021702015E-03
    4.400000      3.182024557255E-02      8.060831991520E-03
    4.500000      3.279805429284E-02      8.387343131941E-03
    4.600000      3.320517978825E-02      8.566894340739E-03
    4.700000      3.317184633451E-02      8.612991832749E-03
    4.800000      3.302449407101E-02      8.591915268750E-03
    4.900000      3.309184491231E-02      8.598191023739E-03
    5.000000      3.359000216601E-02      8.721745506075E-03
    5.100000      3.463207742476E-02      9.018142081878E-03
