# M=20, N=10, V0=0.0, V=0.25, PBC
#  time (tJ)                       0                       1                       2                       3                       4                       5                       6                       7                       8                       9                      10                      11                      12                      13                      14                      15                      16                      17                      18                      19
    0.000000      5.000000000000E-01      1.478413545273E-01      2.500000000000E-01      2.378704000092E-01      2.500000000000E-01      2.450000000000E-01      2.500000000000E-01      2.468509595408E-01      2.500000000000E-01      2.474372859227E-01      2.500000000000E-01      2.474372859227E-01      2.500000000000E-01      2.468509595408E-01      2.500000000000E-01      2.450000000000E-01      2.500000000000E-01      2.378704000092E-01      2.500000000000E-01      1.478413545273E-01
    0.100000      5.000000000000E-01      1.480541772692E-01      2.493944647014E-01      2.384011743881E-01      2.498600822775E-01      2.450167206780E-01      2.499827731715E-01      2.468590690984E-01      2.499916324862E-01      2.474433211587E-01      2.499931695420E-01      2.474433211587E-01      2.499916324862E-01      2.468590690984E-01      2.499827731715E-01      2.450167206780E-01      2.498600822775E-01      2.384011743881E-01      2.493944647014E-01      1.480541772692E-01
    0.200000      5.000000000000E-01      1.486160310262E-01      2.477747347022E-01      2.398075245140E-01      2.495165943283E-01      2.450538466829E-01      2.499354770368E-01      2.468808409004E-01      2.499679357970E-01      2.474600598348E-01      2.499739103549E-01      2.474600598348E-01      2.499679357970E-01      2.468808409004E-01      2.499354770368E-01      2.450538466829E-01      2.495165943283E-01      2.398075245140E-01      2.477747347022E-01      1.486160310262E-01
    0.300000      5.000000000000E-01      1.493233259157E-01      2.456632873370E-01      2.416017286596E-01      2.491609681669E-01      2.450831982208E-01      2.498685546574E-01      2.469097167222E-01      2.499327194667E-01      2.474836767008E-01      2.499456483055E-01      2.474836767008E-01      2.499327194667E-01      2.469097167222E-01      2.498685546574E-01      2.450831982208E-01      2.491609681669E-01      2.416017286596E-01      2.456632873370E-01      1.493233259157E-01
    0.400000      5.000000000000E-01      1.499148453230E-01      2.437290361562E-01      2.431765034085E-01      2.490059614908E-01      2.450867478306E-01      2.497927368127E-01      2.469376789284E-01      2.498912477668E-01      2.475085949252E-01      2.499132947157E-01      2.475085949252E-01      2.498912477668E-01      2.469376789284E-01      2.497927368127E-01      2.450867478306E-01      2.490059614908E-01      2.431765034085E-01      2.437290361562E-01      1.499148453230E-01
    0.500000      5.000000000000E-01      1.501595427204E-01      2.425629905691E-01      2.440261323558E-01      2.491810818487E-01      2.450784245564E-01      2.497154737720E-01      2.469574799251E-01      2.498493484961E-01      2.475283521458E-01      2.498823472215E-01      2.475283521458E-01      2.498493484961E-01      2.469574799251E-01      2.497154737720E-01      2.450784245564E-01      2.491810818487E-01      2.440261323558E-01      2.425629905691E-01      1.501595427204E-01
    0.600000      5.000000000000E-01      1.499322166532E-01      2.424892861483E-01      2.439198859444E-01      2.496680000271E-01      2.451053230225E-01      2.496435521900E-01      2.469633045485E-01      2.498130063533E-01      2.475364031555E-01      2.498580439144E-01      2.475364031555E-01      2.498130063533E-01      2.469633045485E-01      2.496435521900E-01      2.451053230225E-01      2.496680000271E-01      2.439198859444E-01      2.424892861483E-01      1.499322166532E-01
    0.700000      5.000000000000E-01      1.492518672289E-01      2.434759210781E-01      2.429635633884E-01      2.503068695653E-01      2.452230851589E-01      2.495909809206E-01      2.469501948297E-01      2.497883418652E-01      2.475268277498E-01      2.498446964302E-01      2.475268277498E-01      2.497883418652E-01      2.469501948297E-01      2.495909809206E-01      2.452230851589E-01      2.503068695653E-01      2.429635633884E-01      2.434759210781E-01      1.492518672289E-01
    0.800000      5.000000000000E-01      1.482717522949E-01      2.451699444279E-01      2.415328047107E-01      2.508698548144E-01      2.454565606886E-01      2.495859835458E-01      2.469139783716E-01      2.497814490214E-01      2.474950703453E-01      2.498452035591E-01      2.474950703453E-01      2.497814490214E-01      2.469139783716E-01      2.495859835458E-01      2.454565606886E-01      2.508698548144E-01      2.415328047107E-01      2.451699444279E-01      1.482717522949E-01
    0.900000      5.000000000000E-01      1.472274703916E-01      2.470354432191E-01      2.401136726665E-01      2.511658701453E-01      2.457680807960E-01      2.496692573644E-01      2.468533938791E-01      2.497976406236E-01      2.474388124708E-01      2.498607168873E-01      2.474388124708E-01      2.497976406236E-01      2.468533938791E-01      2.496692573644E-01      2.457680807960E-01      2.511658701453E-01      2.401136726665E-01      2.470354432191E-01      1.472274703916E-01
    1.000000      5.000000000000E-01      1.463632045435E-01      2.485378133590E-01      2.391198681917E-01      2.511262249061E-01      2.460547171454E-01      2.498795053445E-01      2.467743006923E-01      2.498402395924E-01      2.473588761438E-01      2.498905001628E-01      2.473588761438E-01      2.498402395924E-01      2.467743006923E-01      2.498795053445E-01      2.460547171454E-01      2.511262249061E-01      2.391198681917E-01      2.485378133590E-01      1.463632045435E-01
    1.100000      5.000000000000E-01      1.458617785458E-01      2.493069560528E-01      2.387588201366E-01      2.508310937527E-01      2.461822866210E-01      2.502300952230E-01      2.466933671475E-01      2.499097050018E-01      2.472598458723E-01      2.499321032931E-01      2.472598458723E-01      2.499097050018E-01      2.466933671475E-01      2.502300952230E-01      2.461822866210E-01      2.508310937527E-01      2.387588201366E-01      2.493069560528E-01      1.458617785458E-01
