# M=10, N=5, V0=0.0, V=0.25, PBC
#  time (tJ)                 S₁(ℓ=5)                 S₂(ℓ=5)
    0.000000      1.115895506599E+00      9.060985786475E-01
    0.100000      1.116932774755E+00      9.067481771758E-01
    0.200000      1.119701305210E+00      9.085320020986E-01
    0.300000      1.123327211835E+00      9.110018301664E-01
    0.400000      1.126727678367E+00      9.135518853822E-01
    0.500000      1.128971846401E+00      9.155851703506E-01
    0.600000      1.129565271173E+00      9.166706505085E-01
    0.700000      1.128566552612E+00      9.166464071500E-01
    0.800000      1.126508511686E+00      9.156428560220E-01
    0.900000      1.124164440413E+00      9.140255378027E-01
    1.000000      1.122309761192E+00      9.122796013933E-01
    1.100000      1.121581478391E+00      9.108721440043E-01
    1.200000      1.122213146433E+00      9.101324397858E-01
    1.300000      1.123863958285E+00      9.101828365334E-01
    1.400000      1.125902342792E+00      9.109342571721E-01
    1.500000      1.127741372867E+00      9.121357265841E-01
    1.600000      1.129015297311E+00      9.134512583017E-01
    1.700000      1.129562895139E+00      9.145402186183E-01
    1.800000      1.129324646802E+00      9.151311946812E-01
    1.900000      1.128336901024E+00      9.150844838269E-01
    2.000000      1.126732712576E+00      9.144283193077E-01
    2.100000      1.124893508157E+00      9.133477579392E-01
    2.200000      1.123401980034E+00      9.121223513327E-01
    2.300000      1.122736538783E+00      9.110393281817E-01
    2.400000      1.123014528079E+00      9.103219176739E-01
    2.500000      1.124101057131E+00      9.100941134641E-01
    2.600000      1.125764765306E+00      9.103748012856E-01
    2.700000      1.127707277518E+00      9.110850898189E-01
    2.800000      1.129551533277E+00      9.120657305518E-01
    2.900000      1.130900983959E+00      9.131131346743E-01
    3.000000      1.131401949195E+00      9.140342175629E-01
    3.100000      1.130960320532E+00      9.147007774990E-01
    3.200000      1.129828569980E+00      9.150766713261E-01
    3.300000      1.128356903203E+00      9.152055358836E-01
    3.400000      1.127099872889E+00      9.151702240666E-01
    3.500000      1.126682309927E+00      9.150481933537E-01
    3.600000      1.127427530042E+00      9.148833039750E-01
    3.700000      1.129097370988E+00      9.146814802389E-01
    3.800000      1.130886314032E+00      9.144256327185E-01
    3.900000      1.131981084100E+00      9.140986990042E-01
    4.000000      1.132013850012E+00      9.137027193580E-01
    4.100000      1.131151775243E+00      9.132657837024E-01
    4.200000      1.129963762023E+00      9.128358699914E-01
    4.300000      1.128689422566E+00      9.124670317993E-01
    4.400000      1.127169077019E+00      9.122048897295E-01
    4.500000      1.125473092426E+00      9.120752825968E-01
    4.600000      1.124083719525E+00      9.120771576360E-01
    4.700000      1.123711443368E+00      9.121814249931E-01
    4.800000      1.124579089276E+00      9.123385336672E-01
    4.900000      1.126016038332E+00      9.124943898802E-01
    5.000000      1.127308406332E+00      9.126082543319E-01
    5.100000      1.128125323558E+00      9.126638653316E-01
    5.200000      1.128503650915E+00      9.126696070087E-01
    5.300000      1.128620176363E+00      9.126509169915E-01
    5.400000      1.128377608088E+00      9.126414425914E-01
    5.500000      1.127573956120E+00      9.126765573751E-01
    5.600000      1.126323571682E+00      9.127878158131E-01
    5.700000      1.125136041832E+00      9.129952810539E-01
    5.800000      1.124691470219E+00      9.132980043725E-01
    5.900000      1.125294824575E+00      9.136676890079E-01
    6.000000      1.126610180873E+00      9.140515358215E-01
    6.100000      1.128046480462E+00      9.143856676807E-01
    6.200000      1.129127703643E+00      9.146137565848E-01
    6.300000      1.129646847801E+00      9.147018152854E-01
    6.400000      1.129694406656E+00      9.146421687177E-01
    6.500000      1.129482527800E+00      9.144460335271E-01
    6.600000      1.129029072145E+00      9.141312173449E-01
    6.700000      1.128204244807E+00      9.137147820468E-01
    6.800000      1.126987248846E+00      9.132168530590E-01
    6.900000      1.125582603974E+00      9.126725111091E-01
    7.000000      1.124438942006E+00      9.121410932680E-01
    7.100000      1.124015235027E+00      9.117033503789E-01
    7.200000      1.124354544935E+00      9.114454731267E-01
    7.300000      1.125142467035E+00      9.114362032192E-01
    7.400000      1.126131107678E+00      9.117037434411E-01
    7.500000      1.127293106548E+00      9.122175049550E-01
    7.600000      1.128657728538E+00      9.128819647640E-01
    7.700000      1.129864814854E+00      9.135524369624E-01
    7.800000      1.130241144368E+00      9.140759533452E-01
    7.900000      1.129386219792E+00      9.143443978554E-01
    8.000000      1.127485695025E+00      9.143346096794E-01
    8.100000      1.125314259692E+00      9.141139621549E-01
    8.200000      1.123894775958E+00      9.138080255101E-01
    8.300000      1.123794480309E+00      9.135458514544E-01
    8.400000      1.124877466233E+00      9.134071201322E-01
    8.500000      1.126623783461E+00      9.133926160743E-01
    8.600000      1.128447247966E+00      9.134294961271E-01
    8.700000      1.129915842566E+00      9.134092054915E-01
    8.800000      1.130625627503E+00      9.132418592031E-01
    8.900000      1.130210199926E+00      9.129022393374E-01
    9.000000      1.128653313096E+00      9.124459458768E-01
    9.100000      1.126374952616E+00      9.119899622869E-01
    9.200000      1.124101529398E+00      9.116698240134E-01
    9.300000      1.122666809301E+00      9.115926849492E-01
    9.400000      1.122700184030E+00      9.117996820488E-01
    9.500000      1.124169045211E+00      9.122436989488E-01
    9.600000      1.126391400933E+00      9.127901025614E-01
    9.700000      1.128518410182E+00      9.132513164771E-01
    9.800000      1.129973820066E+00      9.134547788854E-01
    9.900000      1.130639217072E+00      9.133179006409E-01
   10.000000      1.130626669721E+00      9.128883791296E-01
   10.100000      1.130115583950E+00      9.123265492206E-01
   10.200000      1.129271268088E+00      9.118458325999E-01
   10.300000      1.128179134301E+00      9.116490040319E-01
   10.400000      1.126969135650E+00      9.118829223805E-01
   10.500000      1.125957966119E+00      9.126064881171E-01
   10.600000      1.125638727325E+00      9.137612412352E-01
   10.700000      1.126406296716E+00      9.151539377151E-01
   10.800000      1.127991211223E+00      9.164757607308E-01
   10.900000      1.129696784786E+00      9.173706202703E-01
   11.000000      1.130894977318E+00      9.175353534943E-01
   11.100000      1.131180664578E+00      9.168149669493E-01
   11.200000      1.130371228200E+00      9.152598141656E-01
   11.300000      1.128399621582E+00      9.131292296774E-01
   11.400000      1.125523095131E+00      9.108420438434E-01
   11.500000      1.122377364153E+00      9.088839496182E-01
   11.600000      1.119809328392E+00      9.076897512021E-01
   11.700000      1.118587026893E+00      9.075276076505E-01
   11.800000      1.118934840203E+00      9.084177797810E-01
   11.900000      1.120627669826E+00      9.101137177816E-01
   12.000000      1.123091609452E+00      9.121572235514E-01
   12.100000      1.125596591010E+00      9.139967190391E-01
   12.200000      1.127477136714E+00      9.151365502691E-01
   12.300000      1.128091754303E+00      9.152738405517E-01
   12.400000      1.127225131694E+00      9.143824295065E-01
   12.500000      1.125202349281E+00      9.127198306084E-01
   12.600000      1.122766725548E+00      9.107562809802E-01
   12.700000      1.120647264883E+00      9.090466136035E-01
   12.800000      1.119465297622E+00      9.080803705696E-01
   12.900000      1.119664464383E+00      9.081510198276E-01
   13.000000      1.121298238040E+00      9.092800047472E-01
   13.100000      1.123955215478E+00      9.112154346125E-01
   13.200000      1.126813569436E+00      9.135027177882E-01
   13.300000      1.129091764838E+00      9.156043776053E-01
   13.400000      1.130277695363E+00      9.170363013985E-01
   13.500000      1.130173734186E+00      9.174874419954E-01
   13.600000      1.128861762988E+00      9.168941426904E-01
   13.700000      1.126775242979E+00      9.154480423418E-01
   13.800000      1.124590304127E+00      9.135331474212E-01
   13.900000      1.122974964285E+00      9.116125518519E-01
   14.000000      1.122327974099E+00      9.101048283028E-01
   14.100000      1.122684639546E+00      9.092895116006E-01
   14.200000      1.123878459666E+00      9.092616780351E-01
   14.300000      1.125602571272E+00      9.099341732261E-01
   14.400000      1.127436533306E+00      9.110766008867E-01
   14.500000      1.128903816411E+00      9.123808242079E-01
   14.600000      1.129572873603E+00      9.135417762559E-01
   14.700000      1.129255785299E+00      9.143348190234E-01
   14.800000      1.128123625271E+00      9.146650383027E-01
   14.900000      1.126578643287E+00      9.145709881096E-01
   15.000000      1.125183162218E+00      9.141853283957E-01
   15.100000      1.124470940723E+00      9.136744669219E-01
   15.200000      1.124699292207E+00      9.131852790587E-01
   15.300000      1.125788753544E+00      9.128171002734E-01
   15.400000      1.127279583668E+00      9.126201812055E-01
   15.500000      1.128603096352E+00      9.126085631844E-01
