# M=24, N=12, V0=0.0, V=0.25, PBC
#  time (tJ)                S₁(ℓ=12)                S₂(ℓ=12)
    0.000000      1.404509022984E+00      1.071424665818E+00
    0.100000      1.404668830330E+00      1.071247528744E+00
    0.200000      1.405098379253E+00      1.070744585564E+00
    0.300000      1.405686854996E+00      1.069996443811E+00
    0.400000      1.406334354667E+00      1.069121932867E+00
    0.500000      1.406994204635E+00      1.068256810761E+00
    0.600000      1.407669753029E+00      1.067528663880E+00
    0.700000      1.408384483573E+00      1.067033268196E+00
    0.800000      1.409153789789E+00      1.066818099253E+00
    0.900000      1.409975901515E+00      1.066877092864E+00
    1.000000      1.410838413766E+00      1.067157532576E+00
    1.100000      1.411730162953E+00      1.067576379505E+00
    1.200000      1.412651817308E+00      1.068040933381E+00
    1.300000      1.413613651479E+00      1.068468235261E+00
    1.400000      1.414623104222E+00      1.068798936874E+00
    1.500000      1.415676027947E+00      1.069003621461E+00
    1.600000      1.416757820055E+00      1.069081794265E+00
    1.700000      1.417849803153E+00      1.069055326360E+00
    1.800000      1.418934520453E+00      1.068958853106E+00
    1.900000      1.419997391354E+00      1.068829642768E+00
    2.000000      1.421025352191E+00      1.068699015174E+00
    2.100000      1.422004704145E+00      1.068586724234E+00
    2.200000      1.422920407173E+00      1.068498971052E+00
    2.300000      1.423757711216E+00      1.068429988614E+00
    2.400000      1.424505354333E+00      1.068366515413E+00
    2.500000      1.425159472760E+00      1.068294017627E+00
    2.600000      1.425727827153E+00      1.068203263020E+00
    2.700000      1.426233688201E+00      1.068095799226E+00
    2.800000      1.426717599106E+00      1.067987032919E+00
    2.900000      1.427233767949E+00      1.067905944888E+00
    3.000000      1.427837256132E+00      1.067891033512E+00
    3.100000      1.428561174029E+00      1.067982870905E+00
    3.200000      1.429391869384E+00      1.068214609102E+00
    3.300000      1.430256914870E+00      1.068602648810E+00
    3.400000      1.431036617792E+00      1.069140088568E+00
    3.500000      1.431597047724E+00      1.069795129384E+00
    3.600000      1.431831396433E+00      1.070515231764E+00
    3.700000      1.431693677474E+00      1.071235923293E+00
    3.800000      1.431212132959E+00      1.071891579455E+00
    3.900000      1.430477454074E+00      1.072425088434E+00
    4.000000      1.429611720105E+00      1.072794322048E+00
    4.100000      1.428730920641E+00      1.072975162699E+00
    4.200000      1.427910045255E+00      1.072962326158E+00
    4.300000      1.427161449827E+00      1.072769457083E+00
    4.400000      1.426451170432E+00      1.072428954096E+00
    4.500000      1.425740054209E+00      1.071990613028E+00
    4.600000      1.425005400163E+00      1.071517590560E+00
    4.700000      1.424240158973E+00      1.071078901247E+00
    4.800000      1.423447075074E+00      1.070739242304E+00
    4.900000      1.422635420389E+00      1.070548401767E+00
    5.000000      1.421818302499E+00      1.070533003043E+00
    5.100000      1.421007582830E+00      1.070692663172E+00
    5.200000      1.420209114336E+00      1.071001214849E+00
    5.300000      1.419424088725E+00      1.071412164281E+00
    5.400000      1.418657219054E+00      1.071866619448E+00
    5.500000      1.417923486514E+00      1.072301777150E+00
    5.600000      1.417245828050E+00      1.072658569417E+00
    5.700000      1.416647330851E+00      1.072887828539E+00
    5.800000      1.416146535941E+00      1.072954866525E+00
    5.900000      1.415757133429E+00      1.072842426704E+00
    6.000000      1.415487486268E+00      1.072551691428E+00
    6.100000      1.415337791005E+00      1.072100869638E+00
    6.200000      1.415295887451E+00      1.071521251073E+00
    6.300000      1.415335511136E+00      1.070851483920E+00
    6.400000      1.415421423674E+00      1.070131686107E+00
    6.500000      1.415521152449E+00      1.069399170212E+00
