# M=22, N=11, V0=0.0, V=0.25, PBC
#  time (tJ)                 S₁(n=1)                 S₂(n=1)
    0.000000      4.440892098501E-16     -4.440892098501E-16
    0.100000      1.982338302584E-03      4.188913300238E-04
    0.200000      6.331050131674E-03      1.552547413075E-03
    0.300000      1.148411229719E-02      3.072916868875E-03
    0.400000      1.612912860631E-02      4.554912212974E-03
    0.500000      1.928735667937E-02      5.612377405322E-03
    0.600000      2.044828777640E-02      6.014340254566E-03
    0.700000      1.962100595920E-02      5.743292876423E-03
    0.800000      1.728845760250E-02      4.980159655247E-03
    0.900000      1.427588728513E-02      4.027522380200E-03
    1.000000      1.155490655773E-02      3.203200734966E-03
    1.100000      9.992533961478E-03      2.743146142764E-03
    1.200000      1.002946939218E-02      2.744374932200E-03
    1.300000      1.146647808818E-02      3.160186019194E-03
    1.400000      1.368478929451E-02      3.839761322343E-03
    1.500000      1.601552426908E-02      4.590531203675E-03
    1.600000      1.793827311867E-02      5.238523899521E-03
    1.700000      1.914936520703E-02      5.668405533287E-03
    1.800000      1.955948720561E-02      5.836502664662E-03
    1.900000      1.924875447833E-02      5.761166439891E-03
    2.000000      1.840317293121E-02      5.501179439815E-03
    2.100000      1.725371699601E-02      5.133181295295E-03
    2.200000      1.603203413953E-02      4.734860585009E-03
    2.300000      1.494626975938E-02      4.375146639900E-03
    2.400000      1.416558086083E-02      4.108861093845E-03
    2.500000      1.379884254911E-02      3.972639482221E-03
    2.600000      1.387690463636E-02      3.980800956468E-03
    2.700000      1.435048315417E-02      4.122374902787E-03
    2.800000      1.509971606282E-02      4.361830180669E-03
    2.900000      1.595720570889E-02      4.645351648410E-03
    3.000000      1.674423873236E-02      4.912249135418E-03
    3.100000      1.731010222259E-02      5.108629954094E-03
    3.200000      1.756236271177E-02      5.199208331674E-03
    3.300000      1.748009650004E-02      5.173711663712E-03
    3.400000      1.710872798336E-02      5.046401932744E-03
    3.500000      1.654139845442E-02      4.849681456613E-03
    3.600000      1.589445753936E-02      4.624468178088E-03
    3.700000      1.528308236562E-02      4.410421080810E-03
    3.800000      1.479994747318E-02      4.238321682942E-03
    3.900000      1.449890184783E-02      4.125623738712E-03
    4.000000      1.438704750081E-02      4.075075833637E-03
    4.100000      1.442764018113E-02      4.075794469640E-03
    4.200000      1.455156595871E-02      4.106181543142E-03
    4.300000      1.467291137157E-02      4.138300576102E-03
    4.400000      1.470580234112E-02      4.143376386123E-03
    4.500000      1.458100234733E-02      4.097805193727E-03
    4.600000      1.426027485348E-02      3.988609065061E-03
    4.700000      1.374578713397E-02      3.816987027387E-03
    4.800000      1.308218936912E-02      3.598805013162E-03
    4.900000      1.235029565356E-02      3.361582137840E-03
    5.000000      1.165259583998E-02      3.138544987698E-03
    5.100000      1.109203903989E-02      2.961248890483E-03
    5.200000      1.074785680170E-02      2.852745623541E-03
    5.300000      1.065609735239E-02      2.823128379929E-03
    5.400000      1.080385190444E-02      2.868565999044E-03
    5.500000      1.113942041311E-02      2.973908899360E-03
    5.600000      1.159172624229E-02      3.117948366479E-03
    5.700000      1.209089814693E-02      3.279723355566E-03
    5.800000      1.258540315457E-02      3.444045150911E-03
    5.900000      1.305299096711E-02      3.604668152577E-03
    6.000000      1.350265584020E-02      3.764205334159E-03
    6.100000      1.396554310021E-02      3.930839454577E-03
    6.200000      1.447591962392E-02      4.112909824649E-03
    6.300000      1.504866682113E-02      4.313261541285E-03
    6.400000      1.566418662673E-02      4.525496684536E-03
    6.500000      1.626954765759E-02      4.733748901697E-03
    6.600000      1.679501076079E-02      4.916382899536E-03
    6.700000      1.717673371096E-02      5.052502168435E-03
    6.800000      1.737636746113E-02      5.128932167485E-03
