# M=14, N=7, V0=0.0, V=0.25, PBC
#  time (tJ)                 S₁(ℓ=7)                 S₂(ℓ=7)
    0.000000      1.226143807842E+00      9.783680249733E-01
    0.100000      1.227190821306E+00      9.789899123390E-01
    0.200000      1.230005401823E+00      9.806944306286E-01
    0.300000      1.233755892049E+00      9.830459531097E-01
    0.400000      1.237386588223E+00      9.854622244209E-01
    0.500000      1.239958586439E+00      9.873809704845E-01
    0.600000      1.240933853696E+00      9.884125974638E-01
    0.700000      1.240311546748E+00      9.884332316725E-01
    0.800000      1.238586505149E+00      9.875945989712E-01
    0.900000      1.236551477611E+00      9.862558686013E-01
    1.000000      1.234988449868E+00      9.848665203721E-01
    1.100000      1.234390723664E+00      9.838403288557E-01
    1.200000      1.234878346835E+00      9.834566790008E-01
    1.300000      1.236258067234E+00      9.838107732488E-01
    1.400000      1.238144875505E+00      9.848162078981E-01
    1.500000      1.240099064843E+00      9.862486370909E-01
    1.600000      1.241753127605E+00      9.878114874265E-01
    1.700000      1.242895258515E+00      9.892043129617E-01
    1.800000      1.243485713924E+00      9.901795606703E-01
    1.900000      1.243618331805E+00      9.905811138797E-01
    2.000000      1.243446615997E+00      9.903642092468E-01
    2.100000      1.243123877715E+00      9.895984350881E-01
    2.200000      1.242775843330E+00      9.884540993986E-01
    2.300000      1.242480852017E+00      9.871711320506E-01
    2.400000      1.242285777143E+00      9.860122399367E-01
    2.500000      1.242245200375E+00      9.852076146514E-01
    2.600000      1.242437948837E+00      9.849032460647E-01
    2.700000      1.242914274262E+00      9.851257929314E-01
    2.800000      1.243607016909E+00      9.857739304367E-01
    2.900000      1.244330027455E+00      9.866404927085E-01
    3.000000      1.244870090121E+00      9.874624905551E-01
    3.100000      1.245080404121E+00      9.879882561897E-01
    3.200000      1.244913698283E+00      9.880449035354E-01
    3.300000      1.244415414174E+00      9.875877664836E-01
    3.400000      1.243695207170E+00      9.867174624607E-01
    3.500000      1.242916622226E+00      9.856583066956E-01
    3.600000      1.242302906348E+00      9.847016830507E-01
    3.700000      1.242068931386E+00      9.841277770276E-01
    3.800000      1.242321128936E+00      9.841268869068E-01
    3.900000      1.242986659387E+00      9.847444491694E-01
    4.000000      1.243845922782E+00      9.858686112722E-01
    4.100000      1.244659503542E+00      9.872648062760E-01
    4.200000      1.245267018078E+00      9.886434130516E-01
    4.300000      1.245622143498E+00      9.897346352574E-01
    4.400000      1.245771183421E+00      9.903472853466E-01
    4.500000      1.245788491396E+00      9.904019077205E-01
    4.600000      1.245711586702E+00      9.899403458585E-01
    4.700000      1.245553317678E+00      9.891143680804E-01
    4.800000      1.245354595787E+00      9.881513407311E-01
    4.900000      1.245176822070E+00      9.872982617071E-01
    5.000000      1.245042737117E+00      9.867584632951E-01
    5.100000      1.244914626151E+00      9.866441550128E-01
    5.200000      1.244758013464E+00      9.869603421448E-01
    5.300000      1.244610500113E+00      9.876169650111E-01
    5.400000      1.244585589386E+00      9.884541136028E-01
    5.500000      1.244794349916E+00      9.892696470858E-01
    5.600000      1.245249521419E+00      9.898509361459E-01
    5.700000      1.245829470433E+00      9.900167276352E-01
    5.800000      1.246316188014E+00      9.896657531055E-01
    5.900000      1.246486967598E+00      9.888154022870E-01
    6.000000      1.246234233207E+00      9.876102428289E-01
    6.100000      1.245601836343E+00      9.862907137412E-01
    6.200000      1.244747449032E+00      9.851296973827E-01
    6.300000      1.243871782373E+00      9.843580611768E-01
    6.400000      1.243143805748E+00      9.841035426537E-01
    6.500000      1.242665815777E+00      9.843610960921E-01
    6.600000      1.242483218261E+00      9.850014440911E-01
    6.700000      1.242597839745E+00      9.858129902126E-01
    6.800000      1.242963578061E+00      9.865638055301E-01
    6.900000      1.243487788330E+00      9.870662512896E-01
    7.000000      1.244047484918E+00      9.872266709372E-01
    7.100000      1.244525213372E+00      9.870663012475E-01
    7.200000      1.244841595965E+00      9.867073498737E-01
    7.300000      1.244975713170E+00      9.863290799345E-01
    7.400000      1.244963176583E+00      9.861090938424E-01
    7.500000      1.244865038618E+00      9.861698686923E-01
    7.600000      1.244728501875E+00      9.865471914234E-01
    7.700000      1.244583735617E+00      9.871872403216E-01
    7.800000      1.244469409700E+00      9.879680042887E-01
    7.900000      1.244442038261E+00      9.887339636127E-01
    8.000000      1.244564819295E+00      9.893326161816E-01
    8.100000      1.244895412192E+00      9.896454372227E-01
    8.200000      1.245454887629E+00      9.896100962202E-01
    8.300000      1.246133907362E+00      9.892325645792E-01
    8.400000      1.246660521206E+00      9.885876435533E-01
    8.500000      1.246776322761E+00      9.878066978178E-01
    8.600000      1.246384802051E+00      9.870533106572E-01
    8.700000      1.245583429786E+00      9.864904079685E-01
    8.800000      1.244611340495E+00      9.862445495806E-01
    8.900000      1.243750405858E+00      9.863739848024E-01
    9.000000      1.243227238061E+00      9.868473166309E-01
    9.100000      1.243160319134E+00      9.875395272759E-01
    9.200000      1.243552514953E+00      9.882506415861E-01
    9.300000      1.244292663141E+00      9.887479146277E-01
    9.400000      1.245126141077E+00      9.888250990667E-01
    9.500000      1.245656266071E+00      9.883644890278E-01
    9.600000      1.245509329258E+00      9.873828038503E-01
    9.700000      1.244544152212E+00      9.860435762305E-01
    9.800000      1.242946809413E+00      9.846271909011E-01
    9.900000      1.241178561051E+00      9.834628082401E-01
   10.000000      1.239800353415E+00      9.828395634109E-01
   10.100000      1.239242939385E+00      9.829227362826E-01
   10.200000      1.239641362546E+00      9.837009346447E-01
   10.300000      1.240805330134E+00      9.849824096103E-01
   10.400000      1.242305886140E+00      9.864444372811E-01
   10.500000      1.243646704656E+00      9.877229973586E-01
   10.600000      1.244415171792E+00      9.885160418077E-01
   10.700000      1.244369518469E+00      9.886681144926E-01
   10.800000      1.243521038267E+00      9.882099810874E-01
   10.900000      1.242157079697E+00      9.873421310690E-01
   11.000000      1.240742506938E+00      9.863691668616E-01
   11.100000      1.239753945328E+00      9.856065507175E-01
   11.200000      1.239528779633E+00      9.852881579500E-01
   11.300000      1.240133948511E+00      9.855017798763E-01
   11.400000      1.241348789849E+00      9.861709362173E-01
   11.500000      1.242771872469E+00      9.870871091805E-01
   11.600000      1.243966777495E+00      9.879805510262E-01
   11.700000      1.244612851502E+00      9.886053729934E-01
