# M=26, N=13, V0=0.0, Vp0=0.0, V=0.25, Vp=0.025, PBC
#  time (tJ)                 S₁(n=6)                 S₂(n=6)
    0.000000      0.000000000000E-00      0.000000000000E-00      
    0.100000      3.153975979612E-03      6.075870273543E-04
    0.200000      1.051039969106E-02      2.326719750264E-03
    0.300000      2.017680042580E-02      4.869283329307E-03
    0.400000      3.051576584856E-02      7.825097602055E-03
    0.500000      4.010279932055E-02      1.074806704313E-02
    0.600000      4.785159794052E-02      1.324474862469E-02
    0.700000      5.311146573919E-02      1.504463131919E-02
    0.800000      5.570176616173E-02      1.603747227144E-02
    0.900000      5.587804854606E-02      1.627242150023E-02
    1.000000      5.423961619721E-02      1.592351836183E-02
    1.100000      5.159668277244E-02      1.523375769552E-02
    1.200000      4.881015679429E-02      1.445351916955E-02
    1.300000      4.660271763417E-02      1.378825934006E-02
    1.400000      4.538535662460E-02      1.336580865088E-02
    1.500000      4.521405244907E-02      1.322713711953E-02
    1.600000      4.587492967693E-02      1.333809370234E-02
    1.700000      4.701814620598E-02      1.361507680964E-02
    1.800000      4.827020143257E-02      1.395573837261E-02
    1.900000      4.931698709251E-02      1.426660169402E-02
    2.000000      4.996239779291E-02      1.448208704658E-02
    2.100000      5.014503778441E-02      1.457276190127E-02
    2.200000      4.992274847263E-02      1.454363094747E-02
    2.300000      4.942919607889E-02      1.442529536481E-02
    2.400000      4.882570823825E-02      1.426163560516E-02
    2.500000      4.826332279996E-02      1.409746766973E-02
    2.600000      4.785097878787E-02      1.396874757323E-02
    2.700000      4.764005573490E-02      1.389674384129E-02
    2.800000      4.763247710580E-02      1.388647827754E-02
    2.900000      4.779157058407E-02      1.392884518813E-02
    3.000000      4.804409532842E-02      1.400524222428E-02
    3.100000      4.830575899831E-02      1.409329218657E-02
    3.200000      4.852222810803E-02      1.417227837474E-02
    3.300000      4.868494307514E-02      1.422720947280E-02
    3.400000      4.880703939641E-02      1.425089980709E-02
    3.500000      4.888374981578E-02      1.424398852895E-02
    3.600000      4.890129572956E-02      1.421329582967E-02
    3.700000      4.885615802354E-02      1.416920971704E-02
    3.800000      4.875661890988E-02      1.412285735559E-02
    3.900000      4.861966194445E-02      1.408367001130E-02
    4.000000      4.847304384530E-02      1.405769983332E-02
    4.100000      4.836073748693E-02      1.404680563997E-02
    4.200000      4.833769627074E-02      1.404866191563E-02
    4.300000      4.842995644495E-02      1.405745304767E-02
    4.400000      4.858713664748E-02      1.406504085792E-02
    4.500000      4.871752337473E-02      1.406230602455E-02
    4.600000      4.874460877363E-02      1.404029606239E-02
    4.700000      4.862846773365E-02      1.399084042289E-02
    4.800000      4.836726421340E-02      1.390646457057E-02
    4.900000      4.798557628118E-02      1.377970892363E-02
    5.000000      4.750701066689E-02      1.360221497136E-02
    5.100000      4.691551243850E-02      1.336405443332E-02
