# M=10, N=5, V0=0.0, V=0.25, PBC
#  time (tJ)                       0                       1                       2                       3                       4                       5                       6                       7                       8                       9
    0.000000      5.000000000000E-01      1.452786404500E-01      2.500000000000E-01      2.347213595500E-01      2.500000000000E-01      2.400000000000E-01      2.500000000000E-01      2.347213595500E-01      2.500000000000E-01      1.452786404500E-01
    0.100000      5.000000000000E-01      1.458047883639E-01      2.488073545694E-01      2.355990165496E-01      2.497485355162E-01      2.400806100018E-01      2.497485355162E-01      2.355990165496E-01      2.488073545694E-01      1.458047883639E-01
    0.200000      5.000000000000E-01      1.472244695689E-01      2.455982514246E-01      2.379145586848E-01      2.491308827765E-01      2.402636750905E-01      2.491308827765E-01      2.379145586848E-01      2.455982514246E-01      1.472244695689E-01
    0.300000      5.000000000000E-01      1.491118646343E-01      2.413548438769E-01      2.408389285073E-01      2.484849672142E-01      2.404187915346E-01      2.484849672142E-01      2.408389285073E-01      2.413548438769E-01      1.491118646343E-01
    0.400000      5.000000000000E-01      1.509079677843E-01      2.373455641352E-01      2.433493210042E-01      2.481718028513E-01      2.404506884500E-01      2.481718028513E-01      2.433493210042E-01      2.373455641352E-01      1.509079677843E-01
    0.500000      5.000000000000E-01      1.520919517436E-01      2.347147821353E-01      2.446096825549E-01      2.483870193634E-01      2.403931284053E-01      2.483870193634E-01      2.446096825549E-01      2.347147821353E-01      1.520919517436E-01
    0.600000      5.000000000000E-01      1.523330408999E-01      2.341342917873E-01      2.442605396107E-01      2.490625944564E-01      2.404190664914E-01      2.490625944564E-01      2.442605396107E-01      2.341342917873E-01      1.523330408999E-01
    0.700000      5.000000000000E-01      1.515756177962E-01      2.356313356075E-01      2.425102391623E-01      2.499104477888E-01      2.407447192905E-01      2.499104477888E-01      2.425102391623E-01      2.356313356075E-01      1.515756177962E-01
    0.800000      5.000000000000E-01      1.500359939309E-01      2.386364000424E-01      2.400085140735E-01      2.505829857653E-01      2.414722123757E-01      2.505829857653E-01      2.400085140735E-01      2.386364000424E-01      1.500359939309E-01
    0.900000      5.000000000000E-01      1.481202846047E-01      2.422125255147E-01      2.375736547778E-01      2.508625454128E-01      2.424619793799E-01      2.508625454128E-01      2.375736547778E-01      2.422125255147E-01      1.481202846047E-01
    1.000000      5.000000000000E-01      1.462972897818E-01      2.453691195549E-01      2.358963459986E-01      2.507757478902E-01      2.433229935490E-01      2.507757478902E-01      2.358963459986E-01      2.453691195549E-01      1.462972897818E-01
    1.100000      5.000000000000E-01      1.449700754384E-01      2.473475689834E-01      2.353367862564E-01      2.505687979738E-01      2.435535426960E-01      2.505687979738E-01      2.353367862564E-01      2.473475689834E-01      1.449700754384E-01
    1.200000      5.000000000000E-01      1.443835632427E-01      2.477937140395E-01      2.358758317166E-01      2.505549401012E-01      2.427839018001E-01      2.505549401012E-01      2.358758317166E-01      2.477937140395E-01      1.443835632427E-01
    1.300000      5.000000000000E-01      1.445877759724E-01      2.467859423017E-01      2.372066025946E-01      2.509159416930E-01      2.410074748766E-01      2.509159416930E-01      2.372066025946E-01      2.467859423017E-01      1.445877759724E-01
    1.400000      5.000000000000E-01      1.454558711149E-01      2.447416646885E-01      2.388969078963E-01      2.515676741917E-01      2.386757642172E-01      2.515676741917E-01      2.388969078963E-01      2.447416646885E-01      1.454558711149E-01
    1.500000      5.000000000000E-01      1.467406342640E-01      2.422579493291E-01      2.405389290076E-01      2.521694076282E-01      2.365861595421E-01      2.521694076282E-01      2.405389290076E-01      2.422579493291E-01      1.467406342640E-01
    1.600000      5.000000000000E-01      1.481468935602E-01      2.399460027051E-01      2.418312516324E-01      2.522819782665E-01      2.355877476717E-01      2.522819782665E-01      2.418312516324E-01      2.399460027051E-01      1.481468935602E-01
    1.700000      5.000000000000E-01      1.493998254922E-01      2.383005267944E-01      2.425882425995E-01      2.515999851221E-01      2.362228399838E-01      2.515999851221E-01      2.425882425995E-01      2.383005267944E-01      1.493998254922E-01
    1.800000      5.000000000000E-01      1.502964323546E-01      2.376190253706E-01      2.427129457317E-01      2.501398886234E-01      2.384634158394E-01      2.501398886234E-01      2.427129457317E-01      2.376190253706E-01      1.502964323546E-01
    1.900000      5.000000000000E-01      1.507349636309E-01      2.379675175908E-01      2.421802502149E-01      2.482829491693E-01      2.416686387880E-01      2.482829491693E-01      2.421802502149E-01      2.379675175908E-01      1.507349636309E-01
    2.000000      5.000000000000E-01      1.507218770544E-01      2.391842114089E-01      2.410546790796E-01      2.466416297714E-01      2.447952053715E-01      2.466416297714E-01      2.410546790796E-01      2.391842114089E-01      1.507218770544E-01
    2.100000      5.000000000000E-01      1.503580007502E-01      2.409176282807E-01      2.395288530814E-01      2.458053338557E-01      2.467803680640E-01      2.458053338557E-01      2.395288530814E-01      2.409176282807E-01      1.503580007502E-01
    2.200000      5.000000000000E-01      1.498067417781E-01      2.427005292140E-01      2.379402745705E-01      2.460821529617E-01      2.469406029516E-01      2.460821529617E-01      2.379402745705E-01      2.427005292140E-01      1.498067417781E-01
    2.300000      5.000000000000E-01      1.492494572584E-01      2.440571610197E-01      2.367247972818E-01      2.473573609358E-01      2.452224470084E-01      2.473573609358E-01      2.367247972818E-01      2.440571610197E-01      1.492494572584E-01
    2.400000      5.000000000000E-01      1.488368241355E-01      2.446275785653E-01      2.362966953792E-01      2.491350949186E-01      2.422076140030E-01      2.491350949186E-01      2.362966953792E-01      2.446275785653E-01      1.488368241355E-01
    2.500000      5.000000000000E-01      1.486484913140E-01      2.442764346358E-01      2.368907452128E-01      2.507441433462E-01      2.388803709824E-01      2.507441433462E-01      2.368907452128E-01      2.442764346358E-01      1.486484913140E-01
    2.600000      5.000000000000E-01      1.486736854213E-01      2.431462998766E-01      2.384350416552E-01      2.516137626493E-01      2.362624207952E-01      2.516137626493E-01      2.384350416552E-01      2.431462998766E-01      1.486736854213E-01
    2.700000      5.000000000000E-01      1.488207977897E-01      2.416259892985E-01      2.405234095646E-01      2.514965167242E-01      2.350665732462E-01      2.514965167242E-01      2.405234095646E-01      2.416259892985E-01      1.488207977897E-01
    2.800000      5.000000000000E-01      1.489547587414E-01      2.402322957906E-01      2.425192661411E-01      2.505444629196E-01      2.354984328148E-01      2.505444629196E-01      2.425192661411E-01      2.402322957906E-01      1.489547587414E-01
    2.900000      5.000000000000E-01      1.489504012395E-01      2.394385525082E-01      2.437645899447E-01      2.492161330078E-01      2.372606465994E-01      2.492161330078E-01      2.437645899447E-01      2.394385525082E-01      1.489504012395E-01
    3.000000      5.000000000000E-01      1.487426875192E-01      2.395094793204E-01      2.438164418317E-01      2.480686020902E-01      2.397255784770E-01      2.480686020902E-01      2.438164418317E-01      2.395094793204E-01      1.487426875192E-01
    3.100000      5.000000000000E-01      1.483544554082E-01      2.404051130959E-01      2.426152808347E-01      2.475345178312E-01      2.421812656601E-01      2.475345178312E-01      2.426152808347E-01      2.404051130959E-01      1.483544554082E-01
    3.200000      5.000000000000E-01      1.478901530183E-01      2.417933421228E-01      2.405144024436E-01      2.477790330284E-01      2.440461387738E-01      2.477790330284E-01      2.405144024436E-01      2.417933421228E-01      1.478901530183E-01
    3.300000      5.000000000000E-01      1.474971169716E-01      2.431691889043E-01      2.381572309372E-01      2.486833960888E-01      2.449861341963E-01      2.486833960888E-01      2.381572309372E-01      2.431691889043E-01      1.474971169716E-01
    3.400000      5.000000000000E-01      1.473089523235E-01      2.440369288470E-01      2.362522318027E-01      2.499386615143E-01      2.449264510250E-01      2.499386615143E-01      2.362522318027E-01      2.440369288470E-01      1.473089523235E-01
    3.500000      5.000000000000E-01      1.473929404668E-01      2.440865761475E-01      2.353349947461E-01      2.511873597892E-01      2.439962577007E-01      2.511873597892E-01      2.353349947461E-01      2.440865761475E-01      1.473929404668E-01
    3.600000      5.000000000000E-01      1.477219529015E-01      2.432996041650E-01      2.356067558311E-01      2.521429517533E-01      2.424574706983E-01      2.521429517533E-01      2.356067558311E-01      2.432996041650E-01      1.477219529015E-01
    3.700000      5.000000000000E-01      1.481817207762E-01      2.419479035912E-01      2.369010792655E-01      2.526445690134E-01      2.406494547074E-01      2.526445690134E-01      2.369010792655E-01      2.419479035912E-01      1.481817207762E-01
    3.800000      5.000000000000E-01      1.486106080138E-01      2.404917190245E-01      2.387753699506E-01      2.526476561889E-01      2.389492936443E-01      2.526476561889E-01      2.387753699506E-01      2.404917190245E-01      1.486106080138E-01
    3.900000      5.000000000000E-01      1.488569107285E-01      2.394188576341E-01      2.406772421460E-01      2.521839955694E-01      2.377259878441E-01      2.521839955694E-01      2.406772421460E-01      2.394188576341E-01      1.488569107285E-01
    4.000000      5.000000000000E-01      1.488328355805E-01      2.390846944429E-01      2.421166399540E-01      2.513305471625E-01      2.372705657201E-01      2.513305471625E-01      2.421166399540E-01      2.390846944429E-01      1.488328355805E-01
    4.100000      5.000000000000E-01      1.485464871044E-01      2.396058134690E-01      2.427869013992E-01      2.502061902647E-01      2.377092155254E-01      2.502061902647E-01      2.427869013992E-01      2.396058134690E-01      1.485464871044E-01
