# M=20, N=10, V0=0.0, V=0.25, PBC
#  time (tJ)                S₁(ℓ=10)                S₂(ℓ=10)
    0.000000      1.344029514838E+00      1.023174538960E+00
    0.100000      1.345084098047E+00      1.023808544496E+00
    0.200000      1.347921129928E+00      1.025537419727E+00
    0.300000      1.351714961134E+00      1.027893117217E+00
    0.400000      1.355419314324E+00      1.030249986424E+00
    0.500000      1.358098931538E+00      1.032003499565E+00
    0.600000      1.359211705801E+00      1.032733991685E+00
    0.700000      1.358749697843E+00      1.032306803909E+00
    0.800000      1.357203813670E+00      1.030884106334E+00
    0.900000      1.355367924351E+00      1.028853937941E+00
    1.000000      1.354038271396E+00      1.026707098340E+00
    1.100000      1.353731204058E+00      1.024904124361E+00
    1.200000      1.354574300350E+00      1.023770646371E+00
    1.300000      1.356361212292E+00      1.023444025687E+00
    1.400000      1.358673507547E+00      1.023874755483E+00
    1.500000      1.361027730448E+00      1.024869951736E+00
    1.600000      1.363012375962E+00      1.026157939283E+00
    1.700000      1.364380030304E+00      1.027453313140E+00
    1.800000      1.365077813164E+00      1.028508545686E+00
    1.900000      1.365218182127E+00      1.029147055256E+00
    2.000000      1.365010628623E+00      1.029279606243E+00
    2.100000      1.364687066209E+00      1.028908689288E+00
    2.200000      1.364449998085E+00      1.028124325337E+00
    2.300000      1.364451252953E+00      1.027091704740E+00
    2.400000      1.364788111734E+00      1.026028920905E+00
    2.500000      1.365502390647E+00      1.025173580797E+00
    2.600000      1.366578262645E+00      1.024740391760E+00
    2.700000      1.367940331066E+00      1.024876534713E+00
    2.800000      1.369457816016E+00      1.025625507991E+00
    2.900000      1.370963630426E+00      1.026910915126E+00
    3.000000      1.372289987674E+00      1.028547957581E+00
    3.100000      1.373305833285E+00      1.030282529902E+00
    3.200000      1.373944351428E+00      1.031848454638E+00
    3.300000      1.374213942302E+00      1.033026714617E+00
    3.400000      1.374188126570E+00      1.033689938101E+00
    3.500000      1.373977595114E+00      1.033821159058E+00
    3.600000      1.373696102587E+00      1.033504970912E+00
    3.700000      1.373434199669E+00      1.032897433257E+00
    3.800000      1.373248756349E+00      1.032185672425E+00
    3.900000      1.373164281954E+00      1.031548452547E+00
    4.000000      1.373178284715E+00      1.031126034052E+00
    4.100000      1.373265900283E+00      1.031003023848E+00
    4.200000      1.373378126757E+00      1.031203507254E+00
    4.300000      1.373444564335E+00      1.031695089898E+00
    4.400000      1.373396893871E+00      1.032398212718E+00
    4.500000      1.373197883371E+00      1.033198669271E+00
    4.600000      1.372855787138E+00      1.033963153481E+00
    4.700000      1.372417038200E+00      1.034558276541E+00
    4.800000      1.371948574967E+00      1.034872168571E+00
    4.900000      1.371531773280E+00      1.034835489087E+00
    5.000000      1.371255846291E+00      1.034437221440E+00
    5.100000      1.371197392038E+00      1.033730921131E+00
    5.200000      1.371392192184E+00      1.032828480372E+00
    5.300000      1.371810016639E+00      1.031880299142E+00
    5.400000      1.372359320590E+00      1.031043737784E+00
    5.500000      1.372929102671E+00      1.030446502193E+00
    5.600000      1.373435736137E+00      1.030156031278E+00
    5.700000      1.373850758743E+00      1.030165764864E+00
    5.800000      1.374196308475E+00      1.030402601048E+00
    5.900000      1.374513731642E+00      1.030750622496E+00
    6.000000      1.374828591179E+00      1.031080527436E+00
    6.100000      1.375135973922E+00      1.031275097597E+00
    6.200000      1.375415228702E+00      1.031246130605E+00
    6.300000      1.375646624329E+00      1.030943299206E+00
    6.400000      1.375799549172E+00      1.030358037527E+00
    6.500000      1.375815451424E+00      1.029525623324E+00
    6.600000      1.375626035290E+00      1.028526493378E+00
    6.700000      1.375206369743E+00      1.027484322951E+00
    6.800000      1.374619611449E+00      1.026555725696E+00
    6.900000      1.374010034045E+00      1.025907298161E+00
