#      |i-j|        0.000000
             -13    2.545902E-03
             -12   -2.808084E-17
             -11   -2.680713E-03
             -10    1.062518E-17
              -9    2.989284E-03
              -8    1.344411E-17
              -7   -3.581440E-03
              -6   -1.084202E-17
              -5    4.764052E-03
              -4   -6.071532E-18
              -3   -7.685459E-03
              -2    1.214306E-17
              -1    2.275679E-02
               0    3.571429E-02
               1    2.275679E-02
               2    1.214306E-17
               3   -7.685459E-03
               4   -6.071532E-18
               5    4.764052E-03
               6   -1.084202E-17
               7   -3.581440E-03
               8    1.344411E-17
               9    2.989284E-03
              10    1.062518E-17
              11   -2.680713E-03
              12   -2.808084E-17
              13    2.545902E-03
              14    7.064363E-18
