#      |i-j|        0.000000
              -9    5.062326E-03
              -8    4.770490E-18
              -7   -5.611631E-03
              -6   -1.647987E-17
              -5    7.071068E-03
              -4   -6.938894E-18
              -3   -1.101345E-02
              -2   -3.469447E-18
              -1    3.196227E-02
               0    5.000000E-02
               1    3.196227E-02
               2   -3.469447E-18
               3   -1.101345E-02
               4   -6.938894E-18
               5    7.071068E-03
               6   -1.647987E-17
               7   -5.611631E-03
               8    4.770490E-18
               9    5.062326E-03
              10   -5.359377E-17
