#      |i-j|        0.000000
              -9    5.019919E-03
              -8    3.035766E-18
              -7   -5.566627E-03
              -6   -1.604619E-17
              -5    7.020056E-03
              -4   -1.474515E-17
              -3   -1.095133E-02
              -2   -1.040834E-17
              -1    3.192156E-02
               0    5.000000E-02
               1    3.192156E-02
               2   -1.040834E-17
               3   -1.095133E-02
               4   -1.474515E-17
               5    7.020056E-03
               6   -1.604619E-17
               7   -5.566627E-03
               8    3.035766E-18
               9    5.019919E-03
              10   -5.361734E-17
