#      |i-j|        0.000000
              -9    5.048715E-03
              -8    5.637851E-18
              -7   -5.597181E-03
              -6   -1.691355E-17
              -5    7.054673E-03
              -4   -1.040834E-17
              -3   -1.099344E-02
              -2   -6.938894E-18
              -1    3.194834E-02
               0    5.000000E-02
               1    3.194834E-02
               2   -6.938894E-18
               3   -1.099344E-02
               4   -1.040834E-17
               5    7.054673E-03
               6   -1.691355E-17
               7   -5.597181E-03
               8    5.637851E-18
               9    5.048715E-03
              10   -5.360174E-17
