#      |i-j|        0.000000
              -9    5.256504E-04
              -8    1.517883E-18
              -7   -6.848736E-04
              -6   -1.344411E-17
              -5    1.222991E-03
              -4   -7.806256E-18
              -3   -3.472799E-03
              -2   -4.336809E-18
              -1    2.764609E-02
               0    5.000000E-02
               1    2.764609E-02
               2   -4.336809E-18
               3   -3.472799E-03
               4   -7.806256E-18
               5    1.222991E-03
               6   -1.344411E-17
               7   -6.848736E-04
               8    1.517883E-18
               9    5.256504E-04
              10   -5.641910E-17
