#      |i-j|        0.000000
             -11   -2.605372E-04
             -10   -3.263449E-17
              -9    3.136684E-04
              -8   -3.773024E-17
              -7   -4.664539E-04
              -6    3.252607E-17
              -5    9.146177E-04
              -4   -5.204170E-18
              -3   -2.768988E-03
              -2   -2.168404E-17
              -1    2.296700E-02
               0    4.166667E-02
               1    2.296700E-02
               2   -2.168404E-17
               3   -2.768988E-03
               4   -5.204170E-18
               5    9.146177E-04
               6    3.252607E-17
               7   -4.664539E-04
               8   -3.773024E-17
               9    3.136684E-04
              10   -3.263449E-17
              11   -2.605372E-04
              12   -4.127894E-18
