#      |i-j|        0.000000
              -8    2.081668E-17
              -7   -6.346134E-03
              -6   -4.597017E-17
              -5    7.809623E-03
              -4    2.081668E-17
              -3   -1.204688E-02
              -2   -8.673617E-18
              -1    3.535990E-02
               0    5.555556E-02
               1    3.535990E-02
               2   -8.673617E-18
               3   -1.204688E-02
               4    2.081668E-17
               5    7.809623E-03
               6   -4.597017E-17
               7   -6.346134E-03
               8    2.081668E-17
               9    5.957639E-03
