#      |i-j|        0.000000
             -12    8.239937E-18
             -11   -3.038112E-03
             -10    1.214306E-17
              -9    3.331763E-03
              -8    5.637851E-18
              -7   -3.942062E-03
              -6   -1.572093E-17
              -5    5.195851E-03
              -4   -1.713039E-17
              -3   -8.328022E-03
              -2   -1.170938E-17
              -1    2.453432E-02
               0    3.846154E-02
               1    2.453432E-02
               2   -1.170938E-17
               3   -8.328022E-03
               4   -1.713039E-17
               5    5.195851E-03
               6   -1.572093E-17
               7   -3.942062E-03
               8    5.637851E-18
               9    3.331763E-03
              10    1.214306E-17
              11   -3.038112E-03
              12    8.239937E-18
              13    2.949735E-03
