# M=18, N=9, V0=0.0, V=0.25, PBC
#  time (tJ)                 S₁(n=2)                 S₂(n=2)
    0.000000      1.776356839400E-15     -4.440892098501E-16
    0.100000      1.445394101141E-03      2.730095804133E-04
    0.200000      4.721215648737E-03      1.018414377873E-03
    0.300000      8.744947369470E-03      2.039599834569E-03
    0.400000      1.256469112262E-02      3.080878406305E-03
    0.500000      1.544444885105E-02      3.908003531633E-03
    0.600000      1.698188205397E-02      4.377009415903E-03
    0.700000      1.715817814245E-02      4.468633310463E-03
    0.800000      1.630447745959E-02      4.279229847473E-03
    0.900000      1.499471658024E-02      3.975196033182E-03
    1.000000      1.388759061778E-02      3.730193624241E-03
    1.100000      1.352024815057E-02      3.668503739194E-03
    1.200000      1.408062700734E-02      3.832869504970E-03
    1.300000      1.535704727578E-02      4.184036619276E-03
    1.400000      1.692160032430E-02      4.626928411275E-03
    1.500000      1.834859572332E-02      5.049875080002E-03
    1.600000      1.933249140934E-02      5.361254435559E-03
    1.700000      1.973218757440E-02      5.511988175182E-03
    1.800000      1.956507865461E-02      5.499857934931E-03
    1.900000      1.896529479832E-02      5.358954096794E-03
    2.000000      1.812585002514E-02      5.141899922998E-03
    2.100000      1.724652059554E-02      4.902772195219E-03
    2.200000      1.649919343620E-02      4.685756890506E-03
    2.300000      1.600019106258E-02      4.520584591161E-03
    2.400000      1.578677757623E-02      4.422736832340E-03
    2.500000      1.583316964538E-02      4.395407579265E-03
    2.600000      1.608512371624E-02      4.431095384022E-03
    2.700000      1.647273899651E-02      4.512451902738E-03
    2.800000      1.690816019204E-02      4.613407707087E-03
    2.900000      1.728703189143E-02      4.701892804836E-03
    3.000000      1.750171776469E-02      4.744671036048E-03
    3.100000      1.746242263142E-02      4.713526230981E-03
    3.200000      1.711621146239E-02      4.591076162385E-03
    3.300000      1.645641975148E-02      4.374384829933E-03
    3.400000      1.552125117992E-02      4.075304415289E-03
    3.500000      1.438466931152E-02      3.717649077290E-03
    3.600000      1.314290865534E-02      3.332281788976E-03
    3.700000      1.189791296355E-02      2.951590580345E-03
    3.800000      1.074135623103E-02      2.604624442245E-03
    3.900000      9.746110854858E-03      2.313624363548E-03
    4.000000      8.963864656348E-03      2.092165139754E-03
    4.100000      8.425282315881E-03      1.944836284307E-03
    4.200000      8.138447283331E-03      1.868337924753E-03
    4.300000      8.083490060831E-03      1.853872687372E-03
    4.400000      8.215736706616E-03      1.890564132178E-03
    4.500000      8.488833646489E-03      1.969262456396E-03
    4.600000      8.880352255635E-03      2.085691081723E-03
    4.700000      9.399915254896E-03      2.241773642529E-03
    4.800000      1.007693016316E-02      2.444392017524E-03
    4.900000      1.093600609945E-02      2.701696339841E-03
    5.000000      1.198309785444E-02      3.018064783306E-03
    5.100000      1.319536532129E-02      3.389457311408E-03
    5.200000      1.451504581033E-02      3.800926196611E-03
    5.300000      1.585743156526E-02      4.227391225875E-03
    5.400000      1.712500577732E-02      4.637663155909E-03
    5.500000      1.822139222097E-02      5.000501387978E-03
    5.600000      1.906805460137E-02      5.290701237353E-03
    5.700000      1.962098212908E-02      5.493199624248E-03
    5.800000      1.987751536455E-02      5.604023645183E-03
    5.900000      1.986753802874E-02      5.628232354074E-03
    6.000000      1.963337157230E-02      5.576205670643E-03
    6.100000      1.921851177869E-02      5.460164467558E-03
    6.200000      1.866209011805E-02      5.292451848836E-03
    6.300000      1.799941793350E-02      5.086066683566E-03
    6.400000      1.727131343686E-02      4.856696766814E-03
    6.500000      1.653591835668E-02      4.624602083195E-03
    6.600000      1.587270899813E-02      4.414565026972E-03
    6.700000      1.537347773888E-02      4.252862317770E-03
    6.800000      1.512021571006E-02      4.161541457482E-03
    6.900000      1.515700105675E-02      4.151629444900E-03
    7.000000      1.546808350463E-02      4.217667455473E-03
    7.100000      1.596849370757E-02      4.335820525173E-03
    7.200000      1.651701009330E-02      4.466810478731E-03
    7.300000      1.694777598747E-02      4.563428838044E-03
    7.400000      1.710644478691E-02      4.580913407390E-03
    7.500000      1.688299196631E-02      4.487507335239E-03
    7.600000      1.623524094138E-02      4.272384644413E-03
    7.700000      1.519975036416E-02      3.948851446855E-03
    7.800000      1.388828549056E-02      3.552031025400E-03
    7.900000      1.246907562098E-02      3.131648977264E-03
    8.000000      1.113406896443E-02      2.741639537224E-03
    8.100000      1.005779543259E-02      2.428896284417E-03
    8.200000      9.358530879427E-03      2.223593396547E-03
    8.300000      9.070601364967E-03      2.133193320951E-03
    8.400000      9.136713528170E-03      2.141598222491E-03
    8.500000      9.427012344045E-03      2.213930781548E-03
    8.600000      9.777535099297E-03      2.306214531753E-03
    8.700000      1.003771409870E-02      2.377942374166E-03
    8.800000      1.011588980816E-02      2.404482121520E-03
    8.900000      1.001032468487E-02      2.385850064227E-03
    9.000000      9.817309049485E-03      2.348902552831E-03
    9.100000      9.712222209091E-03      2.341527584448E-03
    9.200000      9.900865676866E-03      2.419674322679E-03
    9.300000      1.054927879807E-02      2.630397314956E-03
    9.400000      1.172614368102E-02      2.995711745955E-03
    9.500000      1.337630830363E-02      3.502297236568E-03
    9.600000      1.532400084018E-02      4.100709526024E-03
    9.700000      1.730437017907E-02      4.715061697365E-03
    9.800000      1.902934838890E-02      5.260897285957E-03
    9.900000      2.026250976039E-02      5.666238862686E-03
   10.000000      2.087513888613E-02      5.889540266352E-03
   10.100000      2.087291638500E-02      5.929048314576E-03
   10.200000      2.038962385940E-02      5.820726217062E-03
   10.300000      1.964710872940E-02      5.625525609397E-03
   10.400000      1.888546430202E-02      5.410158864923E-03
   10.500000      1.828921770399E-02      5.227489317934E-03
   10.600000      1.794053681673E-02      5.102623020711E-03
   10.700000      1.780540636766E-02      5.028817032885E-03
   10.800000      1.775419248588E-02      4.974071923796E-03
   10.900000      1.761846119479E-02      4.895797488605E-03
   11.000000      1.725974483104E-02      4.758369765937E-03
   11.100000      1.662124510878E-02      4.547588282599E-03
   11.200000      1.574940159045E-02      4.277241049274E-03
   11.300000      1.478379076557E-02      3.985737962216E-03
   11.400000      1.391856429576E-02      3.724120025885E-03
   11.500000      1.334091578827E-02      3.539576701054E-03
   11.600000      1.316233584520E-02      3.459991712548E-03
   11.700000      1.337371740916E-02      3.484551297995E-03
   11.800000      1.384889931351E-02      3.583286782839E-03
   11.900000      1.438946245869E-02      3.705384265055E-03
   12.000000      1.478369481762E-02      3.793289338843E-03
   12.100000      1.486091135500E-02      3.798038428165E-03
   12.200000      1.452974682489E-02      3.691313035452E-03
   12.300000      1.379239132829E-02      3.471239788248E-03
   12.400000      1.273356670395E-02      3.161238497643E-03
   12.500000      1.149246274725E-02      2.803341846115E-03
   12.600000      1.023400299813E-02      2.448622459314E-03
   12.700000      9.130434700666E-03      2.147381711262E-03
   12.800000      8.346717274200E-03      1.940877571644E-03
   12.900000      8.010312576623E-03      1.855288917278E-03
   13.000000      8.164402337438E-03      1.897994866004E-03
   13.100000      8.753391762816E-03      2.056324311230E-03
   13.200000      9.646366927007E-03      2.299390942918E-03
   13.300000      1.067089799137E-02      2.583833907819E-03
   13.400000      1.165193867885E-02      2.863670589997E-03
   13.500000      1.245323560890E-02      3.102924518727E-03
   13.600000      1.301550009949E-02      3.287746209203E-03
   13.700000      1.338110347981E-02      3.433440363806E-03
   13.800000      1.369366998212E-02      3.582229846685E-03
   13.900000      1.416484241062E-02      3.790183981261E-03
   14.000000      1.500625096940E-02      4.105892976948E-03
   14.100000      1.632705118859E-02      4.547568021289E-03
   14.200000      1.804712089329E-02      5.087350238623E-03
   14.300000      1.990083952127E-02      5.650368594507E-03
   14.400000      2.150979522299E-02      6.131437261585E-03
   14.500000      2.250436684508E-02      6.425663611515E-03
   14.600000      2.264060917530E-02      6.463174435186E-03
   14.700000      2.187492364947E-02      6.235329816767E-03
   14.800000      2.038655643414E-02      5.801806381146E-03
   14.900000      1.854397217408E-02      5.274467615728E-03
   15.000000      1.681687181021E-02      4.782633150522E-03
