# M=12, N=6, V0=0.0, V=0.25, PBC
#  time (tJ)                 S₁(ℓ=6)                 S₂(ℓ=6)
    0.000000      1.175475821530E+00      8.854158610909E-01
    0.100000      1.175912063643E+00      8.856503669739E-01
    0.200000      1.177089513454E+00      8.862758350226E-01
    0.300000      1.178665566107E+00      8.870810207130E-01
    0.400000      1.180202385705E+00      8.877826025110E-01
    0.500000      1.181312392028E+00      8.881047194496E-01
    0.600000      1.181779671791E+00      8.878525233125E-01
    0.700000      1.181611436636E+00      8.869595076201E-01
    0.800000      1.181005312750E+00      8.854988486164E-01
    0.900000      1.180256856492E+00      8.836610970211E-01
    1.000000      1.179647641982E+00      8.817096260475E-01
    1.100000      1.179358957701E+00      8.799284414214E-01
    1.200000      1.179450524348E+00      8.785742029929E-01
    1.300000      1.179882268533E+00      8.778382316797E-01
    1.400000      1.180543810527E+00      8.778191637136E-01
    1.500000      1.181278150958E+00      8.785062208723E-01
    1.600000      1.181922815892E+00      8.797764622714E-01
    1.700000      1.182355021381E+00      8.814121660389E-01
    1.800000      1.182522596709E+00      8.831413747828E-01
    1.900000      1.182458171883E+00      8.846953760115E-01
    2.000000      1.182244126864E+00      8.858676467333E-01
    2.100000      1.181935221234E+00      8.865567321815E-01
    2.200000      1.181545836770E+00      8.867818648305E-01
    2.300000      1.181100940834E+00      8.866695148106E-01
    2.400000      1.180674792910E+00      8.864158352479E-01
    2.500000      1.180379875491E+00      8.862334237789E-01
    2.600000      1.180311957572E+00      8.862935621404E-01
    2.700000      1.180478722516E+00      8.866777955624E-01
    2.800000      1.180785078432E+00      8.873526079029E-01
    2.900000      1.181127168587E+00      8.881754651345E-01
    3.000000      1.181443256746E+00      8.889309426845E-01
    3.100000      1.181727053841E+00      8.893865615367E-01
    3.200000      1.181956929440E+00      8.893532725322E-01
    3.300000      1.182022144049E+00      8.887358036255E-01
    3.400000      1.181847838291E+00      8.875612374032E-01
    3.500000      1.181493450510E+00      8.859784028271E-01
    3.600000      1.181148273101E+00      8.842261524364E-01
    3.700000      1.181048932838E+00      8.825763067019E-01
    3.800000      1.181292854372E+00      8.812658898721E-01
    3.900000      1.181742530319E+00      8.804392070042E-01
    4.000000      1.182186734319E+00      8.801188716102E-01
    4.100000      1.182480656266E+00      8.802151130005E-01
    4.200000      1.182587212212E+00      8.805685272674E-01
    4.300000      1.182529835157E+00      8.810094315470E-01
    4.400000      1.182323136350E+00      8.814122831523E-01
    4.500000      1.181993682003E+00      8.817274973797E-01
    4.600000      1.181613961791E+00      8.819830187117E-01
    4.700000      1.181297801136E+00      8.822597443525E-01
    4.800000      1.181131527274E+00      8.826536639103E-01
    4.900000      1.181093791486E+00      8.832399966276E-01
    5.000000      1.181083670849E+00      8.840502574945E-01
    5.100000      1.181015371284E+00      8.850651489573E-01
    5.200000      1.180890497315E+00      8.862193188743E-01
    5.300000      1.180777068925E+00      8.874117825038E-01
    5.400000      1.180730014213E+00      8.885180757857E-01
    5.500000      1.180733552021E+00      8.894040282704E-01
    5.600000      1.180750440597E+00      8.899431484407E-01
    5.700000      1.180738046615E+00      8.900385694678E-01
    5.800000      1.180647712104E+00      8.896470758845E-01
    5.900000      1.180421678224E+00      8.887988946823E-01
    6.000000      1.180055985297E+00      8.876047907079E-01
    6.100000      1.179642399033E+00      8.862432325145E-01
    6.200000      1.179338945496E+00      8.849257226491E-01
    6.300000      1.179303747344E+00      8.838466989163E-01
    6.400000      1.179620791610E+00      8.831323091565E-01
    6.500000      1.180245218252E+00      8.828054962485E-01
    6.600000      1.181007821554E+00      8.827806906293E-01
    6.700000      1.181686119477E+00      8.828912994845E-01
    6.800000      1.182075913466E+00      8.829416273479E-01
    6.900000      1.182073574622E+00      8.827669153254E-01
    7.000000      1.181705451199E+00      8.822836729670E-01
    7.100000      1.181116531186E+00      8.815168981401E-01
    7.200000      1.180508075706E+00      8.805983130486E-01
    7.300000      1.180076363797E+00      8.797373673087E-01
    7.400000      1.179963140971E+00      8.791727102964E-01
    7.500000      1.180203730959E+00      8.791154989236E-01
    7.600000      1.180707895342E+00      8.796970952971E-01
    7.700000      1.181300093996E+00      8.809325890012E-01
    7.800000      1.181793893791E+00      8.827087781739E-01
    7.900000      1.182048350825E+00      8.848010975951E-01
    8.000000      1.181967781042E+00      8.869178992809E-01
    8.100000      1.181560652271E+00      8.887623724701E-01
    8.200000      1.180962058434E+00      8.900950769580E-01
    8.300000      1.180396583656E+00      8.907787468688E-01
    8.400000      1.180073060632E+00      8.907943329549E-01
    8.500000      1.180071634842E+00      8.902292321168E-01
    8.600000      1.180328575524E+00      8.892474469497E-01
    8.700000      1.180696939115E+00      8.880525745694E-01
    8.800000      1.181041581270E+00      8.868505676220E-01
    8.900000      1.181293379138E+00      8.858157186350E-01
    9.000000      1.181436120594E+00      8.850628731499E-01
    9.100000      1.181507482231E+00      8.846297597735E-01
    9.200000      1.181567696181E+00      8.844730073825E-01
    9.300000      1.181667312400E+00      8.844795626760E-01
    9.400000      1.181839988512E+00      8.844929849456E-01
    9.500000      1.182062465220E+00      8.843517957609E-01
    9.600000      1.182244360274E+00      8.839337992411E-01
    9.700000      1.182277184405E+00      8.831960284771E-01
    9.800000      1.182118636804E+00      8.821972001888E-01
    9.900000      1.181824432183E+00      8.810919207802E-01
   10.000000      1.181505405905E+00      8.800946326602E-01
   10.100000      1.181270008465E+00      8.794230697638E-01
   10.200000      1.181190091935E+00      8.792396223622E-01
   10.300000      1.181290028204E+00      8.796098888182E-01
   10.400000      1.181537356106E+00      8.804907942274E-01
   10.500000      1.181880313336E+00      8.817497389380E-01
   10.600000      1.182217165889E+00      8.832058507621E-01
   10.700000      1.182404132149E+00      8.846778932871E-01
   10.800000      1.182313721622E+00      8.860226532198E-01
   10.900000      1.181893590785E+00      8.871530404956E-01
   11.000000      1.181227010478E+00      8.880345149864E-01
   11.100000      1.180517125864E+00      8.886672071357E-01
   11.200000      1.179983482902E+00      8.890648800169E-01
   11.300000      1.179721298224E+00      8.892398181127E-01
   11.400000      1.179721152419E+00      8.891976131150E-01
   11.500000      1.179943517188E+00      8.889410370114E-01
   11.600000      1.180348137785E+00      8.884791360307E-01
   11.700000      1.180882179636E+00      8.878361936140E-01
   11.800000      1.181463246457E+00      8.870554081519E-01
   11.900000      1.181989561792E+00      8.861945367604E-01
   12.000000      1.182359864011E+00      8.853148414039E-01
   12.100000      1.182528941826E+00      8.844682910337E-01
   12.200000      1.182492336888E+00      8.836888368057E-01
   12.300000      1.182249890732E+00      8.829912035935E-01
   12.400000      1.181857231797E+00      8.823767379722E-01
   12.500000      1.181436750144E+00      8.818429026993E-01
   12.600000      1.181137897553E+00      8.813923877168E-01
   12.700000      1.181075387745E+00      8.810389857917E-01
   12.800000      1.181284808850E+00      8.808087699443E-01
   12.900000      1.181716959028E+00      8.807357810140E-01
   13.000000      1.182256833541E+00      8.808520635426E-01
   13.100000      1.182755791416E+00      8.811738784510E-01
   13.200000      1.183053262672E+00      8.816893245546E-01
   13.300000      1.183024018890E+00      8.823549313838E-01
   13.400000      1.182647989191E+00      8.831065374279E-01
   13.500000      1.182001339702E+00      8.838820943701E-01
   13.600000      1.181231897970E+00      8.846451766127E-01
   13.700000      1.180536693260E+00      8.853949700938E-01
   13.800000      1.180107653484E+00      8.861551003082E-01
   13.900000      1.180061322026E+00      8.869460869206E-01
   14.000000      1.180398287256E+00      8.877559174363E-01
   14.100000      1.180971159887E+00      8.885241135324E-01
   14.200000      1.181480592008E+00      8.891475188791E-01
   14.300000      1.181679451641E+00      8.895062561542E-01
   14.400000      1.181510295951E+00      8.895006014903E-01
   14.500000      1.181119422504E+00      8.890856382255E-01
   14.600000      1.180752634794E+00      8.882907415685E-01
   14.700000      1.180575198456E+00      8.872155785385E-01
   14.800000      1.180637857143E+00      8.860029452092E-01
   14.900000      1.180940768676E+00      8.847985040595E-01
   15.000000      1.181456169270E+00      8.837135372979E-01
   15.100000      1.182114285114E+00      8.828054897279E-01
   15.200000      1.182768170282E+00      8.820824712036E-01
   15.300000      1.183208783353E+00      8.815262611702E-01
   15.400000      1.183296587538E+00      8.811197633242E-01
   15.500000      1.183052893584E+00      8.808638713645E-01
   15.600000      1.182651817280E+00      8.807758479576E-01
   15.700000      1.182322301863E+00      8.808725582363E-01
   15.800000      1.182211712866E+00      8.811507466816E-01
   15.900000      1.182310567617E+00      8.815778338131E-01
   16.000000      1.182492594501E+00      8.820998250430E-01
   16.100000      1.182636957746E+00      8.826622796129E-01
   16.200000      1.182697591051E+00      8.832325003879E-01
   16.300000      1.182682880846E+00      8.838106749529E-01
   16.400000      1.182604622834E+00      8.844241906600E-01
   16.500000      1.182459202776E+00      8.851081814720E-01
   16.600000      1.182259636765E+00      8.858814748242E-01
   16.700000      1.182066027284E+00      8.867282255329E-01
   16.800000      1.181957134334E+00      8.875924763413E-01
   16.900000      1.181948194503E+00      8.883876422319E-01
   17.000000      1.181951090437E+00      8.890172650843E-01
   17.100000      1.181817195315E+00      8.893991809290E-01
   17.200000      1.181483615061E+00      8.894843599742E-01
   17.300000      1.181061116559E+00      8.892645627216E-01
   17.400000      1.180760887669E+00      8.887677598137E-01
   17.500000      1.180739071760E+00      8.880444977932E-01
   17.600000      1.181028152880E+00      8.871510829098E-01
   17.700000      1.181551719635E+00      8.861366784462E-01
   17.800000      1.182173778303E+00      8.850403058900E-01
   17.900000      1.182751385892E+00      8.838990207156E-01
   18.000000      1.183145204515E+00      8.827616077486E-01
   18.100000      1.183272835136E+00      8.816978348250E-01
   18.200000      1.183103630508E+00      8.807955887670E-01
   18.300000      1.182661244029E+00      8.801455998171E-01
   18.400000      1.182060298927E+00      8.798201009669E-01
   18.500000      1.181487765041E+00      8.798533675733E-01
   18.600000      1.181131913481E+00      8.802296017167E-01
   18.700000      1.181091094148E+00      8.808809552467E-01
   18.800000      1.181323922626E+00      8.816975394187E-01
   18.900000      1.181736307573E+00      8.825502598995E-01
   19.000000      1.182190645905E+00      8.833235657652E-01
   19.100000      1.182523872146E+00      8.839489885818E-01
   19.200000      1.182602039368E+00      8.844258101762E-01
   19.300000      1.182380524310E+00      8.848173266737E-01
   19.400000      1.181924855798E+00      8.852212232659E-01
   19.500000      1.181359346416E+00      8.857257123289E-01
   19.600000      1.180798133926E+00      8.863709732788E-01
   19.700000      1.180326827657E+00      8.871324101473E-01
   19.800000      1.180018080366E+00      8.879301332969E-01
   19.900000      1.179936882173E+00      8.886559928247E-01
   20.000000      1.180122757155E+00      8.892034398086E-01
   20.100000      1.180558860170E+00      8.894884640171E-01
   20.200000      1.181163965975E+00      8.894576587590E-01
   20.300000      1.181824950441E+00      8.890864581095E-01
   20.400000      1.182438471284E+00      8.883739539551E-01
   20.500000      1.182790103019E+00      8.873405425805E-01
   20.600000      1.182729929758E+00      8.860318156451E-01
   20.700000      1.182302044739E+00      8.845273460330E-01
   20.800000      1.181704294503E+00      8.829479975338E-01
   20.900000      1.181165414771E+00      8.814529875093E-01
   21.000000      1.180831962517E+00      8.802204420994E-01
   21.100000      1.180762880826E+00      8.794122050901E-01
   21.200000      1.180953170696E+00      8.791320032493E-01
   21.300000      1.181341049236E+00      8.793916064983E-01
   21.400000      1.181842028743E+00      8.800993632425E-01
   21.500000      1.182320260762E+00      8.810787979583E-01
   21.600000      1.182561343982E+00      8.821139868898E-01
   21.700000      1.182430857958E+00      8.830077568428E-01
   21.800000      1.181995465981E+00      8.836334989253E-01
   21.900000      1.181457554234E+00      8.839641619973E-01
   22.000000      1.181016667775E+00      8.840709970542E-01
   22.100000      1.180740518153E+00      8.840950443700E-01
   22.200000      1.180594864200E+00      8.842018531761E-01
   22.300000      1.180547716376E+00      8.845328670765E-01
   22.400000      1.180599158778E+00      8.851658532268E-01
   22.500000      1.180733301051E+00      8.860930121392E-01
   22.600000      1.180863892319E+00      8.872204385417E-01
   22.700000      1.180879303450E+00      8.883877312219E-01
   22.800000      1.180738555146E+00      8.894024197980E-01
   22.900000      1.180509159305E+00      8.900806914347E-01
   23.000000      1.180350570400E+00      8.902845392823E-01
   23.100000      1.180440775145E+00      8.899473077432E-01
   23.200000      1.180844188930E+00      8.890842867833E-01
   23.300000      1.181432387046E+00      8.877893127391E-01
   23.400000      1.181983741129E+00      8.862194359980E-01
   23.500000      1.182331434184E+00      8.845689515853E-01
   23.600000      1.182419738572E+00      8.830353664982E-01
   23.700000      1.182278962866E+00      8.817839456675E-01
   23.800000      1.181998833700E+00      8.809201279061E-01
   23.900000      1.181717346296E+00      8.804764997408E-01
   24.000000      1.181523200344E+00      8.804150432232E-01
   24.100000      1.181468200988E+00      8.806414653426E-01
   24.200000      1.181570194668E+00      8.810286967285E-01
   24.300000      1.181815220314E+00      8.814476101863E-01
   24.400000      1.182169112236E+00      8.818006448178E-01
   24.500000      1.182548052398E+00      8.820494384517E-01
   24.600000      1.182795259348E+00      8.822259247706E-01
   24.700000      1.182763808856E+00      8.824207973889E-01
   24.800000      1.182407999971E+00      8.827515554427E-01
   24.900000      1.181822778746E+00      8.833196750386E-01
   25.000000      1.181199278753E+00      8.841699451991E-01
