# M=18, N=9, V0=0.0, V=0.25, PBC
#  time (tJ)                 S₁(ℓ=9)                 S₂(ℓ=9)
    0.000000      1.309135597083E+00      1.034808166033E+00
    0.100000      1.309580763543E+00      1.035074949982E+00
    0.200000      1.310786389462E+00      1.035806233566E+00
    0.300000      1.312413679642E+00      1.036815572643E+00
    0.400000      1.314029575078E+00      1.037854581417E+00
    0.500000      1.315248512382E+00      1.038684939445E+00
    0.600000      1.315852326693E+00      1.039144034045E+00
    0.700000      1.315846876152E+00      1.039184446553E+00
    0.800000      1.315438653644E+00      1.038877178940E+00
    0.900000      1.314941532493E+00      1.038380912204E+00
    1.000000      1.314651140019E+00      1.037890071605E+00
    1.100000      1.314748809195E+00      1.037579534827E+00
    1.200000      1.315268815757E+00      1.037562341289E+00
    1.300000      1.316108242831E+00      1.037870179942E+00
    1.400000      1.317071872790E+00      1.038457836064E+00
    1.500000      1.317946032403E+00      1.039225479499E+00
    1.600000      1.318568834195E+00      1.040048931471E+00
    1.700000      1.318872743391E+00      1.040808373222E+00
    1.800000      1.318890320836E+00      1.041409247084E+00
    1.900000      1.318727347663E+00      1.041793347466E+00
    2.000000      1.318519989006E+00      1.041941406446E+00
    2.100000      1.318394271012E+00      1.041869850086E+00
    2.200000      1.318437543822E+00      1.041624019403E+00
    2.300000      1.318685277134E+00      1.041269039668E+00
    2.400000      1.319121570319E+00      1.040878815628E+00
    2.500000      1.319689602242E+00      1.040523851248E+00
    2.600000      1.320309003020E+00      1.040259409854E+00
    2.700000      1.320895552721E+00      1.040116149179E+00
    2.800000      1.321377686786E+00      1.040095225769E+00
    2.900000      1.321706637548E+00      1.040169025322E+00
    3.000000      1.321859667837E+00      1.040287572195E+00
    3.100000      1.321839401770E+00      1.040389586665E+00
    3.200000      1.321670707178E+00      1.040416099997E+00
    3.300000      1.321391518044E+00      1.040323624956E+00
    3.400000      1.321042681374E+00      1.040093629556E+00
    3.500000      1.320659018986E+00      1.039736003488E+00
    3.600000      1.320263007249E+00      1.039286166860E+00
    3.700000      1.319874910654E+00      1.038797437010E+00
    3.800000      1.319515034446E+00      1.038331147761E+00
    3.900000      1.319198231422E+00      1.037946563603E+00
    4.000000      1.318934284225E+00      1.037691616822E+00
    4.100000      1.318730465686E+00      1.037594962789E+00
    4.200000      1.318589148675E+00      1.037660206432E+00
    4.300000      1.318506036706E+00      1.037863864035E+00
    4.400000      1.318468582260E+00      1.038158682288E+00
    4.500000      1.318458977070E+00      1.038482721562E+00
    4.600000      1.318466372430E+00      1.038772488999E+00
    4.700000      1.318497618988E+00      1.038976601878E+00
    4.800000      1.318576614651E+00      1.039066196213E+00
    4.900000      1.318730252597E+00      1.039039786049E+00
    5.000000      1.318970464016E+00      1.038922447035E+00
    5.100000      1.319287821022E+00      1.038760542790E+00
    5.200000      1.319658379362E+00      1.038613196736E+00
    5.300000      1.320053994531E+00      1.038541259540E+00
    5.400000      1.320445626134E+00      1.038594926971E+00
    5.500000      1.320797286019E+00      1.038802475210E+00
    5.600000      1.321065477997E+00      1.039163368988E+00
    5.700000      1.321216281434E+00      1.039647929951E+00
    5.800000      1.321243441280E+00      1.040203224550E+00
    5.900000      1.321167401982E+00      1.040762702057E+00
    6.000000      1.321019408148E+00      1.041256828981E+00
    6.100000      1.320828734126E+00      1.041623205238E+00
    6.200000      1.320623434680E+00      1.041815873020E+00
    6.300000      1.320437797144E+00      1.041813598589E+00
    6.400000      1.320312802448E+00      1.041625978324E+00
    6.500000      1.320281359032E+00      1.041295311002E+00
    6.600000      1.320351158342E+00      1.040892181067E+00
    6.700000      1.320507427249E+00      1.040503851535E+00
    6.800000      1.320734899071E+00      1.040216569528E+00
    6.900000      1.321038779049E+00      1.040095169752E+00
    7.000000      1.321437122647E+00      1.040165133976E+00
    7.100000      1.321919792557E+00      1.040402597841E+00
    7.200000      1.322417118904E+00      1.040736110370E+00
    7.300000      1.322820033883E+00      1.041060685940E+00
    7.400000      1.323030631058E+00      1.041261251158E+00
    7.500000      1.322995900382E+00      1.041240284303E+00
    7.600000      1.322712987873E+00      1.040943490757E+00
    7.700000      1.322221796231E+00      1.040377283222E+00
    7.800000      1.321596026600E+00      1.039612722697E+00
    7.900000      1.320931995336E+00      1.038773221573E+00
    8.000000      1.320324483192E+00      1.038007805113E+00
    8.100000      1.319839402864E+00      1.037456436107E+00
    8.200000      1.319511012241E+00      1.037216528266E+00
    8.300000      1.319349089020E+00      1.037319296726E+00
    8.400000      1.319334901481E+00      1.037721767799E+00
    8.500000      1.319412202418E+00      1.038316380898E+00
    8.600000      1.319497017071E+00      1.038955989240E+00
    8.700000      1.319510855885E+00      1.039488326604E+00
    8.800000      1.319409811453E+00      1.039791570749E+00
    8.900000      1.319198863201E+00      1.039802367755E+00
    9.000000      1.318928160784E+00      1.039529710489E+00
    9.100000      1.318671959866E+00      1.039051687988E+00
    9.200000      1.318502438473E+00      1.038496278482E+00
    9.300000      1.318473706265E+00      1.038010986621E+00
    9.400000      1.318615976297E+00      1.037728383943E+00
    9.500000      1.318928045671E+00      1.037735197751E+00
    9.600000      1.319369798780E+00      1.038051813608E+00
    9.700000      1.319863067401E+00      1.038627250559E+00
    9.800000      1.320306793373E+00      1.039351654071E+00
    9.900000      1.320605390309E+00      1.040083931160E+00
   10.000000      1.320699377664E+00      1.040687302563E+00
   10.100000      1.320586944208E+00      1.041062570988E+00
   10.200000      1.320328153264E+00      1.041169762845E+00
   10.300000      1.320023209719E+00      1.041033206360E+00
   10.400000      1.319775256910E+00      1.040730594353E+00
   10.500000      1.319655462172E+00      1.040370581187E+00
   10.600000      1.319686749486E+00      1.040065166014E+00
   10.700000      1.319850999359E+00      1.039903266615E+00
   10.800000      1.320104499693E+00      1.039931262224E+00
   10.900000      1.320391728826E+00      1.040144785308E+00
