# M=22, N=11, V0=0.0, V=0.25, PBC
#  time (tJ)                S₁(ℓ=11)                S₂(ℓ=11)
    0.000000      1.375632336657E+00      1.080989943769E+00
    0.100000      1.376079601324E+00      1.081251891335E+00
    0.200000      1.377292201231E+00      1.081969079924E+00
    0.300000      1.378932939970E+00      1.082956299594E+00
    0.400000      1.380569950479E+00      1.083967170537E+00
    0.500000      1.381817825529E+00      1.084766005391E+00
    0.600000      1.382457034806E+00      1.085193155994E+00
    0.700000      1.382490645645E+00      1.085204039389E+00
    0.800000      1.382122398159E+00      1.084871793786E+00
    0.900000      1.381666640067E+00      1.084355983453E+00
    1.000000      1.381424139954E+00      1.083850310885E+00
    1.100000      1.381581573665E+00      1.083527370135E+00
    1.200000      1.382176167350E+00      1.083496948229E+00
    1.300000      1.383113066811E+00      1.083787673305E+00
    1.400000      1.384213754261E+00      1.084353014741E+00
    1.500000      1.385280641102E+00      1.085095125635E+00
    1.600000      1.386158573263E+00      1.085896122016E+00
    1.700000      1.386773099059E+00      1.086646728878E+00
    1.800000      1.387134470940E+00      1.087265732533E+00
    1.900000      1.387311689765E+00      1.087708333156E+00
    2.000000      1.387394133153E+00      1.087965280497E+00
    2.100000      1.387460180111E+00      1.088056433614E+00
    2.200000      1.387563070283E+00      1.088022109209E+00
    2.300000      1.387732452685E+00      1.087914166866E+00
    2.400000      1.387983449499E+00      1.087787383784E+00
    2.500000      1.388324791383E+00      1.087691090936E+00
    2.600000      1.388761064926E+00      1.087661382212E+00
    2.700000      1.389289132374E+00      1.087714973477E+00
    2.800000      1.389891622782E+00      1.087846272372E+00
    2.900000      1.390532019696E+00      1.088028933534E+00
    3.000000      1.391156611771E+00      1.088222096840E+00
    3.100000      1.391705295643E+00      1.088380054939E+00
    3.200000      1.392127351672E+00      1.088462891717E+00
    3.300000      1.392394994706E+00      1.088445210150E+00
    3.400000      1.392509666173E+00      1.088320650572E+00
    3.500000      1.392498327977E+00      1.088101297765E+00
    3.600000      1.392400603579E+00      1.087812732890E+00
    3.700000      1.392254292103E+00      1.087486720870E+00
    3.800000      1.392087020307E+00      1.087153877616E+00
    3.900000      1.391912956678E+00      1.086838153926E+00
    4.000000      1.391732928408E+00      1.086554031599E+00
    4.100000      1.391538322620E+00      1.086306436519E+00
    4.200000      1.391318099049E+00      1.086092766101E+00
    4.300000      1.391064711316E+00      1.085906094009E+00
    4.400000      1.390774715757E+00      1.085738519039E+00
    4.500000      1.390445772278E+00      1.085583805882E+00
    4.600000      1.390074911276E+00      1.085438892530E+00
    4.700000      1.389662069779E+00      1.085304292590E+00
    4.800000      1.389217833508E+00      1.085183640565E+00
    4.900000      1.388767099387E+00      1.085082585293E+00
    5.000000      1.388344120229E+00      1.085007161822E+00
    5.100000      1.387981315025E+00      1.084961873718E+00
    5.200000      1.387700010507E+00      1.084947934092E+00
    5.300000      1.387508752667E+00      1.084962203366E+00
    5.400000      1.387408173928E+00      1.084997203008E+00
    5.500000      1.387396687128E+00      1.085042297633E+00
    5.600000      1.387469236369E+00      1.085085901852E+00
    5.700000      1.387612789245E+00      1.085118395093E+00
    5.800000      1.387806960731E+00      1.085135198161E+00
    5.900000      1.388032036726E+00      1.085139173756E+00
    6.000000      1.388277939230E+00      1.085141391298E+00
    6.100000      1.388546484054E+00      1.085159617759E+00
    6.200000      1.388845043812E+00      1.085214651121E+00
    6.300000      1.389175547472E+00      1.085325427969E+00
    6.400000      1.389526978849E+00      1.085504263334E+00
    6.500000      1.389875300028E+00      1.085753462401E+00
    6.600000      1.390189479999E+00      1.086064070274E+00
    6.700000      1.390440236525E+00      1.086416958354E+00
    6.800000      1.390608054823E+00      1.086785884755E+00
    6.900000      1.390688763547E+00      1.087141657157E+00
    7.000000      1.390694501468E+00      1.087456286944E+00
    7.100000      1.390648122773E+00      1.087706339373E+00
    7.200000      1.390573993299E+00      1.087875470192E+00
    7.300000      1.390493042448E+00      1.087956753940E+00
    7.400000      1.390424486400E+00      1.087955173469E+00
    7.500000      1.390387273476E+00      1.087889606340E+00
    7.600000      1.390397319864E+00      1.087792695933E+00
    7.700000      1.390464265514E+00      1.087707049218E+00
    7.800000      1.390592138181E+00      1.087677365615E+00
    7.900000      1.390785016303E+00      1.087739694937E+00
    8.000000      1.391051509108E+00      1.087910308664E+00
    8.100000      1.391400773322E+00      1.088177330353E+00
    8.200000      1.391831081055E+00      1.088498220481E+00
    8.300000      1.392319827822E+00      1.088805259938E+00
    8.400000      1.392822768556E+00      1.089019180985E+00
    8.500000      1.393284736742E+00      1.089068407355E+00
    8.600000      1.393650081441E+00      1.088908944816E+00
    8.700000      1.393871994802E+00      1.088538914010E+00
    8.800000      1.393924667964E+00      1.088002677155E+00
